Date,Nation,Cumulative cases per 100k
2021-06-01,Wales,6720.094061
2021-05-31,Wales,6718.232618
2021-05-30,Wales,6716.339624
2021-05-29,Wales,6715.109179
2021-05-28,Wales,6713.815634
2021-05-27,Wales,6712.553638
2021-05-26,Wales,6711.386292
2021-05-25,Wales,6710.439796
2021-05-24,Wales,6708.862302
2021-05-23,Wales,6707.568756
2021-05-22,Wales,6706.906209
2021-05-21,Wales,6705.801963
2021-05-20,Wales,6704.161369
2021-05-19,Wales,6702.678524
2021-05-18,Wales,6701.574278
2021-05-17,Wales,6700.154533
2021-05-16,Wales,6698.545489
2021-05-15,Wales,6697.567443
2021-05-14,Wales,6696.684046
2021-05-13,Wales,6695.295851
2021-05-12,Wales,6694.065405
2021-05-11,Wales,6692.109312
2021-05-10,Wales,6690.02702
2021-05-09,Wales,6688.701925
2021-05-08,Wales,6687.755428
2021-05-07,Wales,6686.777382
2021-05-06,Wales,6685.546936
2021-05-05,Wales,6683.496194
2021-05-04,Wales,6682.076449
2021-05-03,Wales,6680.309655
2021-05-02,Wales,6679.457808
2021-05-01,Wales,6678.605961
2021-04-30,Wales,6677.596365
2021-04-29,Wales,6676.523669
2021-04-28,Wales,6674.788425
2021-04-27,Wales,6673.274031
2021-04-26,Wales,6671.381038
2021-04-25,Wales,6669.614244
2021-04-24,Wales,6668.604648
2021-04-23,Wales,6667.405752
2021-04-22,Wales,6665.891357
2021-04-21,Wales,6664.156114
2021-04-20,Wales,6662.168471
2021-04-19,Wales,6660.370128
2021-04-18,Wales,6658.035436
2021-04-17,Wales,6656.331742
2021-04-16,Wales,6655.132847
2021-04-15,Wales,6653.239853
2021-04-14,Wales,6651.031361
2021-04-13,Wales,6648.507371
2021-04-12,Wales,6646.488178
2021-04-11,Wales,6643.11234
2021-04-10,Wales,6641.377096
2021-04-09,Wales,6639.768052
2021-04-08,Wales,6637.496461
2021-04-07,Wales,6634.656971
2021-04-06,Wales,6631.344233
2021-04-05,Wales,6628.031495
2021-04-04,Wales,6625.759903
2021-04-03,Wales,6623.362112
2021-04-02,Wales,6621.532218
2021-04-01,Wales,6619.513026
2021-03-31,Wales,6616.547337
2021-03-30,Wales,6613.139949
2021-03-29,Wales,6608.817615
2021-03-28,Wales,6604.936979
2021-03-27,Wales,6601.687341
2021-03-26,Wales,6598.9425
2021-03-25,Wales,6594.146918
2021-03-24,Wales,6587.868491
2021-03-23,Wales,6581.874012
2021-03-22,Wales,6576.731381
2021-03-21,Wales,6570.484504
2021-03-20,Wales,6566.09907
2021-03-19,Wales,6561.303487
2021-03-18,Wales,6555.719157
2021-03-17,Wales,6548.841282
2021-03-16,Wales,6543.067653
2021-03-15,Wales,6537.294024
2021-03-14,Wales,6531.110247
2021-03-13,Wales,6526.125365
2021-03-12,Wales,6520.130887
2021-03-11,Wales,6513.63161
2021-03-10,Wales,6506.438236
2021-03-09,Wales,6500.065159
2021-03-08,Wales,6494.859428
2021-03-07,Wales,6486.719558
2021-03-06,Wales,6482.113274
2021-03-05,Wales,6476.781344
2021-03-04,Wales,6472.648309
2021-03-03,Wales,6466.369882
2021-03-02,Wales,6459.775956
2021-03-01,Wales,6452.298633
2021-02-28,Wales,6444.600461
2021-02-27,Wales,6438.069634
2021-02-26,Wales,6433.6842
2021-02-25,Wales,6427.311123
2021-02-24,Wales,6420.212399
2021-02-23,Wales,6411.883229
2021-02-22,Wales,6402.796862
2021-02-21,Wales,6392.196101
2021-02-20,Wales,6383.551432
2021-02-19,Wales,6375.127613
2021-02-18,Wales,6365.378698
2021-02-17,Wales,6354.557087
2021-02-16,Wales,6342.78898
2021-02-15,Wales,6328.843931
2021-02-14,Wales,6314.583382
2021-02-13,Wales,6305.497015
2021-02-12,Wales,6296.631498
2021-02-11,Wales,6283.759144
2021-02-10,Wales,6271.864838
2021-02-09,Wales,6257.730489
2021-02-08,Wales,6243.091342
2021-02-07,Wales,6227.568798
2021-02-06,Wales,6218.608631
2021-02-05,Wales,6207.282222
2021-02-04,Wales,6191.475729
2021-02-03,Wales,6175.669237
2021-02-02,Wales,6157.401853
2021-02-01,Wales,6138.566571
2021-01-31,Wales,6119.258041
2021-01-30,Wales,6104.618895
2021-01-29,Wales,6089.2541
2021-01-28,Wales,6070.387269
2021-01-27,Wales,6049.595894
2021-01-26,Wales,6027.416325
2021-01-25,Wales,6004.353358
2021-01-24,Wales,5977.630605
2021-01-23,Wales,5965.105301
2021-01-22,Wales,5948.036813
2021-01-21,Wales,5923.711851
2021-01-20,Wales,5895.033005
2021-01-19,Wales,5864.429616
2021-01-18,Wales,5830.32419
2021-01-17,Wales,5786.249
2021-01-16,Wales,5760.220344
2021-01-15,Wales,5728.51271
2021-01-14,Wales,5690.274248
2021-01-13,Wales,5648.880799
2021-01-12,Wales,5602.723316
2021-01-11,Wales,5552.211949
2021-01-10,Wales,5497.441348
2021-01-09,Wales,5460.370233
2021-01-08,Wales,5424.340263
2021-01-07,Wales,5373.986646
2021-01-06,Wales,5321.456087
2021-01-05,Wales,5258.640265
2021-01-04,Wales,5183.425338
2021-01-03,Wales,5099.534192
2021-01-02,Wales,5042.39735
2021-01-01,Wales,4976.26879
2020-12-31,Wales,4937.935679
2020-12-30,Wales,4874.551959
2020-12-29,Wales,4789.430368
2020-12-28,Wales,4677.018126
2020-12-27,Wales,4602.686595
2020-12-26,Wales,4523.969631
2020-12-25,Wales,4464.245698
2020-12-24,Wales,4443.990671
2020-12-23,Wales,4397.51769
2020-12-22,Wales,4320.44132
2020-12-21,Wales,4235.09888
2020-12-20,Wales,4148.557544
2020-12-19,Wales,4078.863847
2020-12-18,Wales,4010.400595
2020-12-17,Wales,3930.358536
2020-12-16,Wales,3842.776053
2020-12-15,Wales,3743.740963
2020-12-14,Wales,3643.349227
2020-12-13,Wales,3531.725732
2020-12-12,Wales,3445.468345
2020-12-11,Wales,3373.345307
2020-12-10,Wales,3284.658579
2020-12-09,Wales,3200.609684
2020-12-08,Wales,3115.677392
2020-12-07,Wales,3033.61614
2020-12-06,Wales,2954.394378
2020-12-05,Wales,2900.854222
2020-12-04,Wales,2852.488247
2020-12-03,Wales,2798.821892
2020-12-02,Wales,2741.937449
2020-12-01,Wales,2689.848588
2020-11-30,Wales,2639.084822
2020-11-29,Wales,2591.602244
2020-11-28,Wales,2561.125055
2020-11-27,Wales,2534.496952
2020-11-26,Wales,2501.84282
2020-11-25,Wales,2465.244953
2020-11-24,Wales,2423.094306
2020-11-23,Wales,2388.610281
2020-11-22,Wales,2356.113899
2020-11-21,Wales,2333.492631
2020-11-20,Wales,2312.038709
2020-11-19,Wales,2282.508016
2020-11-18,Wales,2253.482121
2020-11-17,Wales,2222.342384
2020-11-16,Wales,2189.498954
2020-11-15,Wales,2158.169917
2020-11-14,Wales,2138.388139
2020-11-13,Wales,2118.543261
2020-11-12,Wales,2091.44191
2020-11-11,Wales,2067.053848
2020-11-10,Wales,2040.078696
2020-11-09,Wales,2009.664606
2020-11-08,Wales,1977.830772
2020-11-07,Wales,1955.808952
2020-11-06,Wales,1936.721271
2020-11-05,Wales,1909.052021
2020-11-04,Wales,1876.997338
2020-11-03,Wales,1842.450213
2020-11-02,Wales,1803.486105
2020-11-01,Wales,1759.032316
2020-10-31,Wales,1729.154574
2020-10-30,Wales,1701.422225
2020-10-29,Wales,1662.268817
2020-10-28,Wales,1612.325348
2020-10-27,Wales,1569.512154
2020-10-26,Wales,1522.881423
2020-10-25,Wales,1473.758251
2020-10-24,Wales,1444.101359
2020-10-23,Wales,1411.762726
2020-10-22,Wales,1373.997513
2020-10-21,Wales,1340.680834
2020-10-20,Wales,1300.738679
2020-10-19,Wales,1261.743021
2020-10-18,Wales,1226.691098
2020-10-17,Wales,1204.10138
2020-10-16,Wales,1181.764061
2020-10-15,Wales,1151.76012
2020-10-14,Wales,1126.83571
2020-10-13,Wales,1098.251514
2020-10-12,Wales,1068.184473
2020-10-11,Wales,1043.512463
2020-10-10,Wales,1023.762234
2020-10-09,Wales,1004.201305
2020-10-08,Wales,979.5608449
2020-10-07,Wales,953.4690896
2020-10-06,Wales,926.620137
2020-10-05,Wales,902.2951753
2020-10-04,Wales,880.1156058
2020-10-03,Wales,860.7439761
2020-10-02,Wales,844.4011354
2020-10-01,Wales,825.3765545
2020-09-30,Wales,805.5632264
2020-09-29,Wales,786.6017452
2020-09-28,Wales,771.8994985
2020-09-27,Wales,758.4592473
2020-09-26,Wales,748.4579336
2020-09-25,Wales,735.7433298
2020-09-24,Wales,723.5966239
2020-09-23,Wales,713.62686
2020-09-22,Wales,701.7010033
2020-09-21,Wales,689.7120468
2020-09-20,Wales,679.8684826
2020-09-19,Wales,671.9179114
2020-09-18,Wales,663.0839435
2020-09-17,Wales,655.3226716
2020-09-16,Wales,647.0881515
2020-09-15,Wales,640.5573252
2020-09-14,Wales,635.383144
2020-09-13,Wales,629.325566
2020-09-12,Wales,624.1513848
2020-09-11,Wales,619.7344008
2020-09-10,Wales,615.1596674
2020-09-09,Wales,609.2913887
2020-09-08,Wales,604.3065068
2020-09-07,Wales,599.7948732
2020-09-06,Wales,594.7784414
2020-09-05,Wales,590.6454064
2020-09-04,Wales,586.607021
2020-09-03,Wales,581.9060881
2020-09-02,Wales,577.9308025
2020-09-01,Wales,574.9335634
2020-08-31,Wales,573.10367
2020-08-30,Wales,571.7154751
2020-08-29,Wales,570.2641803
2020-08-28,Wales,568.8759854
2020-08-27,Wales,567.2353913
2020-08-26,Wales,565.6578971
2020-08-25,Wales,564.2697021
2020-08-24,Wales,562.6922078
2020-08-23,Wales,561.5564119
2020-08-22,Wales,561.2093632
2020-08-21,Wales,560.6099154
2020-08-20,Wales,559.884268
2020-08-19,Wales,558.9062216
2020-08-18,Wales,557.8019756
2020-08-17,Wales,556.6030799
2020-08-16,Wales,556.0036321
2020-08-15,Wales,555.4357342
2020-08-14,Wales,555.1202353
2020-08-13,Wales,554.5838873
2020-08-12,Wales,554.0475392
2020-08-11,Wales,553.2903419
2020-08-10,Wales,552.438495
2020-08-09,Wales,551.8390472
2020-08-08,Wales,551.5866481
2020-08-07,Wales,551.4288987
2020-08-06,Wales,550.9241005
2020-08-05,Wales,550.2300031
2020-08-04,Wales,549.5359056
2020-08-03,Wales,548.7787083
2020-08-02,Wales,548.0846108
2020-08-01,Wales,547.6429124
2020-07-31,Wales,547.1381143
2020-07-30,Wales,546.6333161
2020-07-29,Wales,545.6868195
2020-07-28,Wales,544.8349726
2020-07-27,Wales,543.9831257
2020-07-26,Wales,543.2574784
2020-07-25,Wales,542.1532324
2020-07-24,Wales,541.3960351
2020-07-23,Wales,540.4495385
2020-07-22,Wales,539.4714921
2020-07-21,Wales,538.682745
2020-07-20,Wales,536.7582019
2020-07-19,Wales,535.4015569
2020-07-18,Wales,535.086058
2020-07-17,Wales,534.7390093
2020-07-16,Wales,534.2026612
2020-07-15,Wales,533.4139141
2020-07-14,Wales,532.8460161
2020-07-13,Wales,532.1203688
2020-07-12,Wales,531.3631715
2020-07-11,Wales,531.0476727
2020-07-10,Wales,530.669074
2020-07-09,Wales,529.7541274
2020-07-08,Wales,529.0600299
2020-07-07,Wales,528.6183315
2020-07-06,Wales,527.7033848
2020-07-05,Wales,526.5991388
2020-07-04,Wales,526.2205402
2020-07-03,Wales,525.9681411
2020-07-02,Wales,525.3686933
2020-07-01,Wales,524.4852965
2020-06-30,Wales,523.6334496
2020-06-29,Wales,522.5292036
2020-06-28,Wales,521.1725585
2020-06-27,Wales,520.2891617
2020-06-26,Wales,515.8721777
2020-06-25,Wales,515.2727299
2020-06-24,Wales,513.3797368
2020-06-23,Wales,512.212391
2020-06-22,Wales,508.079356
2020-06-21,Wales,505.9970636
2020-06-20,Wales,503.5992723
2020-06-19,Wales,502.1164277
2020-06-18,Wales,497.6994437
2020-06-17,Wales,495.7433508
2020-06-16,Wales,493.7241581
2020-06-15,Wales,491.1370675
2020-06-14,Wales,489.0547751
2020-06-13,Wales,487.3510813
2020-06-12,Wales,485.2687888
2020-06-11,Wales,482.9025474
2020-06-10,Wales,480.820255
2020-06-09,Wales,478.7064126
2020-06-08,Wales,476.7503197
2020-06-07,Wales,474.4156282
2020-06-06,Wales,473.3429321
2020-06-05,Wales,471.7338879
2020-06-04,Wales,469.9986442
2020-06-03,Wales,468.137201
2020-06-02,Wales,465.8025095
2020-06-01,Wales,463.5624676
2020-05-31,Wales,461.5432749
2020-05-30,Wales,460.0919802
2020-05-29,Wales,457.8834882
2020-05-28,Wales,454.5392003
2020-05-27,Wales,451.321112
2020-05-26,Wales,447.5982255
2020-05-25,Wales,444.3801372
2020-05-24,Wales,441.0358493
2020-05-23,Wales,438.4172089
2020-05-22,Wales,434.5681228
2020-05-21,Wales,430.2773384
2020-05-20,Wales,426.1127535
2020-05-19,Wales,420.8754725
2020-05-18,Wales,414.1868968
2020-05-17,Wales,408.8549661
2020-05-16,Wales,405.1636295
2020-05-15,Wales,399.9263485
2020-05-14,Wales,394.2473692
2020-05-13,Wales,390.0827843
2020-05-12,Wales,385.2241019
2020-05-11,Wales,380.4916191
2020-05-10,Wales,374.8757395
2020-05-09,Wales,371.4999017
2020-05-08,Wales,367.2091173
2020-05-07,Wales,363.5808805
2020-05-06,Wales,358.0281006
2020-05-05,Wales,352.6330702
2020-05-04,Wales,347.1118402
2020-05-03,Wales,342.6633064
2020-05-02,Wales,339.2559187
2020-05-01,Wales,333.6084892
2020-04-30,Wales,328.0241595
2020-04-29,Wales,321.7141824
2020-04-28,Wales,316.1614026
2020-04-27,Wales,311.36582
2020-04-26,Wales,305.9076898
2020-04-25,Wales,302.0901536
2020-04-24,Wales,297.7678193
2020-04-23,Wales,291.0476937
2020-04-22,Wales,284.7377166
2020-04-21,Wales,276.7555956
2020-04-20,Wales,268.5841752
2020-04-19,Wales,259.7186574
2020-04-18,Wales,254.0081281
2020-04-17,Wales,246.1837565
2020-04-16,Wales,235.9615936
2020-04-15,Wales,224.5089852
2020-04-14,Wales,213.1194765
2020-04-13,Wales,203.0550631
2020-04-12,Wales,194.4419443
2020-04-11,Wales,186.6175727
2020-04-10,Wales,178.824751
2020-04-09,Wales,169.1073863
2020-04-08,Wales,156.771381
2020-04-07,Wales,144.5931252
2020-04-06,Wales,132.4148694
2020-04-05,Wales,120.3312633
2020-04-04,Wales,113.2640889
2020-04-03,Wales,104.3985711
2020-04-02,Wales,93.98710889
2020-04-01,Wales,83.35479748
2020-03-31,Wales,73.03798492
2020-03-30,Wales,64.26711676
2020-03-29,Wales,53.44550603
2020-03-28,Wales,48.42907424
2020-03-27,Wales,43.16024336
2020-03-26,Wales,37.07111546
2020-03-25,Wales,31.48678573
2020-03-24,Wales,25.49230748
2020-03-23,Wales,21.07532351
2020-03-22,Wales,16.84763885
2020-03-21,Wales,14.48139744
2020-03-20,Wales,12.08360614
2020-03-19,Wales,9.780464504
2020-03-18,Wales,7.950571145
2020-03-17,Wales,7.035624466
2020-03-16,Wales,5.237280992
2020-03-15,Wales,4.322334313
2020-03-14,Wales,3.344287863
2020-03-13,Wales,2.776389924
2020-03-12,Wales,1.861443244
2020-03-11,Wales,1.072696107
2020-03-10,Wales,0.63099771
2020-03-09,Wales,0.252399084
2020-03-08,Wales,0.157749427
2020-03-07,Wales,0.126199542
2020-03-06,Wales,0.063099771
2020-03-05,Wales,0.063099771
2020-03-04,Wales,0.063099771
2020-03-03,Wales,0.031549885
2020-03-02,Wales,0.031549885
2020-03-01,Wales,0.031549885
2020-02-29,Wales,0.031549885
2020-02-28,Wales,0.031549885
2020-02-27,Wales,0.031549885
2020-02-26,Wales,null
2020-02-25,Wales,null
2020-02-24,Wales,null
2020-02-23,Wales,null
2020-02-22,Wales,null
2020-02-21,Wales,null
2020-02-20,Wales,null
2020-02-19,Wales,null
2020-02-18,Wales,null
2020-02-17,Wales,null
2020-02-16,Wales,null
2020-02-15,Wales,null
2020-02-14,Wales,null
2020-02-13,Wales,null
2020-02-12,Wales,null
2020-02-11,Wales,null
2020-02-10,Wales,null
2020-02-09,Wales,null
2020-02-08,Wales,null
2020-02-07,Wales,null
2020-02-06,Wales,null
2020-02-05,Wales,null
2020-02-04,Wales,null
2020-02-03,Wales,null
2020-02-02,Wales,null
2020-02-01,Wales,null
2020-01-31,Wales,null
2020-01-30,Wales,null
