date,areaType,areaCode,areaName,newCasesByPublishDate,newCasesBySpecimenDate,date2
08/08/2020,region,E12000005,West Midlands,66,74,2020-08-08
07/08/2020,region,E12000005,West Midlands,62,106,2020-08-07
06/08/2020,region,E12000005,West Midlands,87,113,2020-08-06
05/08/2020,region,E12000005,West Midlands,89,94,2020-08-05
04/08/2020,region,E12000005,West Midlands,50,98,2020-08-04
03/08/2020,region,E12000005,West Midlands,125,88,2020-08-03
02/08/2020,region,E12000005,West Midlands,54,42,2020-08-02
01/08/2020,region,E12000005,West Midlands,64,54,2020-08-01
31/07/2020,region,E12000005,West Midlands,60,81,2020-07-31
30/07/2020,region,E12000005,West Midlands,88,80,2020-07-30
29/07/2020,region,E12000005,West Midlands,65,90,2020-07-29
28/07/2020,region,E12000005,West Midlands,67,89,2020-07-28
27/07/2020,region,E12000005,West Midlands,69,77,2020-07-27
26/07/2020,region,E12000005,West Midlands,83,66,2020-07-26
25/07/2020,region,E12000005,West Midlands,102,67,2020-07-25
24/07/2020,region,E12000005,West Midlands,55,79,2020-07-24
23/07/2020,region,E12000005,West Midlands,89,89,2020-07-23
22/07/2020,region,E12000005,West Midlands,49,78,2020-07-22
21/07/2020,region,E12000005,West Midlands,59,80,2020-07-21
20/07/2020,region,E12000005,West Midlands,55,83,2020-07-20
19/07/2020,region,E12000005,West Midlands,82,40,2020-07-19
18/07/2020,region,E12000005,West Midlands,77,51,2020-07-18
17/07/2020,region,E12000005,West Midlands,87,68,2020-07-17
16/07/2020,region,E12000005,West Midlands,64,65,2020-07-16
15/07/2020,region,E12000005,West Midlands,65,108,2020-07-15
14/07/2020,region,E12000005,West Midlands,31,71,2020-07-14
13/07/2020,region,E12000005,West Midlands,54,78,2020-07-13
12/07/2020,region,E12000005,West Midlands,60,38,2020-07-12
11/07/2020,region,E12000005,West Midlands,124,40,2020-07-11
10/07/2020,region,E12000005,West Midlands,56,43,2020-07-10
09/07/2020,region,E12000005,West Midlands,61,123,2020-07-09
08/07/2020,region,E12000005,West Midlands,39,65,2020-07-08
07/07/2020,region,E12000005,West Midlands,37,59,2020-07-07
06/07/2020,region,E12000005,West Midlands,1,53,2020-07-06
05/07/2020,region,E12000005,West Midlands,66,36,2020-07-05
04/07/2020,region,E12000005,West Midlands,63,23,2020-07-04
03/07/2020,region,E12000005,West Midlands,29,40,2020-07-03
02/07/2020,region,E12000005,West Midlands,55,54,2020-07-02
01/07/2020,region,E12000005,West Midlands,8099,50,2020-07-01
30/06/2020,region,E12000005,West Midlands,9,51,2020-06-30
29/06/2020,region,E12000005,West Midlands,13,56,2020-06-29
28/06/2020,region,E12000005,West Midlands,24,26,2020-06-28
27/06/2020,region,E12000005,West Midlands,19,44,2020-06-27
26/06/2020,region,E12000005,West Midlands,22,69,2020-06-26
25/06/2020,region,E12000005,West Midlands,28,56,2020-06-25
24/06/2020,region,E12000005,West Midlands,11,53,2020-06-24
23/06/2020,region,E12000005,West Midlands,28,52,2020-06-23
22/06/2020,region,E12000005,West Midlands,9,67,2020-06-22
21/06/2020,region,E12000005,West Midlands,16,37,2020-06-21
20/06/2020,region,E12000005,West Midlands,12,48,2020-06-20
19/06/2020,region,E12000005,West Midlands,58,52,2020-06-19
18/06/2020,region,E12000005,West Midlands,21,83,2020-06-18
17/06/2020,region,E12000005,West Midlands,33,80,2020-06-17
16/06/2020,region,E12000005,West Midlands,32,105,2020-06-16
15/06/2020,region,E12000005,West Midlands,21,102,2020-06-15
14/06/2020,region,E12000005,West Midlands,42,75,2020-06-14
13/06/2020,region,E12000005,West Midlands,40,86,2020-06-13
12/06/2020,region,E12000005,West Midlands,33,76,2020-06-12
11/06/2020,region,E12000005,West Midlands,49,92,2020-06-11
10/06/2020,region,E12000005,West Midlands,26,92,2020-06-10
09/06/2020,region,E12000005,West Midlands,63,101,2020-06-09
08/06/2020,region,E12000005,West Midlands,4,119,2020-06-08
07/06/2020,region,E12000005,West Midlands,36,64,2020-06-07
06/06/2020,region,E12000005,West Midlands,40,78,2020-06-06
05/06/2020,region,E12000005,West Midlands,39,103,2020-06-05
04/06/2020,region,E12000005,West Midlands,53,137,2020-06-04
03/06/2020,region,E12000005,West Midlands,38,124,2020-06-03
02/06/2020,region,E12000005,West Midlands,65,125,2020-06-02
01/06/2020,region,E12000005,West Midlands,29,126,2020-06-01
31/05/2020,region,E12000005,West Midlands,0,78,2020-05-31
30/05/2020,region,E12000005,West Midlands,0,115,2020-05-30
29/05/2020,region,E12000005,West Midlands,94,155,2020-05-29
28/05/2020,region,E12000005,West Midlands,77,155,2020-05-28
27/05/2020,region,E12000005,West Midlands,58,193,2020-05-27
26/05/2020,region,E12000005,West Midlands,54,152,2020-05-26
25/05/2020,region,E12000005,West Midlands,56,138,2020-05-25
24/05/2020,region,E12000005,West Midlands,84,135,2020-05-24
23/05/2020,region,E12000005,West Midlands,94,148,2020-05-23
22/05/2020,region,E12000005,West Midlands,143,196,2020-05-22
21/05/2020,region,E12000005,West Midlands,113,224,2020-05-21
20/05/2020,region,E12000005,West Midlands,110,253,2020-05-20
19/05/2020,region,E12000005,West Midlands,116,278,2020-05-19
18/05/2020,region,E12000005,West Midlands,143,208,2020-05-18
17/05/2020,region,E12000005,West Midlands,89,172,2020-05-17
16/05/2020,region,E12000005,West Midlands,114,175,2020-05-16
15/05/2020,region,E12000005,West Midlands,100,265,2020-05-15
14/05/2020,region,E12000005,West Midlands,145,257,2020-05-14
13/05/2020,region,E12000005,West Midlands,124,244,2020-05-13
12/05/2020,region,E12000005,West Midlands,149,309,2020-05-12
11/05/2020,region,E12000005,West Midlands,121,250,2020-05-11
10/05/2020,region,E12000005,West Midlands,160,218,2020-05-10
09/05/2020,region,E12000005,West Midlands,147,163,2020-05-09
08/05/2020,region,E12000005,West Midlands,222,341,2020-05-08
07/05/2020,region,E12000005,West Midlands,199,369,2020-05-07
06/05/2020,region,E12000005,West Midlands,135,314,2020-05-06
05/05/2020,region,E12000005,West Midlands,228,318,2020-05-05
04/05/2020,region,E12000005,West Midlands,211,236,2020-05-04
03/05/2020,region,E12000005,West Midlands,175,298,2020-05-03
02/05/2020,region,E12000005,West Midlands,239,319,2020-05-02
01/05/2020,region,E12000005,West Midlands,295,471,2020-05-01
30/04/2020,region,E12000005,West Midlands,275,451,2020-04-30
29/04/2020,region,E12000005,West Midlands,200,441,2020-04-29
28/04/2020,region,E12000005,West Midlands,341,375,2020-04-28
27/04/2020,region,E12000005,West Midlands,264,418,2020-04-27
26/04/2020,region,E12000005,West Midlands,296,315,2020-04-26
25/04/2020,region,E12000005,West Midlands,320,386,2020-04-25
24/04/2020,region,E12000005,West Midlands,311,482,2020-04-24
23/04/2020,region,E12000005,West Midlands,398,551,2020-04-23
22/04/2020,region,E12000005,West Midlands,346,579,2020-04-22
21/04/2020,region,E12000005,West Midlands,330,492,2020-04-21
20/04/2020,region,E12000005,West Midlands,360,401,2020-04-20
19/04/2020,region,E12000005,West Midlands,382,340,2020-04-19
18/04/2020,region,E12000005,West Midlands,327,548,2020-04-18
17/04/2020,region,E12000005,West Midlands,373,446,2020-04-17
16/04/2020,region,E12000005,West Midlands,0,511,2020-04-16
15/04/2020,region,E12000005,West Midlands,0,387,2020-04-15
14/04/2020,region,E12000005,West Midlands,0,322,2020-04-14
13/04/2020,region,E12000005,West Midlands,0,279,2020-04-13
12/04/2020,region,E12000005,West Midlands,0,239,2020-04-12
11/04/2020,region,E12000005,West Midlands,0,253,2020-04-11
10/04/2020,region,E12000005,West Midlands,0,362,2020-04-10
09/04/2020,region,E12000005,West Midlands,0,345,2020-04-09
08/04/2020,region,E12000005,West Midlands,0,361,2020-04-08
07/04/2020,region,E12000005,West Midlands,0,386,2020-04-07
06/04/2020,region,E12000005,West Midlands,0,360,2020-04-06
05/04/2020,region,E12000005,West Midlands,0,290,2020-04-05
04/04/2020,region,E12000005,West Midlands,0,346,2020-04-04
03/04/2020,region,E12000005,West Midlands,0,372,2020-04-03
02/04/2020,region,E12000005,West Midlands,0,448,2020-04-02
01/04/2020,region,E12000005,West Midlands,0,409,2020-04-01
31/03/2020,region,E12000005,West Midlands,0,413,2020-03-31
30/03/2020,region,E12000005,West Midlands,0,431,2020-03-30
29/03/2020,region,E12000005,West Midlands,0,366,2020-03-29
28/03/2020,region,E12000005,West Midlands,0,323,2020-03-28
27/03/2020,region,E12000005,West Midlands,0,279,2020-03-27
26/03/2020,region,E12000005,West Midlands,0,314,2020-03-26
25/03/2020,region,E12000005,West Midlands,0,240,2020-03-25
24/03/2020,region,E12000005,West Midlands,0,250,2020-03-24
23/03/2020,region,E12000005,West Midlands,0,239,2020-03-23
22/03/2020,region,E12000005,West Midlands,0,112,2020-03-22
21/03/2020,region,E12000005,West Midlands,0,125,2020-03-21
20/03/2020,region,E12000005,West Midlands,0,151,2020-03-20
19/03/2020,region,E12000005,West Midlands,0,123,2020-03-19
18/03/2020,region,E12000005,West Midlands,0,99,2020-03-18
17/03/2020,region,E12000005,West Midlands,0,69,2020-03-17
16/03/2020,region,E12000005,West Midlands,0,56,2020-03-16
15/03/2020,region,E12000005,West Midlands,0,44,2020-03-15
14/03/2020,region,E12000005,West Midlands,0,31,2020-03-14
13/03/2020,region,E12000005,West Midlands,0,40,2020-03-13
12/03/2020,region,E12000005,West Midlands,0,47,2020-03-12
11/03/2020,region,E12000005,West Midlands,0,29,2020-03-11
10/03/2020,region,E12000005,West Midlands,0,17,2020-03-10
09/03/2020,region,E12000005,West Midlands,0,8,2020-03-09
08/03/2020,region,E12000005,West Midlands,0,4,2020-03-08
07/03/2020,region,E12000005,West Midlands,0,6,2020-03-07
06/03/2020,region,E12000005,West Midlands,0,2,2020-03-06
05/03/2020,region,E12000005,West Midlands,0,6,2020-03-05
04/03/2020,region,E12000005,West Midlands,0,3,2020-03-04
03/03/2020,region,E12000005,West Midlands,0,1,2020-03-03
02/03/2020,region,E12000005,West Midlands,0,4,2020-03-02
01/03/2020,region,E12000005,West Midlands,0,2,2020-03-01
29/02/2020,region,E12000005,West Midlands,0,0,2020-02-29
28/02/2020,region,E12000005,West Midlands,0,0,2020-02-28
27/02/2020,region,E12000005,West Midlands,0,0,2020-02-27
26/02/2020,region,E12000005,West Midlands,0,0,2020-02-26
25/02/2020,region,E12000005,West Midlands,0,0,2020-02-25
24/02/2020,region,E12000005,West Midlands,0,0,2020-02-24
23/02/2020,region,E12000005,West Midlands,0,0,2020-02-23
22/02/2020,region,E12000005,West Midlands,0,1,2020-02-22
21/02/2020,region,E12000005,West Midlands,0,,2020-02-21
20/02/2020,region,E12000005,West Midlands,0,,2020-02-20
19/02/2020,region,E12000005,West Midlands,0,,2020-02-19
18/02/2020,region,E12000005,West Midlands,0,,2020-02-18
17/02/2020,region,E12000005,West Midlands,0,,2020-02-17
16/02/2020,region,E12000005,West Midlands,0,,2020-02-16
15/02/2020,region,E12000005,West Midlands,0,,2020-02-15
14/02/2020,region,E12000005,West Midlands,0,,2020-02-14
13/02/2020,region,E12000005,West Midlands,0,,2020-02-13
12/02/2020,region,E12000005,West Midlands,0,,2020-02-12
11/02/2020,region,E12000005,West Midlands,0,,2020-02-11
10/02/2020,region,E12000005,West Midlands,0,,2020-02-10
09/02/2020,region,E12000005,West Midlands,0,,2020-02-09
08/02/2020,region,E12000005,West Midlands,0,,2020-02-08
07/02/2020,region,E12000005,West Midlands,0,,2020-02-07
06/02/2020,region,E12000005,West Midlands,0,,2020-02-06
05/02/2020,region,E12000005,West Midlands,0,,2020-02-05
04/02/2020,region,E12000005,West Midlands,0,,2020-02-04
03/02/2020,region,E12000005,West Midlands,0,,2020-02-03
02/02/2020,region,E12000005,West Midlands,0,,2020-02-02
01/02/2020,region,E12000005,West Midlands,0,,2020-02-01
31/01/2020,region,E12000005,West Midlands,0,,2020-01-31
30/01/2020,region,E12000005,West Midlands,0,,2020-01-30
29/01/2020,region,E12000005,West Midlands,0,,2020-01-29
28/01/2020,region,E12000005,West Midlands,0,,2020-01-28
27/01/2020,region,E12000005,West Midlands,0,,2020-01-27
26/01/2020,region,E12000005,West Midlands,0,,2020-01-26
25/01/2020,region,E12000005,West Midlands,0,,2020-01-25
24/01/2020,region,E12000005,West Midlands,0,,2020-01-24
23/01/2020,region,E12000005,West Midlands,0,,2020-01-23
22/01/2020,region,E12000005,West Midlands,0,,2020-01-22
21/01/2020,region,E12000005,West Midlands,0,,2020-01-21
20/01/2020,region,E12000005,West Midlands,0,,2020-01-20
19/01/2020,region,E12000005,West Midlands,0,,2020-01-19
18/01/2020,region,E12000005,West Midlands,0,,2020-01-18
17/01/2020,region,E12000005,West Midlands,0,,2020-01-17
16/01/2020,region,E12000005,West Midlands,0,,2020-01-16
15/01/2020,region,E12000005,West Midlands,0,,2020-01-15
14/01/2020,region,E12000005,West Midlands,0,,2020-01-14
13/01/2020,region,E12000005,West Midlands,0,,2020-01-13
12/01/2020,region,E12000005,West Midlands,0,,2020-01-12
11/01/2020,region,E12000005,West Midlands,0,,2020-01-11
10/01/2020,region,E12000005,West Midlands,0,,2020-01-10
09/01/2020,region,E12000005,West Midlands,0,,2020-01-09
08/01/2020,region,E12000005,West Midlands,0,,2020-01-08
07/01/2020,region,E12000005,West Midlands,0,,2020-01-07
06/01/2020,region,E12000005,West Midlands,0,,2020-01-06
05/01/2020,region,E12000005,West Midlands,0,,2020-01-05
04/01/2020,region,E12000005,West Midlands,0,,2020-01-04
03/01/2020,region,E12000005,West Midlands,0,,2020-01-03
02/12/2020,region,E12000006,East of England,1321,,2020-12-02
01/12/2020,region,E12000006,East of England,930,140,2020-12-01
30/11/2020,region,E12000006,East of England,1091,1213,2020-11-30
29/11/2020,region,E12000006,East of England,974,749,2020-11-29
28/11/2020,region,E12000006,East of England,1074,795,2020-11-28
27/11/2020,region,E12000006,East of England,949,1103,2020-11-27
26/11/2020,region,E12000006,East of England,1108,1010,2020-11-26
25/11/2020,region,E12000006,East of England,1187,1192,2020-11-25
24/11/2020,region,E12000006,East of England,914,1029,2020-11-24
23/11/2020,region,E12000006,East of England,984,1233,2020-11-23
22/11/2020,region,E12000006,East of England,1455,804,2020-11-22
21/11/2020,region,E12000006,East of England,1195,799,2020-11-21
20/11/2020,region,E12000006,East of England,1150,1054,2020-11-20
19/11/2020,region,E12000006,East of England,1504,1181,2020-11-19
18/11/2020,region,E12000006,East of England,890,1247,2020-11-18
17/11/2020,region,E12000006,East of England,1133,1318,2020-11-17
16/11/2020,region,E12000006,East of England,0,1589,2020-11-16
15/11/2020,region,E12000006,East of England,1412,915,2020-11-15
14/11/2020,region,E12000006,East of England,1217,984,2020-11-14
13/11/2020,region,E12000006,East of England,1650,1363,2020-11-13
12/11/2020,region,E12000006,East of England,1988,1374,2020-11-12
11/11/2020,region,E12000006,East of England,1313,1606,2020-11-11
10/11/2020,region,E12000006,East of England,1002,1458,2020-11-10
09/11/2020,region,E12000006,East of England,1197,1796,2020-11-09
08/11/2020,region,E12000006,East of England,987,1077,2020-11-08
07/11/2020,region,E12000006,East of England,1224,1010,2020-11-07
06/11/2020,region,E12000006,East of England,1007,1105,2020-11-06
05/11/2020,region,E12000006,East of England,1056,1115,2020-11-05
04/11/2020,region,E12000006,East of England,1131,1044,2020-11-04
03/11/2020,region,E12000006,East of England,781,1147,2020-11-03
02/11/2020,region,E12000006,East of England,867,1376,2020-11-02
01/11/2020,region,E12000006,East of England,936,631,2020-11-01
31/10/2020,region,E12000006,East of England,864,724,2020-10-31
30/10/2020,region,E12000006,East of England,1165,995,2020-10-30
29/10/2020,region,E12000006,East of England,1044,969,2020-10-29
28/10/2020,region,E12000006,East of England,1099,1018,2020-10-28
27/10/2020,region,E12000006,East of England,797,936,2020-10-27
26/10/2020,region,E12000006,East of England,796,1144,2020-10-26
25/10/2020,region,E12000006,East of England,948,569,2020-10-25
24/10/2020,region,E12000006,East of England,960,599,2020-10-24
23/10/2020,region,E12000006,East of England,846,988,2020-10-23
22/10/2020,region,E12000006,East of England,974,996,2020-10-22
21/10/2020,region,E12000006,East of England,1349,1045,2020-10-21
20/10/2020,region,E12000006,East of England,747,1095,2020-10-20
19/10/2020,region,E12000006,East of England,719,1036,2020-10-19
18/10/2020,region,E12000006,East of England,821,583,2020-10-18
17/10/2020,region,E12000006,East of England,628,509,2020-10-17
16/10/2020,region,E12000006,East of England,577,657,2020-10-16
15/10/2020,region,E12000006,East of England,921,844,2020-10-15
14/10/2020,region,E12000006,East of England,844,679,2020-10-14
13/10/2020,region,E12000006,East of England,657,729,2020-10-13
12/10/2020,region,E12000006,East of England,381,700,2020-10-12
11/10/2020,region,E12000006,East of England,318,377,2020-10-11
10/10/2020,region,E12000006,East of England,547,329,2020-10-10
09/10/2020,region,E12000006,East of England,667,562,2020-10-09
08/10/2020,region,E12000006,East of England,807,577,2020-10-08
07/10/2020,region,E12000006,East of England,618,539,2020-10-07
06/10/2020,region,E12000006,East of England,492,564,2020-10-06
05/10/2020,region,E12000006,East of England,369,529,2020-10-05
04/10/2020,region,E12000006,East of England,827,359,2020-10-04
03/10/2020,region,E12000006,East of England,382,358,2020-10-03
02/10/2020,region,E12000006,East of England,225,412,2020-10-02
01/10/2020,region,E12000006,East of England,275,358,2020-10-01
30/09/2020,region,E12000006,East of England,176,358,2020-09-30
29/09/2020,region,E12000006,East of England,223,332,2020-09-29
28/09/2020,region,E12000006,East of England,150,311,2020-09-28
27/09/2020,region,E12000006,East of England,194,208,2020-09-27
26/09/2020,region,E12000006,East of England,176,165,2020-09-26
25/09/2020,region,E12000006,East of England,209,216,2020-09-25
24/09/2020,region,E12000006,East of England,263,227,2020-09-24
23/09/2020,region,E12000006,East of England,238,193,2020-09-23
22/09/2020,region,E12000006,East of England,189,214,2020-09-22
21/09/2020,region,E12000006,East of England,173,167,2020-09-21
20/09/2020,region,E12000006,East of England,135,163,2020-09-20
19/09/2020,region,E12000006,East of England,139,146,2020-09-19
18/09/2020,region,E12000006,East of England,107,208,2020-09-18
17/09/2020,region,E12000006,East of England,126,145,2020-09-17
16/09/2020,region,E12000006,East of England,104,142,2020-09-16
15/09/2020,region,E12000006,East of England,131,150,2020-09-15
14/09/2020,region,E12000006,East of England,75,142,2020-09-14
13/09/2020,region,E12000006,East of England,135,57,2020-09-13
12/09/2020,region,E12000006,East of England,180,83,2020-09-12
11/09/2020,region,E12000006,East of England,135,129,2020-09-11
10/09/2020,region,E12000006,East of England,164,164,2020-09-10
09/09/2020,region,E12000006,East of England,113,127,2020-09-09
08/09/2020,region,E12000006,East of England,116,167,2020-09-08
07/09/2020,region,E12000006,East of England,108,154,2020-09-07
06/09/2020,region,E12000006,East of England,108,79,2020-09-06
05/09/2020,region,E12000006,East of England,118,97,2020-09-05
04/09/2020,region,E12000006,East of England,95,119,2020-09-04
03/09/2020,region,E12000006,East of England,101,152,2020-09-03
02/09/2020,region,E12000006,East of England,81,171,2020-09-02
01/09/2020,region,E12000006,East of England,108,124,2020-09-01
31/08/2020,region,E12000006,East of England,91,101,2020-08-31
30/08/2020,region,E12000006,East of England,115,88,2020-08-30
29/08/2020,region,E12000006,East of England,62,80,2020-08-29
28/08/2020,region,E12000006,East of England,118,102,2020-08-28
27/08/2020,region,E12000006,East of England,97,122,2020-08-27
26/08/2020,region,E12000006,East of England,69,93,2020-08-26
25/08/2020,region,E12000006,East of England,80,100,2020-08-25
24/08/2020,region,E12000006,East of England,59,102,2020-08-24
23/08/2020,region,E12000006,East of England,59,52,2020-08-23
22/08/2020,region,E12000006,East of England,74,50,2020-08-22
21/08/2020,region,E12000006,East of England,63,63,2020-08-21
20/08/2020,region,E12000006,East of England,44,82,2020-08-20
19/08/2020,region,E12000006,East of England,39,63,2020-08-19
18/08/2020,region,E12000006,East of England,68,59,2020-08-18
17/08/2020,region,E12000006,East of England,34,63,2020-08-17
16/08/2020,region,E12000006,East of England,65,27,2020-08-16
15/08/2020,region,E12000006,East of England,51,31,2020-08-15
14/08/2020,region,E12000006,East of England,90,67,2020-08-14
13/08/2020,region,E12000006,East of England,0,61,2020-08-13
12/08/2020,region,E12000006,East of England,52,66,2020-08-12
11/08/2020,region,E12000006,East of England,64,47,2020-08-11
10/08/2020,region,E12000006,East of England,57,67,2020-08-10
09/08/2020,region,E12000006,East of England,68,23,2020-08-09
08/08/2020,region,E12000006,East of England,48,44,2020-08-08
07/08/2020,region,E12000006,East of England,55,70,2020-08-07
06/08/2020,region,E12000006,East of England,28,44,2020-08-06
05/08/2020,region,E12000006,East of England,50,53,2020-08-05
04/08/2020,region,E12000006,East of England,57,56,2020-08-04
03/08/2020,region,E12000006,East of England,51,68,2020-08-03
02/08/2020,region,E12000006,East of England,34,36,2020-08-02
01/08/2020,region,E12000006,East of England,61,22,2020-08-01
31/07/2020,region,E12000006,East of England,68,31,2020-07-31
30/07/2020,region,E12000006,East of England,69,52,2020-07-30
29/07/2020,region,E12000006,East of England,41,66,2020-07-29
28/07/2020,region,E12000006,East of England,37,56,2020-07-28
27/07/2020,region,E12000006,East of England,42,65,2020-07-27
26/07/2020,region,E12000006,East of England,61,26,2020-07-26
25/07/2020,region,E12000006,East of England,50,28,2020-07-25
24/07/2020,region,E12000006,East of England,73,79,2020-07-24
23/07/2020,region,E12000006,East of England,66,50,2020-07-23
22/07/2020,region,E12000006,East of England,44,54,2020-07-22
21/07/2020,region,E12000006,East of England,27,66,2020-07-21
20/07/2020,region,E12000006,East of England,30,81,2020-07-20
19/07/2020,region,E12000006,East of England,80,21,2020-07-19
18/07/2020,region,E12000006,East of England,107,28,2020-07-18
17/07/2020,region,E12000006,East of England,59,51,2020-07-17
16/07/2020,region,E12000006,East of England,48,61,2020-07-16
15/07/2020,region,E12000006,East of England,34,55,2020-07-15
14/07/2020,region,E12000006,East of England,40,81,2020-07-14
13/07/2020,region,E12000006,East of England,52,64,2020-07-13
12/07/2020,region,E12000006,East of England,75,34,2020-07-12
11/07/2020,region,E12000006,East of England,72,42,2020-07-11
10/07/2020,region,E12000006,East of England,40,49,2020-07-10
09/07/2020,region,E12000006,East of England,45,54,2020-07-09
08/07/2020,region,E12000006,East of England,57,76,2020-07-08
07/07/2020,region,E12000006,East of England,90,39,2020-07-07
06/07/2020,region,E12000006,East of England,31,56,2020-07-06
05/07/2020,region,E12000006,East of England,42,36,2020-07-05
04/07/2020,region,E12000006,East of England,41,42,2020-07-04
03/07/2020,region,E12000006,East of England,47,60,2020-07-03
02/07/2020,region,E12000006,East of England,24,63,2020-07-02
01/07/2020,region,E12000006,East of England,7898,39,2020-07-01
30/06/2020,region,E12000006,East of England,82,34,2020-06-30
29/06/2020,region,E12000006,East of England,10,49,2020-06-29
28/06/2020,region,E12000006,East of England,9,25,2020-06-28
27/06/2020,region,E12000006,East of England,15,20,2020-06-27
26/06/2020,region,E12000006,East of England,18,59,2020-06-26
25/06/2020,region,E12000006,East of England,28,39,2020-06-25
24/06/2020,region,E12000006,East of England,6,59,2020-06-24
23/06/2020,region,E12000006,East of England,34,44,2020-06-23
22/06/2020,region,E12000006,East of England,20,74,2020-06-22
21/06/2020,region,E12000006,East of England,42,57,2020-06-21
20/06/2020,region,E12000006,East of England,61,31,2020-06-20
19/06/2020,region,E12000006,East of England,82,74,2020-06-19
18/06/2020,region,E12000006,East of England,44,83,2020-06-18
17/06/2020,region,E12000006,East of England,32,77,2020-06-17
16/06/2020,region,E12000006,East of England,54,107,2020-06-16
15/06/2020,region,E12000006,East of England,4,113,2020-06-15
14/06/2020,region,E12000006,East of England,32,73,2020-06-14
13/06/2020,region,E12000006,East of England,40,89,2020-06-13
12/06/2020,region,E12000006,East of England,41,65,2020-06-12
11/06/2020,region,E12000006,East of England,33,71,2020-06-11
10/06/2020,region,E12000006,East of England,0,118,2020-06-10
09/06/2020,region,E12000006,East of England,183,130,2020-06-09
08/06/2020,region,E12000006,East of England,5,94,2020-06-08
07/06/2020,region,E12000006,East of England,17,46,2020-06-07
06/06/2020,region,E12000006,East of England,34,93,2020-06-06
05/06/2020,region,E12000006,East of England,122,110,2020-06-05
04/06/2020,region,E12000006,East of England,42,93,2020-06-04
03/06/2020,region,E12000006,East of England,30,123,2020-06-03
02/06/2020,region,E12000006,East of England,61,131,2020-06-02
01/06/2020,region,E12000006,East of England,16,139,2020-06-01
31/05/2020,region,E12000006,East of England,32,61,2020-05-31
30/05/2020,region,E12000006,East of England,56,83,2020-05-30
29/05/2020,region,E12000006,East of England,85,160,2020-05-29
28/05/2020,region,E12000006,East of England,85,163,2020-05-28
27/05/2020,region,E12000006,East of England,125,150,2020-05-27
26/05/2020,region,E12000006,East of England,65,150,2020-05-26
25/05/2020,region,E12000006,East of England,35,147,2020-05-25
24/05/2020,region,E12000006,East of England,42,103,2020-05-24
23/05/2020,region,E12000006,East of England,119,150,2020-05-23
22/05/2020,region,E12000006,East of England,164,190,2020-05-22
21/05/2020,region,E12000006,East of England,83,246,2020-05-21
20/05/2020,region,E12000006,East of England,138,243,2020-05-20
19/05/2020,region,E12000006,East of England,44,255,2020-05-19
18/05/2020,region,E12000006,East of England,97,283,2020-05-18
17/05/2020,region,E12000006,East of England,60,153,2020-05-17
16/05/2020,region,E12000006,East of England,101,175,2020-05-16
15/05/2020,region,E12000006,East of England,155,210,2020-05-15
14/05/2020,region,E12000006,East of England,152,217,2020-05-14
13/05/2020,region,E12000006,East of England,188,330,2020-05-13
12/05/2020,region,E12000006,East of England,81,315,2020-05-12
11/05/2020,region,E12000006,East of England,94,391,2020-05-11
10/05/2020,region,E12000006,East of England,125,209,2020-05-10
09/05/2020,region,E12000006,East of England,220,203,2020-05-09
08/05/2020,region,E12000006,East of England,224,229,2020-05-08
07/05/2020,region,E12000006,East of England,242,396,2020-05-07
06/05/2020,region,E12000006,East of England,151,388,2020-05-06
05/05/2020,region,E12000006,East of England,162,330,2020-05-05
04/05/2020,region,E12000006,East of England,134,391,2020-05-04
03/05/2020,region,E12000006,East of England,158,317,2020-05-03
02/05/2020,region,E12000006,East of England,273,301,2020-05-02
01/05/2020,region,E12000006,East of England,238,493,2020-05-01
30/04/2020,region,E12000006,East of England,239,425,2020-04-30
29/04/2020,region,E12000006,East of England,128,474,2020-04-29
28/04/2020,region,E12000006,East of England,338,463,2020-04-28
27/04/2020,region,E12000006,East of England,244,511,2020-04-27
26/04/2020,region,E12000006,East of England,150,358,2020-04-26
25/04/2020,region,E12000006,East of England,297,377,2020-04-25
24/04/2020,region,E12000006,East of England,224,423,2020-04-24
23/04/2020,region,E12000006,East of England,436,476,2020-04-23
22/04/2020,region,E12000006,East of England,251,521,2020-04-22
21/04/2020,region,E12000006,East of England,235,406,2020-04-21
20/04/2020,region,E12000006,East of England,256,362,2020-04-20
19/04/2020,region,E12000006,East of England,273,317,2020-04-19
18/04/2020,region,E12000006,East of England,344,329,2020-04-18
17/04/2020,region,E12000006,East of England,360,365,2020-04-17
16/04/2020,region,E12000006,East of England,0,336,2020-04-16
15/04/2020,region,E12000006,East of England,0,295,2020-04-15
14/04/2020,region,E12000006,East of England,0,289,2020-04-14
13/04/2020,region,E12000006,East of England,0,292,2020-04-13
12/04/2020,region,E12000006,East of England,0,260,2020-04-12
11/04/2020,region,E12000006,East of England,0,271,2020-04-11
10/04/2020,region,E12000006,East of England,0,320,2020-04-10
09/04/2020,region,E12000006,East of England,0,327,2020-04-09
08/04/2020,region,E12000006,East of England,0,409,2020-04-08
07/04/2020,region,E12000006,East of England,0,389,2020-04-07
06/04/2020,region,E12000006,East of England,0,385,2020-04-06
05/04/2020,region,E12000006,East of England,0,282,2020-04-05
04/04/2020,region,E12000006,East of England,0,269,2020-04-04
03/04/2020,region,E12000006,East of England,0,352,2020-04-03
02/04/2020,region,E12000006,East of England,0,372,2020-04-02
01/04/2020,region,E12000006,East of England,0,333,2020-04-01
31/03/2020,region,E12000006,East of England,0,322,2020-03-31
