date,areaType,areaCode,areaName,newCasesByPublishDate,newCasesBySpecimenDate,date2
28/10/2020,region,E12000009,South West,1328,1372,2020-10-28
27/10/2020,region,E12000009,South West,1112,1421,2020-10-27
26/10/2020,region,E12000009,South West,992,1335,2020-10-26
25/10/2020,region,E12000009,South West,1339,904,2020-10-25
24/10/2020,region,E12000009,South West,1167,788,2020-10-24
23/10/2020,region,E12000009,South West,1121,1137,2020-10-23
22/10/2020,region,E12000009,South West,989,1278,2020-10-22
21/10/2020,region,E12000009,South West,980,1357,2020-10-21
20/10/2020,region,E12000009,South West,1005,1136,2020-10-20
19/10/2020,region,E12000009,South West,523,1124,2020-10-19
18/10/2020,region,E12000009,South West,549,587,2020-10-18
17/10/2020,region,E12000009,South West,800,643,2020-10-17
16/10/2020,region,E12000009,South West,577,782,2020-10-16
15/10/2020,region,E12000009,South West,742,672,2020-10-15
14/10/2020,region,E12000009,South West,897,851,2020-10-14
13/10/2020,region,E12000009,South West,764,945,2020-10-13
12/10/2020,region,E12000009,South West,386,737,2020-10-12
11/10/2020,region,E12000009,South West,341,471,2020-10-11
10/10/2020,region,E12000009,South West,548,559,2020-10-10
09/10/2020,region,E12000009,South West,644,756,2020-10-09
08/10/2020,region,E12000009,South West,768,836,2020-10-08
07/10/2020,region,E12000009,South West,520,789,2020-10-07
06/10/2020,region,E12000009,South West,401,644,2020-10-06
05/10/2020,region,E12000009,South West,484,638,2020-10-05
04/10/2020,region,E12000009,South West,671,426,2020-10-04
03/10/2020,region,E12000009,South West,389,391,2020-10-03
02/10/2020,region,E12000009,South West,193,415,2020-10-02
01/10/2020,region,E12000009,South West,169,387,2020-10-01
30/09/2020,region,E12000009,South West,136,394,2020-09-30
29/09/2020,region,E12000009,South West,182,266,2020-09-29
28/09/2020,region,E12000009,South West,87,318,2020-09-28
27/09/2020,region,E12000009,South West,165,118,2020-09-27
26/09/2020,region,E12000009,South West,141,129,2020-09-26
25/09/2020,region,E12000009,South West,181,216,2020-09-25
24/09/2020,region,E12000009,South West,175,206,2020-09-24
23/09/2020,region,E12000009,South West,169,171,2020-09-23
22/09/2020,region,E12000009,South West,132,152,2020-09-22
21/09/2020,region,E12000009,South West,132,150,2020-09-21
20/09/2020,region,E12000009,South West,92,143,2020-09-20
19/09/2020,region,E12000009,South West,82,126,2020-09-19
18/09/2020,region,E12000009,South West,94,124,2020-09-18
17/09/2020,region,E12000009,South West,85,104,2020-09-17
16/09/2020,region,E12000009,South West,84,71,2020-09-16
15/09/2020,region,E12000009,South West,81,86,2020-09-15
14/09/2020,region,E12000009,South West,56,77,2020-09-14
13/09/2020,region,E12000009,South West,74,54,2020-09-13
12/09/2020,region,E12000009,South West,106,62,2020-09-12
11/09/2020,region,E12000009,South West,117,92,2020-09-11
10/09/2020,region,E12000009,South West,75,84,2020-09-10
09/09/2020,region,E12000009,South West,130,76,2020-09-09
08/09/2020,region,E12000009,South West,103,74,2020-09-08
07/09/2020,region,E12000009,South West,111,97,2020-09-07
06/09/2020,region,E12000009,South West,87,72,2020-09-06
05/09/2020,region,E12000009,South West,72,83,2020-09-05
04/09/2020,region,E12000009,South West,69,131,2020-09-04
03/09/2020,region,E12000009,South West,87,146,2020-09-03
02/09/2020,region,E12000009,South West,46,131,2020-09-02
01/09/2020,region,E12000009,South West,49,99,2020-09-01
31/08/2020,region,E12000009,South West,58,57,2020-08-31
30/08/2020,region,E12000009,South West,73,34,2020-08-30
29/08/2020,region,E12000009,South West,45,50,2020-08-29
28/08/2020,region,E12000009,South West,49,72,2020-08-28
27/08/2020,region,E12000009,South West,51,56,2020-08-27
26/08/2020,region,E12000009,South West,39,62,2020-08-26
25/08/2020,region,E12000009,South West,82,50,2020-08-25
24/08/2020,region,E12000009,South West,46,49,2020-08-24
23/08/2020,region,E12000009,South West,53,41,2020-08-23
22/08/2020,region,E12000009,South West,86,39,2020-08-22
21/08/2020,region,E12000009,South West,51,64,2020-08-21
20/08/2020,region,E12000009,South West,47,85,2020-08-20
19/08/2020,region,E12000009,South West,35,69,2020-08-19
18/08/2020,region,E12000009,South West,61,58,2020-08-18
17/08/2020,region,E12000009,South West,25,48,2020-08-17
16/08/2020,region,E12000009,South West,70,37,2020-08-16
15/08/2020,region,E12000009,South West,28,24,2020-08-15
14/08/2020,region,E12000009,South West,84,55,2020-08-14
13/08/2020,region,E12000009,South West,0,53,2020-08-13
12/08/2020,region,E12000009,South West,17,42,2020-08-12
11/08/2020,region,E12000009,South West,33,41,2020-08-11
10/08/2020,region,E12000009,South West,36,42,2020-08-10
09/08/2020,region,E12000009,South West,43,15,2020-08-09
08/08/2020,region,E12000009,South West,50,25,2020-08-08
07/08/2020,region,E12000009,South West,31,41,2020-08-07
06/08/2020,region,E12000009,South West,54,45,2020-08-06
05/08/2020,region,E12000009,South West,26,40,2020-08-05
04/08/2020,region,E12000009,South West,14,54,2020-08-04
03/08/2020,region,E12000009,South West,18,43,2020-08-03
02/08/2020,region,E12000009,South West,34,10,2020-08-02
01/08/2020,region,E12000009,South West,49,9,2020-08-01
31/07/2020,region,E12000009,South West,61,29,2020-07-31
30/07/2020,region,E12000009,South West,42,63,2020-07-30
29/07/2020,region,E12000009,South West,31,53,2020-07-29
28/07/2020,region,E12000009,South West,18,34,2020-07-28
27/07/2020,region,E12000009,South West,25,39,2020-07-27
26/07/2020,region,E12000009,South West,41,20,2020-07-26
25/07/2020,region,E12000009,South West,32,17,2020-07-25
24/07/2020,region,E12000009,South West,26,34,2020-07-24
23/07/2020,region,E12000009,South West,29,39,2020-07-23
22/07/2020,region,E12000009,South West,13,30,2020-07-22
21/07/2020,region,E12000009,South West,9,35,2020-07-21
20/07/2020,region,E12000009,South West,20,23,2020-07-20
19/07/2020,region,E12000009,South West,30,9,2020-07-19
18/07/2020,region,E12000009,South West,6,12,2020-07-18
17/07/2020,region,E12000009,South West,12,20,2020-07-17
16/07/2020,region,E12000009,South West,14,27,2020-07-16
15/07/2020,region,E12000009,South West,8,17,2020-07-15
14/07/2020,region,E12000009,South West,10,19,2020-07-14
13/07/2020,region,E12000009,South West,10,17,2020-07-13
12/07/2020,region,E12000009,South West,15,5,2020-07-12
11/07/2020,region,E12000009,South West,22,6,2020-07-11
10/07/2020,region,E12000009,South West,11,13,2020-07-10
09/07/2020,region,E12000009,South West,31,17,2020-07-09
08/07/2020,region,E12000009,South West,14,15,2020-07-08
07/07/2020,region,E12000009,South West,7,16,2020-07-07
06/07/2020,region,E12000009,South West,9,23,2020-07-06
05/07/2020,region,E12000009,South West,10,17,2020-07-05
04/07/2020,region,E12000009,South West,14,9,2020-07-04
03/07/2020,region,E12000009,South West,13,8,2020-07-03
02/07/2020,region,E12000009,South West,10,11,2020-07-02
01/07/2020,region,E12000009,South West,4744,23,2020-07-01
30/06/2020,region,E12000009,South West,7,18,2020-06-30
29/06/2020,region,E12000009,South West,4,16,2020-06-29
28/06/2020,region,E12000009,South West,2,11,2020-06-28
27/06/2020,region,E12000009,South West,1,8,2020-06-27
26/06/2020,region,E12000009,South West,17,12,2020-06-26
25/06/2020,region,E12000009,South West,0,8,2020-06-25
24/06/2020,region,E12000009,South West,6,16,2020-06-24
23/06/2020,region,E12000009,South West,2,15,2020-06-23
22/06/2020,region,E12000009,South West,3,19,2020-06-22
21/06/2020,region,E12000009,South West,8,8,2020-06-21
20/06/2020,region,E12000009,South West,5,8,2020-06-20
19/06/2020,region,E12000009,South West,3,24,2020-06-19
18/06/2020,region,E12000009,South West,9,13,2020-06-18
17/06/2020,region,E12000009,South West,4,16,2020-06-17
16/06/2020,region,E12000009,South West,6,15,2020-06-16
15/06/2020,region,E12000009,South West,1,20,2020-06-15
14/06/2020,region,E12000009,South West,5,9,2020-06-14
13/06/2020,region,E12000009,South West,12,13,2020-06-13
12/06/2020,region,E12000009,South West,6,19,2020-06-12
11/06/2020,region,E12000009,South West,5,25,2020-06-11
10/06/2020,region,E12000009,South West,1,31,2020-06-10
09/06/2020,region,E12000009,South West,23,25,2020-06-09
08/06/2020,region,E12000009,South West,11,23,2020-06-08
07/06/2020,region,E12000009,South West,0,18,2020-06-07
06/06/2020,region,E12000009,South West,9,23,2020-06-06
05/06/2020,region,E12000009,South West,43,52,2020-06-05
04/06/2020,region,E12000009,South West,22,65,2020-06-04
03/06/2020,region,E12000009,South West,64,69,2020-06-03
02/06/2020,region,E12000009,South West,13,52,2020-06-02
01/06/2020,region,E12000009,South West,13,52,2020-06-01
31/05/2020,region,E12000009,South West,22,62,2020-05-31
30/05/2020,region,E12000009,South West,14,51,2020-05-30
29/05/2020,region,E12000009,South West,37,75,2020-05-29
28/05/2020,region,E12000009,South West,4,116,2020-05-28
27/05/2020,region,E12000009,South West,24,104,2020-05-27
26/05/2020,region,E12000009,South West,14,81,2020-05-26
25/05/2020,region,E12000009,South West,15,61,2020-05-25
24/05/2020,region,E12000009,South West,19,59,2020-05-24
23/05/2020,region,E12000009,South West,29,41,2020-05-23
22/05/2020,region,E12000009,South West,54,82,2020-05-22
21/05/2020,region,E12000009,South West,52,87,2020-05-21
20/05/2020,region,E12000009,South West,30,137,2020-05-20
19/05/2020,region,E12000009,South West,25,108,2020-05-19
18/05/2020,region,E12000009,South West,21,119,2020-05-18
17/05/2020,region,E12000009,South West,28,97,2020-05-17
16/05/2020,region,E12000009,South West,39,91,2020-05-16
15/05/2020,region,E12000009,South West,40,103,2020-05-15
14/05/2020,region,E12000009,South West,32,94,2020-05-14
13/05/2020,region,E12000009,South West,63,176,2020-05-13
12/05/2020,region,E12000009,South West,48,177,2020-05-12
11/05/2020,region,E12000009,South West,38,254,2020-05-11
10/05/2020,region,E12000009,South West,32,134,2020-05-10
09/05/2020,region,E12000009,South West,67,107,2020-05-09
08/05/2020,region,E12000009,South West,82,178,2020-05-08
07/05/2020,region,E12000009,South West,99,180,2020-05-07
06/05/2020,region,E12000009,South West,69,200,2020-05-06
05/05/2020,region,E12000009,South West,86,172,2020-05-05
04/05/2020,region,E12000009,South West,82,167,2020-05-04
03/05/2020,region,E12000009,South West,84,176,2020-05-03
02/05/2020,region,E12000009,South West,101,208,2020-05-02
01/05/2020,region,E12000009,South West,127,263,2020-05-01
30/04/2020,region,E12000009,South West,121,245,2020-04-30
29/04/2020,region,E12000009,South West,70,347,2020-04-29
28/04/2020,region,E12000009,South West,84,276,2020-04-28
27/04/2020,region,E12000009,South West,105,321,2020-04-27
26/04/2020,region,E12000009,South West,96,254,2020-04-26
25/04/2020,region,E12000009,South West,173,200,2020-04-25
24/04/2020,region,E12000009,South West,117,250,2020-04-24
23/04/2020,region,E12000009,South West,182,281,2020-04-23
22/04/2020,region,E12000009,South West,184,285,2020-04-22
21/04/2020,region,E12000009,South West,184,228,2020-04-21
20/04/2020,region,E12000009,South West,192,183,2020-04-20
19/04/2020,region,E12000009,South West,221,201,2020-04-19
18/04/2020,region,E12000009,South West,226,167,2020-04-18
17/04/2020,region,E12000009,South West,309,239,2020-04-17
16/04/2020,region,E12000009,South West,0,262,2020-04-16
15/04/2020,region,E12000009,South West,0,211,2020-04-15
14/04/2020,region,E12000009,South West,0,185,2020-04-14
13/04/2020,region,E12000009,South West,0,194,2020-04-13
12/04/2020,region,E12000009,South West,0,179,2020-04-12
11/04/2020,region,E12000009,South West,0,173,2020-04-11
10/04/2020,region,E12000009,South West,0,234,2020-04-10
09/04/2020,region,E12000009,South West,0,246,2020-04-09
08/04/2020,region,E12000009,South West,0,237,2020-04-08
07/04/2020,region,E12000009,South West,0,212,2020-04-07
06/04/2020,region,E12000009,South West,0,186,2020-04-06
05/04/2020,region,E12000009,South West,0,153,2020-04-05
04/04/2020,region,E12000009,South West,0,174,2020-04-04
03/04/2020,region,E12000009,South West,0,191,2020-04-03
02/04/2020,region,E12000009,South West,0,183,2020-04-02
01/04/2020,region,E12000009,South West,0,183,2020-04-01
31/03/2020,region,E12000009,South West,0,142,2020-03-31
30/03/2020,region,E12000009,South West,0,164,2020-03-30
29/03/2020,region,E12000009,South West,0,101,2020-03-29
28/03/2020,region,E12000009,South West,0,102,2020-03-28
27/03/2020,region,E12000009,South West,0,128,2020-03-27
26/03/2020,region,E12000009,South West,0,119,2020-03-26
25/03/2020,region,E12000009,South West,0,104,2020-03-25
24/03/2020,region,E12000009,South West,0,68,2020-03-24
23/03/2020,region,E12000009,South West,0,62,2020-03-23
22/03/2020,region,E12000009,South West,0,44,2020-03-22
21/03/2020,region,E12000009,South West,0,42,2020-03-21
20/03/2020,region,E12000009,South West,0,43,2020-03-20
19/03/2020,region,E12000009,South West,0,21,2020-03-19
18/03/2020,region,E12000009,South West,0,44,2020-03-18
17/03/2020,region,E12000009,South West,0,21,2020-03-17
16/03/2020,region,E12000009,South West,0,18,2020-03-16
15/03/2020,region,E12000009,South West,0,17,2020-03-15
14/03/2020,region,E12000009,South West,0,10,2020-03-14
13/03/2020,region,E12000009,South West,0,30,2020-03-13
12/03/2020,region,E12000009,South West,0,18,2020-03-12
11/03/2020,region,E12000009,South West,0,14,2020-03-11
10/03/2020,region,E12000009,South West,0,11,2020-03-10
09/03/2020,region,E12000009,South West,0,5,2020-03-09
08/03/2020,region,E12000009,South West,0,3,2020-03-08
07/03/2020,region,E12000009,South West,0,4,2020-03-07
06/03/2020,region,E12000009,South West,0,11,2020-03-06
05/03/2020,region,E12000009,South West,0,4,2020-03-05
04/03/2020,region,E12000009,South West,0,6,2020-03-04
03/03/2020,region,E12000009,South West,0,10,2020-03-03
02/03/2020,region,E12000009,South West,0,8,2020-03-02
01/03/2020,region,E12000009,South West,0,3,2020-03-01
29/02/2020,region,E12000009,South West,0,0,2020-02-29
28/02/2020,region,E12000009,South West,0,0,2020-02-28
27/02/2020,region,E12000009,South West,0,1,2020-02-27
26/02/2020,region,E12000009,South West,0,1,2020-02-26
25/02/2020,region,E12000009,South West,0,,2020-02-25
24/02/2020,region,E12000009,South West,0,,2020-02-24
23/02/2020,region,E12000009,South West,0,,2020-02-23
22/02/2020,region,E12000009,South West,0,,2020-02-22
21/02/2020,region,E12000009,South West,0,,2020-02-21
20/02/2020,region,E12000009,South West,0,,2020-02-20
19/02/2020,region,E12000009,South West,0,,2020-02-19
18/02/2020,region,E12000009,South West,0,,2020-02-18
17/02/2020,region,E12000009,South West,0,,2020-02-17
16/02/2020,region,E12000009,South West,0,,2020-02-16
15/02/2020,region,E12000009,South West,0,,2020-02-15
14/02/2020,region,E12000009,South West,0,,2020-02-14
13/02/2020,region,E12000009,South West,0,,2020-02-13
12/02/2020,region,E12000009,South West,0,,2020-02-12
11/02/2020,region,E12000009,South West,0,,2020-02-11
10/02/2020,region,E12000009,South West,0,,2020-02-10
09/02/2020,region,E12000009,South West,0,,2020-02-09
08/02/2020,region,E12000009,South West,0,,2020-02-08
07/02/2020,region,E12000009,South West,0,,2020-02-07
06/02/2020,region,E12000009,South West,0,,2020-02-06
05/02/2020,region,E12000009,South West,0,,2020-02-05
04/02/2020,region,E12000009,South West,0,,2020-02-04
03/02/2020,region,E12000009,South West,0,,2020-02-03
02/02/2020,region,E12000009,South West,0,,2020-02-02
01/02/2020,region,E12000009,South West,0,,2020-02-01
31/01/2020,region,E12000009,South West,0,,2020-01-31
30/01/2020,region,E12000009,South West,0,,2020-01-30
29/01/2020,region,E12000009,South West,0,,2020-01-29
28/01/2020,region,E12000009,South West,0,,2020-01-28
27/01/2020,region,E12000009,South West,0,,2020-01-27
26/01/2020,region,E12000009,South West,0,,2020-01-26
25/01/2020,region,E12000009,South West,0,,2020-01-25
24/01/2020,region,E12000009,South West,0,,2020-01-24
23/01/2020,region,E12000009,South West,0,,2020-01-23
22/01/2020,region,E12000009,South West,0,,2020-01-22
21/01/2020,region,E12000009,South West,0,,2020-01-21
20/01/2020,region,E12000009,South West,0,,2020-01-20
19/01/2020,region,E12000009,South West,0,,2020-01-19
18/01/2020,region,E12000009,South West,0,,2020-01-18
17/01/2020,region,E12000009,South West,0,,2020-01-17
16/01/2020,region,E12000009,South West,0,,2020-01-16
15/01/2020,region,E12000009,South West,0,,2020-01-15
14/01/2020,region,E12000009,South West,0,,2020-01-14
13/01/2020,region,E12000009,South West,0,,2020-01-13
12/01/2020,region,E12000009,South West,0,,2020-01-12
11/01/2020,region,E12000009,South West,0,,2020-01-11
10/01/2020,region,E12000009,South West,0,,2020-01-10
09/01/2020,region,E12000009,South West,0,,2020-01-09
08/01/2020,region,E12000009,South West,0,,2020-01-08
07/01/2020,region,E12000009,South West,0,,2020-01-07
06/01/2020,region,E12000009,South West,0,,2020-01-06
