date,value1,value2,value3
2013-04-01,7.76,71.21,22.65
2013-05-01,7.75,71.33,22.526
2013-06-01,7.67,71.49,22.426
2013-07-01,7.70,71.51,22.378
2013-08-01,7.62,71.65,22.276
2013-09-01,7.37,71.88,22.259
2013-10-01,7.17,72.03,22.258
2013-11-01,7.22,71.99,22.273
2013-12-01,7.16,72.10,22.208
2014-01-01,6.89,72.37,22.147
2014-02-01,6.76,72.46,22.16
2014-03-01,6.59,72.69,22.061
2014-04-01,6.43,72.90,21.969
2014-05-01,6.29,72.83,22.163
2014-06-01,6.14,72.78,22.321
2014-07-01,6.02,72.97,22.224
2014-08-01,5.98,73.04,22.188
2014-09-01,5.96,73.01,22.242
2014-10-01,5.87,72.99,22.331
2014-11-01,5.70,73.20,22.252
2014-12-01,5.66,73.30,22.193
2015-01-01,5.58,73.43,22.102
2015-02-01,5.54,73.44,22.142
2015-03-01,5.50,73.43,22.171
2015-04-01,5.62,73.31,22.208
2015-05-01,5.61,73.38,22.145
2015-06-01,5.52,73.48,22.116
2015-07-01,5.39,73.56,22.147
2015-08-01,5.32,73.78,21.97
2015-09-01,5.17,73.98,21.877
2015-10-01,5.08,74.05,21.876
2015-11-01,5.08,74.11,21.812
2015-12-01,5.07,74.09,21.845
2016-01-01,5.11,74.14,21.762
2016-02-01,5.07,74.14,21.803
2016-03-01,5.01,74.19,21.802
2016-04-01,4.94,74.36,21.68
2016-05-01,4.92,74.42,21.623
2016-06-01,4.89,74.51,21.555
2016-07-01,4.98,74.49,21.489
2016-08-01,4.84,74.45,21.656
2016-09-01,4.83,74.43,21.681
2016-10-01,4.79,74.45,21.696
2016-11-01,4.74,74.57,21.619
2016-12-01,4.71,74.54,21.675
2017-01-01,4.64,74.62,21.639
2017-02-01,4.56,74.77,21.55
2017-03-01,4.54,74.77,21.569
2017-04-01,4.45,74.91,21.505
2017-05-01,4.43,75.10,21.333
2017-06-01,4.34,75.26,21.257
2017-07-01,4.33,75.14,21.393
2017-08-01,4.27,75.01,21.576
2017-09-01,4.24,75.08,21.525
2017-10-01,4.27,75.34,21.226
2017-11-01,4.35,75.18,21.325
2017-12-01,4.31,75.30,21.217
2018-01-01,4.21,75.38,21.23
2018-02-01,4.20,75.56,21.055
2018-03-01,4.19,75.59,21.024
2018-04-01,4.17,75.63,21.007
2018-05-01,4.04,75.55,21.189
2018-06-01,4.02,75.52,21.23
2018-07-01,4.04,75.56,21.183
2018-08-01,4.07,75.55,21.147
2018-09-01,4.06,75.71,20.997
2018-10-01,4.04,75.76,20.956
2018-11-01,4.01,75.83,20.91
2018-12-01,3.93,76.11,20.704
2019-01-01,3.94,76.13,20.67
2019-02-01,3.82,76.06,20.844
2019-03-01,3.83,76.11,20.771
2019-04-01,3.80,76.05,20.862
2019-05-01,3.89,76.10,20.721
2019-06-01,3.80,76.13,20.776
2019-07-01,3.86,75.87,20.988
2019-08-01,3.83,76.05,20.838
2019-09-01,3.76,76.15,20.809
2019-10-01,3.82,76.34,20.563
2019-11-01,3.77,76.47,20.491
2019-12-01,3.91,76.46,20.374
2020-01-01,3.96,76.56,20.223
2020-02-01,4.00,76.31,20.437
2020-03-01,4.04,75.96,20.754
2020-04-01,4.15,75.84,20.801
2020-05-01,4.14,75.75,20.896
2020-06-01,4.32,75.63,20.878
2020-07-01,4.54,75.37,20.951
2020-08-01,4.85,75.03,21.05
2020-09-01,5.05,74.94,20.969
2020-10-01,5.11,74.95,20.924
2020-11-01,5.22,74.65,21.129
2020-12-01,5.13,74.61,21.256
2021-01-01,5.04,74.72,21.228
2021-02-01,4.89,74.73,21.352
2021-03-01,4.84,74.74,21.381
2021-04-01,4.84,74.81,21.326
2021-05-01,4.72,75.07,21.139
2021-06-01,4.57,75.22,21.102
2021-07-01,4.45,75.30,21.11
2021-08-01,4.26,75.43,21.15
2021-09-01,4.20,75.46,21.178
2021-10-01,4.08,75.46,21.265
2021-11-01,4.06,75.52,21.228
2021-12-01,3.95,75.55,21.287
2022-01-01,3.84,75.49,21.442
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
