Year,RegionIRE,ValueIRE,RegionEUR,ValueEUR,Detail
1928,Ireland,50.24022887,AUT,177.6678256,
1929,Ireland,50.19024404,AUT,178.2294731,
1930,Ireland,50.10582209,AUT,178.7643755,
1931,Ireland,50.2131447,AUT,179.326023,
1932,Ireland,50.44077467,AUT,179.8609254,
1933,Ireland,50.63394162,AUT,180.4225729,
1934,Ireland,50.78073243,AUT,180.7970045,
1935,Ireland,50.82161508,AUT,180.8237497,
1936,Ireland,50.81610526,AUT,180.7435143,
1937,Ireland,50.63324259,AUT,180.663279,
1938,Ireland,50.54682869,AUT,180.6097887,
1939,Ireland,50.55685573,AUT,177.9352768,
1940,Ireland,50.88950642,AUT,179.326023,
1941,Ireland,51.3542969,AUT,180.3958278,
1942,Ireland,51.04645763,AUT,181.4121423,
1943,Ireland,50.89455244,AUT,182.0807703,
1944,Ireland,50.9223833,AUT,182.7761434,
1945,Ireland,51.07041886,AUT,181.8400642,
1946,Ireland,51.18388972,AUT,187.2158331,
1947,Ireland,51.44135978,AUT,186.4402247,
1948,Ireland,51.62853582,AUT,186.0390479,
1949,Ireland,51.63826744,AUT,185.6913613,
1950,Ireland,51.48245187,AUT,185.4774004,
1951,Ireland,51.54761905,AUT,185.4774004,
1952,Ireland,51.47176779,AUT,185.2901845,
1953,Ireland,51.47402683,AUT,185.397165,
1954,Ireland,51.41785091,AUT,185.611126,
1955,Ireland,51.23180364,AUT,185.7983418,
1956,Ireland,51.04682952,AUT,185.9320674,
1957,Ireland,50.91053962,AUT,186.3064991,
1958,Ireland,50.66816397,AUT,186.8681466,
1959,Ireland,50.62921819,AUT,187.5902648,
1960,Ireland,50.56750353,AUT,188.4728537,
1961,Ireland,50.51190476,AUT,189.5159133,
1962,Ireland,50.68525754,AUT,190.6926986,
1963,Ireland,50.99566136,AUT,191.9229741,
1964,Ireland,51.23564273,AUT,193.2067398,
1965,Ireland,51.45281172,AUT,194.4637604,
1966,Ireland,51.62334961,AUT,195.8277614,
1967,Ireland,51.8901042,AUT,197.298743,
1968,Ireland,52.12211358,AUT,198.3150575,
1969,Ireland,52.3550823,AUT,199.0104306,
1970,Ireland,52.7199528,AUT,199.7058037,
1971,Ireland,53.73809524,AUT,200.5883926,
1972,Ireland,53.76202498,AUT,201.7651779,
1973,Ireland,54.42730094,AUT,202.8884729,
1974,Ireland,55.11729386,AUT,203.2361594,
1975,Ireland,55.83199264,AUT,202.701257,
1976,Ireland,56.52376691,AUT,202.3535705,
1977,Ireland,57.13308125,AUT,202.4070607,
1978,Ireland,57.71944757,AUT,202.24659,
1979,Ireland,58.44952038,AUT,201.8989035,
1980,Ireland,58.9304301,AUT,201.8989035,
1981,Ireland,59.35714286,AUT,202.3268254,
1982,Ireland,60.04947081,AUT,202.5942765,
1983,Ireland,60.42567063,AUT,202.0058839,
1984,Ireland,60.81455923,AUT,202.032629,
1985,Ireland,61.03755117,AUT,202.1930998,
1986,Ireland,61.14225113,AUT,202.4070607,
1987,Ireland,61.2238825,AUT,202.701257,
1988,Ireland,61.19909689,AUT,203.2629045,
1989,Ireland,61.0916884,AUT,204.0117679,
1990,Ireland,61.12783172,AUT,206.5525542,
1991,Ireland,61.13095238,AUT,208.6119283,
1992,Ireland,61.85689922,AUT,210.9387537,
1993,Ireland,62.15693276,AUT,212.6771864,
1994,Ireland,62.4218797,AUT,213.5062851,
1995,Ireland,62.74696039,AUT,213.8272265,
1996,Ireland,63.19168049,AUT,214.1214228,
1997,Ireland,63.72030715,AUT,214.3621289,
1998,Ireland,64.28520233,AUT,214.602835,
1999,Ireland,64.88634661,AUT,215.0040118,
2000,Ireland,65.58324395,AUT,215.5389141,
2001,Ireland,66.01190476,AUT,216.3680128,
2002,Ireland,67.2880257,AUT,217.4110725,
2003,Ireland,68.1649158,AUT,218.4808772,
2004,Ireland,69.14937982,AUT,219.8448783,
2005,Ireland,70.31282425,AUT,221.342605,
2006,Ireland,71.7742741,AUT,222.4391549,
2007,Ireland,73.36703967,AUT,223.1612731,
2008,Ireland,74.54347837,AUT,223.8566462,
2009,Ireland,75.19642334,AUT,224.4450388,
2010,Ireland,75.59965962,AUT,225.0066863,
2011,Ireland,75.95238095,AUT,225.7555496,
2012,Ireland,76.12119138,AUT,226.7986093,
2013,Ireland,76.37038782,AUT,228.1091201,
2014,Ireland,76.70310603,AUT,229.7940626,
2015,Ireland,77.51217619,AUT,232.2546135,
2016,Ireland,78.42857143,AUT,234.822145,
1841,ROI,100,BEL,100,
1842,ROI,100.9819663,BEL,100.8748481,
1843,ROI,101.4716214,BEL,101.7496962,
1844,ROI,102.2368365,BEL,102.6245443,
1845,ROI,102.6999813,BEL,103.4993925,
1846,ROI,102.7871242,BEL,104.3985419,
1847,ROI,98.75025495,BEL,105.2976914,
1848,ROI,90.55987697,BEL,106.2211422,
1849,ROI,85.04574871,BEL,107.1202916,
1850,ROI,79.61540211,BEL,108.1166464,
1851,ROI,75.12592593,BEL,108.7970838,
1852,ROI,71.92505011,BEL,109.5018226,
1853,ROI,70.03564419,BEL,110.18226,
1854,ROI,68.46751544,BEL,110.8869988,
1855,ROI,67.60595446,BEL,111.5917375,
1856,ROI,67.1251373,BEL,112.2964763,
1857,ROI,66.46219965,BEL,113.0255164,
1858,ROI,66.18019996,BEL,113.7302552,
1859,ROI,65.87923059,BEL,114.4592953,
1860,ROI,65.39641799,BEL,115.1883354,
1861,ROI,65.06666667,BEL,116.0145808,
1862,ROI,64.96708788,BEL,116.8651276,
1863,ROI,64.22073518,BEL,117.7156744,
1864,ROI,63.18916534,BEL,118.5662211,
1865,ROI,62.61319505,BEL,119.4410693,
1866,ROI,61.64845341,BEL,120.291616,
1867,ROI,61.21353013,BEL,121.1664642,
1868,ROI,60.99738303,BEL,122.0656136,
1869,ROI,60.8371159,BEL,122.2114216,
1870,ROI,60.48094152,BEL,123.8396112,
1871,ROI,59.83703704,BEL,124.835966,
1872,ROI,59.96630454,BEL,125.8323208,
1873,ROI,59.37833163,BEL,126.8286756,
1874,ROI,59.02431985,BEL,127.8493317,
1875,ROI,58.80062053,BEL,128.8699878,
1876,ROI,58.85543518,BEL,129.890644,
1877,ROI,59.0406673,BEL,131.0814095,
1878,ROI,59.04525581,BEL,132.2478736,
1879,ROI,58.86924918,BEL,133.4629405,
1880,ROI,57.99417586,BEL,134.653706,
1881,ROI,56.9037037,BEL,136.2332928,
1882,ROI,56.59145411,BEL,137.8614824,
1883,ROI,55.50092948,BEL,139.4896719,
1884,ROI,54.82262289,BEL,141.1178615,
1885,ROI,54.33435219,BEL,142.7946537,
1886,ROI,53.88800807,BEL,143.8396112,
1887,ROI,53.20214667,BEL,144.8845687,
1888,ROI,52.4101378,BEL,145.9781288,
1889,ROI,51.79349826,BEL,147.0473876,
1890,ROI,51.2485586,BEL,148.1409478,
1891,ROI,51.02222222,BEL,149.7934386,
1892,ROI,50.06279949,BEL,151.4216282,
1893,ROI,49.68871004,BEL,153.0984204,
1894,ROI,49.44570644,BEL,154.799514,
1895,ROI,49.03752169,BEL,156.4763062,
1896,ROI,48.79011009,BEL,157.8128797,
1897,ROI,48.62942508,BEL,159.1251519,
1898,ROI,48.46660446,BEL,160.4860267,
1899,ROI,48.24241483,BEL,161.8955043,
1900,ROI,47.76428867,BEL,163.2806804,
1901,ROI,47.55555556,BEL,165.27339,
1902,ROI,47.27595296,BEL,167.7521264,
1903,ROI,47.02875284,BEL,170.036452,
1904,ROI,46.88326472,BEL,172.199271,
1905,ROI,46.75062124,BEL,174.3620899,
1906,ROI,46.734547,BEL,176.3791009,
1907,ROI,46.58321041,BEL,178.3232078,
1908,ROI,46.53366819,BEL,180.0972053,
1909,ROI,46.55630981,BEL,181.7253949,
1910,ROI,46.51782047,BEL,182.2114216,
1911,ROI,46.37037037,BEL,182.673147,
1912,ROI,46.24270565,BEL,184.4471446,
1913,ROI,45.90241096,BEL,186.2940462,
1914,ROI,45.70846176,BEL,187.6792224,
1915,ROI,44.8608741,BEL,188.5540705,
1916,ROI,44.76707101,BEL,188.6269745,
1917,ROI,44.74558622,BEL,187.8250304,
1918,ROI,44.82606415,BEL,186.1482382,
1919,ROI,45.86777845,BEL,185.3705954,
1920,ROI,45.97444687,BEL,183.5236938,
1921,ROI,45.86666667,BEL,182.3572296,
1922,ROI,44.47407407,BEL,183.9854192,
1923,ROI,44.65185185,BEL,185.5407047,
1924,ROI,44.51851852,BEL,187.290401,
1925,ROI,44.22222222,BEL,189.0400972,
1926,ROI,44.01481481,BEL,190.6196841,
1927,ROI,43.80740741,BEL,192.0777643,
1928,ROI,43.61481481,BEL,193.6330498,
1929,ROI,43.51111111,BEL,195.1883354,
1930,ROI,43.36296296,BEL,196.2575942,
1931,ROI,43.45185185,BEL,197.472661,
1932,ROI,43.68888889,BEL,198.9307412,
1933,ROI,43.88148148,BEL,200.0243013,
1934,ROI,44.01481481,BEL,200.7776428,
1935,ROI,44.01481481,BEL,201.4094775,
1936,ROI,43.95555556,BEL,202.0656136,
1937,ROI,43.67407407,BEL,202.818955,
1938,ROI,43.51111111,BEL,203.4993925,
1939,ROI,43.46666667,BEL,203.9368165,
1940,ROI,43.82222222,BEL,202.818955,
1941,ROI,44.34074074,BEL,201.1178615,
1942,ROI,43.8962963,BEL,200.4131227,
1943,ROI,43.64444444,BEL,200.291616,
1944,ROI,43.61481481,BEL,201.4823815,
1945,ROI,43.73333333,BEL,202.6488457,
1946,ROI,43.80740741,BEL,203.3292831,
1947,ROI,44.05925926,BEL,205.346294,
1948,ROI,44.22222222,BEL,207.9465371,
1949,ROI,44.16296296,BEL,209.3317132,
1950,ROI,43.8962963,BEL,209.9392467,
1951,ROI,43.83703704,BEL,210.8869988,
1952,ROI,43.73333333,BEL,212.1506683,
1953,ROI,43.65925926,BEL,213.3171324,
1954,ROI,43.51111111,BEL,214.3134872,
1955,ROI,43.2,BEL,215.5042527,
1956,ROI,42.88888889,BEL,216.8651276,
1957,ROI,42.63703704,BEL,218.4447145,
1958,ROI,42.25185185,BEL,220,
1959,ROI,42.11851852,BEL,221.2393682,
1960,ROI,41.95555556,BEL,221.6038882,
1961,ROI,41.74814815,BEL,222.746051,
1962,ROI,41.92592593,BEL,224.0097205,
1963,ROI,42.22222222,BEL,225.5893074,
1964,ROI,42.42962963,BEL,227.6306197,
1965,ROI,42.60740741,BEL,229.5990279,
1966,ROI,42.72592593,BEL,231.0571081,
1967,ROI,42.96296296,BEL,232.2478736,
1968,ROI,43.15555556,BEL,233.0498177,
1969,ROI,43.34814815,BEL,233.6087485,
1970,ROI,43.7037037,BEL,234.2162819,
1971,ROI,44.11851852,BEL,235.0668287,
1972,ROI,44.8,BEL,235.9416768,
1973,ROI,45.52592593,BEL,236.6464156,
1974,ROI,46.28148148,BEL,237.3754557,
1975,ROI,47.06666667,BEL,238.0315917,
1976,ROI,47.82222222,BEL,238.4204131,
1977,ROI,48.47407407,BEL,238.6877278,
1978,ROI,49.0962963,BEL,238.8821385,
1979,ROI,49.8962963,BEL,239.0522479,
1980,ROI,50.38518519,BEL,239.2952612,
1981,ROI,51.00740741,BEL,239.4167679,
1982,ROI,51.55555556,BEL,239.5139733,
1983,ROI,51.91111111,BEL,239.5139733,
1984,ROI,52.28148148,BEL,239.4896719,
1985,ROI,52.44444444,BEL,239.5625759,
1986,ROI,52.45925926,BEL,239.6597813,
1987,ROI,52.44444444,BEL,239.854192,
1988,ROI,52.2962963,BEL,240.1944107,
1989,ROI,52.04444444,BEL,241.5066829,
1990,ROI,51.97037037,BEL,242.2600243,
1991,ROI,52.26666667,BEL,243.1591738,
1992,ROI,52.63703704,BEL,244.1555286,
1993,ROI,52.88888889,BEL,245.1032807,
1994,ROI,53.0962963,BEL,245.8809235,
1995,ROI,53.37777778,BEL,246.3912515,
1996,ROI,53.80740741,BEL,246.8772783,
1997,ROI,54.34074074,BEL,247.4605103,
1998,ROI,54.91851852,BEL,247.9951397,
1999,ROI,55.54074074,BEL,248.5540705,
2000,ROI,56.28148148,BEL,249.1616039,
2001,ROI,57.18518519,BEL,250.036452,
2002,ROI,58.14814815,BEL,251.1543135,
2003,ROI,59.11111111,BEL,252.199271,
2004,ROI,60.20740741,BEL,253.2928311,
2005,ROI,61.52592593,BEL,254.7023086,
2006,ROI,63.21481481,BEL,256.3791009,
2007,ROI,65.06666667,BEL,258.2746051,
2008,ROI,66.4,BEL,260.3159174,
2009,ROI,67.08148148,BEL,262.4301337,
2010,ROI,67.45185185,BEL,264.5686513,
2011,ROI,67.68888889,BEL,266.9258809,
2012,ROI,67.83703704,BEL,268.8699878,
2013,ROI,68.01481481,BEL,269.9149453,
2014,ROI,68.2962963,BEL,270.8140948,
2015,ROI,69.17037037,BEL,272.3936817,
2016,ROI,69.79259259,BEL,274.2405832,
1841,NI,100,CHE,100,
1842,NI,97.31619857,CHE,100.7158837,
1843,NI,96.46457927,CHE,101.3870246,
1844,NI,95.63718409,CHE,102.1029083,
1845,NI,94.83340986,CHE,102.8187919,
1846,NI,94.05267355,CHE,103.5346756,
1847,NI,93.29441158,CHE,104.2505593,
1848,NI,92.55807907,CHE,104.966443,
1849,NI,91.84314921,CHE,105.7270694,
1850,NI,91.14911258,CHE,106.442953,
1851,NI,87.45454545,CHE,107.3378076,
1852,NI,89.8217647,CHE,107.6510067,
1853,NI,89.1875162,CHE,107.9194631,
1854,NI,88.57228531,CHE,108.590604,
1855,NI,87.97564083,CHE,109.261745,
1856,NI,87.39716559,CHE,109.9328859,
1857,NI,86.83645596,CHE,110.5592841,
1858,NI,86.29312139,CHE,111.1409396,
1859,NI,85.76678396,CHE,111.7225951,
1860,NI,85.25707793,CHE,112.3042506,
1861,NI,84.60606061,CHE,112.9306488,
1862,NI,84.28615563,CHE,113.557047,
1863,NI,83.82426515,CHE,114.1834452,
1864,NI,83.37765694,CHE,114.8098434,
1865,NI,82.94602024,CHE,115.3914989,
1866,NI,82.52905423,CHE,116.0178971,
1867,NI,82.12646765,CHE,116.6442953,
1868,NI,81.7379785,CHE,117.360179,
1869,NI,81.36331373,CHE,118.0760626,
1870,NI,81.00220894,CHE,118.7919463,
1871,NI,82.36363636,CHE,119.9105145,
1872,NI,80.31966323,CHE,120.6711409,
1873,NI,79.99773422,CHE,121.4765101,
1874,NI,79.68838851,CHE,122.2818792,
1875,NI,79.39140084,CHE,123.0425056,
1876,NI,79.10655304,CHE,123.8478747,
1877,NI,78.83363378,CHE,124.6532438,
1878,NI,78.57243837,CHE,125.4138702,
1879,NI,78.3227685,CHE,126.2192394,
1880,NI,78.08443209,CHE,127.0246085,
1881,NI,79.09090909,CHE,127.6510067,
1882,NI,77.64102107,CHE,128.098434,
1883,NI,77.43559152,CHE,128.590604,
1884,NI,77.24078515,CHE,129.082774,
1885,NI,77.05643802,CHE,129.5749441,
1886,NI,76.88239124,CHE,130.0671141,
1887,NI,76.71849089,CHE,130.5592841,
1888,NI,76.5645878,CHE,131.0514541,
1889,NI,76.42053742,CHE,131.5436242,
1890,NI,76.28619968,CHE,132.0357942,
1891,NI,74.90909091,CHE,132.6621924,
1892,NI,76.0461233,CHE,134.3176734,
1893,NI,75.9401256,CHE,136.0178971,
1894,NI,75.84332212,CHE,137.6733781,
1895,NI,75.75559309,CHE,139.3288591,
1896,NI,75.67682237,CHE,140.98434,
1897,NI,75.6068974,CHE,142.639821,
1898,NI,75.54570903,CHE,144.3400447,
1899,NI,75.49315147,CHE,145.9955257,
1900,NI,75.44912211,CHE,147.6510067,
1901,NI,74.96969697,CHE,149.4854586,
1902,NI,75.38625303,CHE,151.409396,
1903,NI,75.36722324,CHE,153.3780761,
1904,NI,75.35634131,CHE,155.3467562,
1905,NI,75.35351917,CHE,154.8545861,
1906,NI,75.35867137,CHE,159.2841163,
1907,NI,75.37171499,CHE,161.2527964,
1908,NI,75.39256952,CHE,163.1767338,
1909,NI,75.42115685,CHE,165.1454139,
1910,NI,75.45740111,CHE,167.114094,
1911,NI,75.81818182,CHE,168.9485459,
1912,NI,75.55256779,CHE,170.8724832,
1913,NI,75.61134909,CHE,172.885906,
1914,NI,75.67750494,CHE,174.3624161,
1915,NI,75.75096961,CHE,173.7360179,
1916,NI,75.83167919,CHE,173.7360179,
1917,NI,75.91957152,CHE,173.9597315,
1918,NI,76.01458606,CHE,173.6017897,
1919,NI,76.11666391,CHE,173.1096197,
1920,NI,76.22574767,CHE,173.4675615,
1921,NI,76.3417814,CHE,173.4228188,
1922,NI,76.46471056,CHE,173.3333333,
1923,NI,76.59448196,CHE,173.7360179,
1924,NI,76.73104364,CHE,174.3176734,
1925,NI,76.87434489,CHE,174.9440716,
1926,NI,76.18181818,CHE,175.9284116,
1927,NI,77.18096879,CHE,177.0022371,
1928,NI,77.34419548,CHE,178.4340045,
1929,NI,77.51396968,CHE,179.9552573,
1930,NI,77.69024578,CHE,181.2527964,
1931,NI,77.87297906,CHE,182.5503356,
1932,NI,78.06212559,CHE,183.5346756,
1933,NI,78.25764218,CHE,184.4295302,
1934,NI,78.45948632,CHE,185.2348993,
1935,NI,78.66761616,CHE,185.9060403,
1936,NI,78.88199042,CHE,186.4876957,
1937,NI,79.10256836,CHE,187.0246085,
1938,NI,79.3293097,CHE,187.5615213,
1939,NI,79.5621746,CHE,188.1879195,
1940,NI,79.80112361,CHE,189.082774,
1941,NI,80.04611757,CHE,190.3355705,
1942,NI,80.29711763,CHE,191.7673378,
1943,NI,80.55408514,CHE,193.4228188,
1944,NI,80.81698163,CHE,195.2572707,
1945,NI,81.08576876,CHE,197.4049217,
1946,NI,81.36040827,CHE,199.8657718,
1947,NI,81.64086191,CHE,202.4161074,
1948,NI,81.92709143,CHE,205.0111857,
1949,NI,82.2190585,CHE,207.606264,
1950,NI,82.51672467,CHE,210.0223714,
1951,NI,83.09090909,CHE,212.4832215,
1952,NI,83.12899965,CHE,215.4362416,
1953,NI,83.44353055,CHE,218.2550336,
1954,NI,83.76360465,CHE,220.5369128,
1955,NI,84.08918219,CHE,222.8187919,
1956,NI,84.42022302,CHE,225.7270694,
1957,NI,84.75668656,CHE,229.3512304,
1958,NI,85.09853172,CHE,232.6174497,
1959,NI,85.44571687,CHE,235.3020134,
1960,NI,85.79819979,CHE,239.9105145,
1961,NI,86.36363636,CHE,246.6219239,
1962,NI,86.51888688,CHE,253.5123043,
1963,NI,86.88700327,CHE,259.01566,
1964,NI,87.2602418,CHE,263.4004474,
1965,NI,87.63855662,CHE,265.9060403,
1966,NI,88.02190104,CHE,268.2774049,
1967,NI,88.41022746,CHE,271.2751678,
1968,NI,88.80348732,CHE,274.3624161,
1969,NI,89.20163109,CHE,277.9418345,
1970,NI,89.60460817,CHE,280.4026846,
1971,NI,93.09090909,CHE,283.803132,
1972,NI,90.42485447,CHE,286.3982103,
1973,NI,90.8420169,CHE,288.1879195,
1974,NI,91.26379902,CHE,289.0380313,
1975,NI,91.69014437,CHE,286.5324385,
1976,NI,92.1209952,CHE,283.3557047,
1977,NI,92.55629241,CHE,282.5950783,
1978,NI,92.9959755,CHE,283.3557047,
1979,NI,93.43998256,CHE,284.1610738,
1980,NI,93.8882502,CHE,285.6823266,
1981,NI,93.51515152,CHE,287.4720358,
1982,NI,94.79730596,CHE,289.3959732,
1983,NI,95.25795955,CHE,290.8724832,
1984,NI,95.72260455,CHE,292.1700224,
1985,NI,96.19116957,CHE,293.6912752,
1986,NI,96.66358149,CHE,295.4362416,
1987,NI,97.13976545,CHE,297.5391499,
1988,NI,97.61964477,CHE,299.9552573,
1989,NI,98.10314096,CHE,302.639821,
1990,NI,98.59017361,CHE,305.9060403,
1991,NI,97.39393939,CHE,309.753915,
1992,NI,99.57451723,CHE,313.1543624,
1993,NI,100.0716577,CHE,316.0178971,
1994,NI,100.5719936,CHE,318.5682327,
1995,NI,101.0754347,CHE,320.7158837,
1996,NI,101.5818886,CHE,322.1029083,
1997,NI,102.0912606,CHE,322.9082774,
1998,NI,102.6034543,CHE,323.8478747,
1999,NI,103.1183706,CHE,325.4138702,
2000,NI,103.6359086,CHE,327.2483221,
2001,NI,102.1212121,CHE,329.3064877,
2002,NI,104.6784339,CHE,331.8120805,
2003,NI,105.2032077,CHE,334.2729306,
2004,NI,105.7301761,CHE,336.5995526,
2005,NI,106.2592265,CHE,338.7472036,
2006,NI,106.7902439,CHE,340.8948546,
2007,NI,107.323111,CHE,343.9373602,
2008,NI,107.8577081,CHE,348.3668904,
2009,NI,108.3939128,CHE,352.7069351,
2010,NI,108.9316005,CHE,356.5548098,
2011,NI,109.7575758,CHE,360.4026846,
2012,NI,110.0109137,CHE,364.2505593,
2013,NI,110.5522774,CHE,368.4563758,
2014,NI,111.0946004,CHE,372.9753915,
2015,NI,111.6377455,CHE,377.2706935,
2016,NI,113.7575758,CHE,379.9105145,
,,,CSK,100,
,,,CSK,99.33991865,
,,,CSK,98.73736567,
,,,CSK,98.19033566,
,,,CSK,97.69694032,
,,,CSK,97.25540054,
,,,CSK,96.86403892,
,,,CSK,96.52127284,
,,,CSK,96.22560786,
,,,CSK,93.91660492,
,,,CSK,95.77000823,
,,,CSK,95.60747242,
,,,CSK,95.48682482,
,,,CSK,95.40692695,
,,,CSK,95.3666966,
,,,CSK,95.36510356,
,,,CSK,95.40116544,
,,,CSK,95.47394377,
,,,CSK,95.58254023,
,,,CSK,95.72609314,
,,,CSK,95.90377395,
,,,CSK,96.11478406,
,,,CSK,96.35835161,
,,,CSK,96.63372849,
,,,CSK,96.94018744,
,,,CSK,97.27701921,
,,,CSK,97.64352985,
,,,CSK,98.03903812,
,,,CSK,98.46287289,
,,,CSK,103.1052025,
,,,CSK,99.39287334,
,,,CSK,99.8977255,
,,,CSK,100.4282725,
,,,CSK,100.9838581,
,,,CSK,101.5638223,
,,,CSK,102.1674991,
,,,CSK,102.7942147,
,,,CSK,103.4432853,
,,,CSK,104.1140151,
,,,CSK,104.8056944,
,,,CSK,105.517598,
,,,CSK,106.2489828,
,,,CSK,106.9990867,
,,,CSK,107.7671263,
,,,CSK,108.5522956,
,,,CSK,109.3537642,
,,,CSK,110.170676,
,,,CSK,111.0021472,
,,,CSK,111.8472656,
,,,CSK,114.2533573,
,,,CSK,113.5746419,
,,,CSK,114.4549194,
,,,CSK,115.3448806,
,,,CSK,116.2434505,
,,,CSK,117.1495184,
,,,CSK,118.0619371,
,,,CSK,118.9795223,
,,,CSK,119.9010519,
,,,CSK,120.8252655,
,,,CSK,123.2795045,
,,,CSK,122.6765102,
,,,CSK,123.6008269,
,,,CSK,124.522399,
,,,CSK,125.4397727,
,,,CSK,126.3514559,
,,,CSK,127.2559192,
,,,CSK,128.1515964,
,,,CSK,129.0368855,
,,,CSK,129.9101499,
,,,CSK,131.8284539,
,,,CSK,131.6138924,
,,,CSK,132.4409371,
,,,CSK,134.4784251,
,,,CSK,134.0365761,
,,,CSK,134.8015755,
,,,CSK,135.5422614,
,,,CSK,136.2567859,
,,,CSK,136.9432858,
,,,CSK,137.5998862,
,,,CSK,131.7776881,
,,,CSK,132.0721294,
,,,CSK,133.6052545,
,,,CSK,134.9657761,
,,,CSK,136.1841537,
,,,CSK,137.4431439,
,,,CSK,138.5295305,
,,,CSK,139.3823948,
,,,CSK,140.1844934,
,,,CSK,140.9662857,
,,,CSK,141.7785374,
,,,CSK,142.6720143,
,,,CSK,143.5451849,
,,,CSK,144.3371303,
,,,CSK,145.007238,
,,,CSK,145.5859673,
,,,CSK,146.0733184,
