date,metric,value
2020-06-01,Realised price growth (3 month),1.62
2020-07-01,Realised price growth (3 month),1.60
2020-08-01,Realised price growth (3 month),1.40
2020-09-01,Realised price growth (3 month),1.54
2020-10-01,Realised price growth (3 month),1.63
2020-11-01,Realised price growth (3 month),1.83
2020-12-01,Realised price growth (3 month),1.71
2021-01-01,Realised price growth (3 month),1.61
2021-02-01,Realised price growth (3 month),1.73
2021-03-01,Realised price growth (3 month),1.84
2021-04-01,Realised price growth (3 month),2.05
2021-05-01,Realised price growth (3 month),2.32
2021-06-01,Realised price growth (3 month),2.82
2021-07-01,Realised price growth (3 month),3.13
2021-08-01,Realised price growth (3 month),3.37
2021-09-01,Realised price growth (3 month),3.88
2021-10-01,Realised price growth (3 month),4.53
2021-11-01,Realised price growth (3 month),4.90
2021-12-01,Realised price growth (3 month),5.04
2022-01-01,Realised price growth (3 month),5.11
2022-02-01,Realised price growth (3 month),5.38
2016-12-01,Expected price growth,3.29
2017-01-01,Expected price growth,2.41
2017-02-01,Expected price growth,3.14
2017-03-01,Expected price growth,2.88
2017-04-01,Expected price growth,2.17
2017-05-01,Expected price growth,2.77
2017-06-01,Expected price growth,2.60
2017-07-01,Expected price growth,2.04
2017-08-01,Expected price growth,2.69
2017-09-01,Expected price growth,2.52
2017-10-01,Expected price growth,2.29
2017-11-01,Expected price growth,2.32
2017-12-01,Expected price growth,2.24
2018-01-01,Expected price growth,2.46
2018-02-01,Expected price growth,2.44
2018-03-01,Expected price growth,2.07
2018-04-01,Expected price growth,2.22
2018-05-01,Expected price growth,2.38
2018-06-01,Expected price growth,2.22
2018-07-01,Expected price growth,2.48
2018-08-01,Expected price growth,2.30
2018-09-01,Expected price growth,2.10
2018-10-01,Expected price growth,2.57
2018-11-01,Expected price growth,2.70
2018-12-01,Expected price growth,2.16
2019-01-01,Expected price growth,2.48
2019-02-01,Expected price growth,2.43
2019-03-01,Expected price growth,2.02
2019-04-01,Expected price growth,2.75
2019-05-01,Expected price growth,2.29
2019-06-01,Expected price growth,2.16
2019-07-01,Expected price growth,2.24
2019-08-01,Expected price growth,2.19
2019-09-01,Expected price growth,2.50
2019-10-01,Expected price growth,2.33
2019-11-01,Expected price growth,2.20
2019-12-01,Expected price growth,2.32
2020-01-01,Expected price growth,2.31
2020-02-01,Expected price growth,2.17
2020-03-01,Expected price growth,1.60
2020-04-01,Expected price growth,1.45
2020-05-01,Expected price growth,1.35
2020-06-01,Expected price growth,1.46
2020-07-01,Expected price growth,1.66
2020-08-01,Expected price growth,2.15
2020-09-01,Expected price growth,1.94
2020-10-01,Expected price growth,2.46
2020-11-01,Expected price growth,2.15
2020-12-01,Expected price growth,2.75
2021-01-01,Expected price growth,2.70
2021-02-01,Expected price growth,2.65
2021-03-01,Expected price growth,2.92
2021-04-01,Expected price growth,2.72
2021-05-01,Expected price growth,3.27
2021-06-01,Expected price growth,3.23
2021-07-01,Expected price growth,3.06
2021-08-01,Expected price growth,3.26
2021-09-01,Expected price growth,4.13
2021-10-01,Expected price growth,4.17
2021-11-01,Expected price growth,4.23
2021-12-01,Expected price growth,5.05
2022-01-01,Expected price growth,4.32
2022-02-01,Expected price growth,5.01
2016-12-01,Expected price growth (3 month),null
2017-01-01,Expected price growth (3 month),null
2017-02-01,Expected price growth (3 month),2.94
2017-03-01,Expected price growth (3 month),2.81
2017-04-01,Expected price growth (3 month),2.73
2017-05-01,Expected price growth (3 month),2.61
2017-06-01,Expected price growth (3 month),2.51
2017-07-01,Expected price growth (3 month),2.47
2017-08-01,Expected price growth (3 month),2.44
2017-09-01,Expected price growth (3 month),2.42
2017-10-01,Expected price growth (3 month),2.50
2017-11-01,Expected price growth (3 month),2.38
2017-12-01,Expected price growth (3 month),2.28
2018-01-01,Expected price growth (3 month),2.34
2018-02-01,Expected price growth (3 month),2.38
2018-03-01,Expected price growth (3 month),2.32
2018-04-01,Expected price growth (3 month),2.24
2018-05-01,Expected price growth (3 month),2.22
2018-06-01,Expected price growth (3 month),2.27
2018-07-01,Expected price growth (3 month),2.36
2018-08-01,Expected price growth (3 month),2.33
2018-09-01,Expected price growth (3 month),2.29
2018-10-01,Expected price growth (3 month),2.32
2018-11-01,Expected price growth (3 month),2.46
2018-12-01,Expected price growth (3 month),2.48
2019-01-01,Expected price growth (3 month),2.45
2019-02-01,Expected price growth (3 month),2.36
2019-03-01,Expected price growth (3 month),2.31
2019-04-01,Expected price growth (3 month),2.40
2019-05-01,Expected price growth (3 month),2.35
2019-06-01,Expected price growth (3 month),2.40
2019-07-01,Expected price growth (3 month),2.23
2019-08-01,Expected price growth (3 month),2.20
2019-09-01,Expected price growth (3 month),2.31
2019-10-01,Expected price growth (3 month),2.34
2019-11-01,Expected price growth (3 month),2.34
2019-12-01,Expected price growth (3 month),2.28
2020-01-01,Expected price growth (3 month),2.28
2020-02-01,Expected price growth (3 month),2.27
2020-03-01,Expected price growth (3 month),2.03
2020-04-01,Expected price growth (3 month),1.74
2020-05-01,Expected price growth (3 month),1.47
2020-06-01,Expected price growth (3 month),1.42
2020-07-01,Expected price growth (3 month),1.49
2020-08-01,Expected price growth (3 month),1.75
2020-09-01,Expected price growth (3 month),1.92
2020-10-01,Expected price growth (3 month),2.18
2020-11-01,Expected price growth (3 month),2.18
2020-12-01,Expected price growth (3 month),2.45
2021-01-01,Expected price growth (3 month),2.53
2021-02-01,Expected price growth (3 month),2.70
2021-03-01,Expected price growth (3 month),2.76
2021-04-01,Expected price growth (3 month),2.76
2021-05-01,Expected price growth (3 month),2.97
2021-06-01,Expected price growth (3 month),3.07
2021-07-01,Expected price growth (3 month),3.19
2021-08-01,Expected price growth (3 month),3.18
2021-09-01,Expected price growth (3 month),3.48
2021-10-01,Expected price growth (3 month),3.85
2021-11-01,Expected price growth (3 month),4.18
2021-12-01,Expected price growth (3 month),4.48
2022-01-01,Expected price growth (3 month),4.53
2022-02-01,Expected price growth (3 month),4.79
