Date,Team,Value,Detail
1928-03-25,England,1052.272996,
1928-03-31,England,1059.027654,
1928-04-15,England,1059.027654,
1928-05-17,England,1048.086991,
1928-05-19,England,1054.282529,
1928-05-29,England,1054.282529,
1928-12-02,England,1054.282529,
1929-03-03,England,1054.282529,
1929-04-13,England,1060.562644,
1929-05-09,England,1049.890922,
1929-05-11,England,1056.344389,
1929-05-15,England,1062.419497,
1929-12-01,England,1062.419497,
1930-04-05,England,1052.182548,
1930-04-06,England,1052.182548,
1930-05-10,England,1062.310529,
1930-05-11,England,1062.310529,
1931-01-25,England,1062.310529,
1931-03-28,England,1061.008375,
1931-04-12,England,1061.008375,
1931-05-14,England,1050.759722,
1931-05-16,England,1036.242494,
1931-05-20,England,1036.242494,
1931-11-15,England,1036.242494,
1931-12-09,England,1041.836529,
1931-12-13,England,1041.836529,
1932-04-09,England,1052.626614,
1932-04-10,England,1052.626614,
1932-05-08,England,1052.626614,
1932-10-28,England,1052.626614,
1932-11-27,England,1052.626614,
1933-02-12,England,1052.626614,
1933-04-01,England,1062.31567,
1933-05-07,England,1062.31567,
1933-05-13,England,1051.621013,
1933-05-30,England,1052.41693,
1933-10-22,England,1052.41693,
1934-03-25,England,1052.41693,
1934-04-14,England,1059.273822,
1934-05-27,England,1059.273822,
1934-05-31,England,1059.273822,
1934-06-01,England,1059.273822,
1934-06-03,England,1059.273822,
1934-06-10,England,1059.273822,
1934-11-14,England,1069.008635,
1934-12-09,England,1069.008635,
1935-02-17,England,1069.008635,
1935-04-06,England,1081.928836,
1935-05-18,England,1070.737024,
1935-10-27,England,1070.737024,
1935-11-24,England,1070.737024,
1935-12-04,England,1078.002822,
1936-04-04,England,1088.223022,
1936-05-09,England,1087.170398,
1936-05-31,England,1087.170398,
1936-12-13,England,1087.170398,
1937-04-17,England,1071.63601,
1937-04-25,England,1071.63601,
1937-05-14,England,1061.415351,
1937-05-17,England,1069.3295,
1937-05-23,England,1069.3295,
1937-12-05,England,1069.3295,
1938-04-09,England,1077.514817,
1938-05-14,England,1067.430729,
1938-05-15,England,1067.430729,
1938-05-21,England,1078.191898,
1938-05-26,England,1064.208084,
1938-06-05,England,1064.208084,
1938-06-12,England,1064.208084,
1938-06-16,England,1064.208084,
1938-06-19,England,1064.208084,
1938-11-09,England,1070.085123,
1938-12-04,England,1070.085123,
1939-04-15,England,1078.346434,
1939-05-13,England,1088.728819,
1939-05-24,England,1092.525811,
1939-06-08,England,1092.525811,
1939-06-11,England,1092.525811,
1939-07-20,England,1092.525811,
1940-04-14,England,1092.525811,
1940-12-01,England,1092.525811,
1942-04-05,England,1092.525811,
1946-09-30,England,1100.642002,
1946-11-27,England,1107.422774,
1947-04-12,England,1114.253924,
1947-05-03,England,1113.307011,
1947-05-11,England,1113.307011,
1947-05-18,England,1118.501972,
1947-05-25,England,1104.085815,
1947-09-21,England,1109.856044,
1947-11-19,England,1113.815245,
1947-12-14,England,1113.815245,
1948-04-04,England,1113.815245,
1948-04-10,England,1119.928862,
1948-05-16,England,1128.847267,
1948-08-05,England,1128.847267,
1948-09-26,England,1142.288897,
1948-12-02,England,1140.017305,
1949-02-27,England,1140.017305,
1949-04-09,England,1145.049832,
1949-05-13,England,1132.650098,
1949-05-18,England,1117.957692,
1949-05-22,England,1124.43399,
1949-06-12,England,1124.43399,
1949-09-21,England,1130.084386,
1949-11-30,England,1115.79124,
1950-03-05,England,1115.79124,
1950-04-15,England,1128.795426,
1950-05-14,England,1145.979,
1950-05-18,England,1150.344915,
1950-06-25,England,1153.612534,
1950-06-29,England,1165.853775,
1950-07-02,England,1132.829645,
1951-04-08,England,1132.829645,
1951-04-14,England,1111.005857,
1951-05-09,England,1099.464108,
1951-05-19,England,1107.966928,
1951-06-03,England,1107.966928,
1951-10-03,England,1113.037417,
1951-11-11,England,1113.037417,
1952-02-24,England,1113.037417,
1952-04-05,England,1109.131817,
1952-05-18,England,1118.204995,
1952-05-28,England,1119.881774,
1952-10-26,England,1119.881774,
1952-11-26,England,1125.495514,
1953-04-18,England,1129.281538,
1953-04-26,England,1129.281538,
1953-05-17,England,1129.281538,
1953-05-24,England,1127.627561,
1953-05-31,England,1134.132001,
1953-06-08,England,1124.021968,
1953-10-10,England,1128.461454,
1953-11-11,England,1140.551944,
1953-12-13,England,1140.551944,
1954-04-03,England,1152.081053,
1954-04-11,England,1152.081053,
1954-06-17,England,1167.557992,
1954-06-20,England,1155.758212,
1954-06-23,England,1155.758212,
1954-06-26,England,1167.152743,
1954-12-01,England,1147.048208,
1955-01-16,England,1147.048208,
1955-04-02,England,1156.250016,
1955-05-15,England,1162.670751,
1955-05-18,England,1148.074206,
1955-05-22,England,1146.306121,
1955-10-02,England,1130.125201,
1955-11-27,England,1130.125201,
1955-11-30,England,1138.781541,
1956-02-15,England,1138.781541,
1956-04-14,England,1147.254183,
1956-05-09,England,1144.263791,
1956-05-16,England,1153.275443,
1956-05-26,England,1148.647866,
1956-12-05,England,1157.11314,
1957-04-06,England,1171.044072,
1957-05-08,England,1177.597136,
1957-05-15,England,1190.403832,
1957-05-19,England,1201.978454,
1957-05-26,England,1201.978454,
1957-11-27,England,1192.997019,
1957-12-22,England,1192.997019,
1958-04-19,England,1198.552122,
1958-05-07,England,1204.539273,
1958-06-08,England,1208.312196,
1958-06-11,England,1199.370833,
1958-06-15,England,1195.598908,
1958-06-17,England,1189.522376,
1958-11-09,England,1189.522376,
1958-12-13,England,1189.522376,
1959-04-11,England,1162.250557,
1959-05-06,England,1167.99565,
1959-05-13,England,1164.719901,
1959-05-17,England,1155.520346,
1959-05-24,England,1142.262294,
1959-05-28,England,1127.390654,
1959-10-28,England,1130.662706,
1959-11-01,England,1130.662706,
1959-11-29,England,1130.662706,
1960-04-09,England,1119.025951,
1960-05-15,England,1115.898883,
1960-10-26,England,1104.716341,
1961-04-15,England,1114.562394,
1961-05-10,England,1121.085877,
1961-05-21,England,1127.226703,
1961-06-24,England,1120.338241,
1961-10-25,England,1128.143169,
1962-04-14,England,1140.391533,
1962-05-05,England,1140.391533,
1962-05-09,England,1127.347509,
1962-05-13,England,1127.347509,
1962-05-20,England,1134.060006,
1962-05-31,England,1141.722053,
1962-06-02,England,1120.61338,
1962-06-07,England,1136.813678,
1962-06-10,England,1126.485414,
1962-10-03,England,1110.831554,
1962-12-02,England,1110.831554,
1963-02-27,England,1104.086147,
1963-03-27,England,1104.086147,
1963-04-06,England,1077.841126,
1963-05-08,England,1066.876275,
1963-06-05,England,1071.422736,
1964-04-11,England,1078.029869,
1964-05-06,England,1067.717959,
1964-05-17,England,1078.407775,
1964-05-24,England,1085.703066,
1964-05-27,England,1094.53349,
1964-05-30,England,1098.191727,
1964-06-04,England,1091.882226,
1964-06-06,England,1088.632902,
1964-10-21,England,1077.355885,
1964-11-04,England,1077.355885,
1964-12-05,England,1077.355885,
1964-12-09,England,1072.872811,
1965-04-10,England,1069.315472,
1965-05-01,England,1069.315472,
1965-05-12,England,1069.551038,
1965-05-16,England,1079.507147,
1965-06-16,England,1079.507147,
1965-06-23,England,1079.507147,
1965-06-27,England,1079.507147,
1965-11-09,England,1079.507147,
1965-12-07,England,1079.507147,
1965-12-08,England,1089.175892,
1966-01-05,England,1100.709593,
1966-02-23,England,1096.377132,
1966-03-19,England,1096.377132,
1966-04-02,England,1105.434978,
1966-06-14,England,1105.434978,
1966-06-29,England,1113.732437,
1966-07-03,England,1119.172411,
1966-07-05,England,1125.110951,
1966-07-11,England,1130.503308,
1966-07-13,England,1130.503308,
1966-07-16,England,1129.154626,
1966-07-19,England,1129.154626,
1966-07-20,England,1145.305002,
1966-07-23,England,1156.494506,
1966-07-26,England,1172.952017,
1966-07-30,England,1190.564072,
1966-11-26,England,1190.564072,
1967-03-27,England,1190.564072,
1967-04-15,England,1208.93977,
1967-05-24,England,1179.029625,
1967-06-25,England,1179.029625,
1968-02-24,England,1187.057907,
1968-04-03,England,1179.557295,
1968-04-06,England,1179.557295,
1968-04-20,England,1179.557295,
1968-05-08,England,1195.14287,
1968-05-22,England,1209.059042,
1968-06-01,England,1214.883206,
1968-06-05,England,1202.741764,
1968-06-08,England,1174.30984,
1968-06-10,England,1174.30984,
1968-10-23,England,1174.30984,
1968-11-06,England,1192.260764,
1968-12-11,England,1186.877043,
1969-01-01,England,1186.877043,
1969-01-05,England,1186.877043,
1969-01-15,England,1181.410366,
1969-03-12,England,1176.366777,
1969-05-10,England,1180.324541,
1969-05-24,England,1180.324541,
1969-06-01,England,1187.855732,
1969-06-08,England,1184.787448,
1969-06-12,England,1191.972006,
1969-09-26,England,1191.972006,
1969-11-04,England,1191.972006,
1969-11-05,England,1181.949716,
1969-12-10,England,1185.786008,
1970-01-14,England,1192.052518,
1970-02-25,England,1185.646162,
1970-04-21,England,1189.006334,
1970-04-25,England,1194.163323,
1970-05-10,England,1194.163323,
1970-05-20,England,1190.253925,
1970-05-24,England,1194.298174,
1970-06-02,England,1197.432099,
1970-06-03,England,1197.432099,
1970-06-06,England,1197.432099,
1970-06-07,England,1207.240533,
1970-06-11,England,1188.14622,
1970-06-14,England,1203.37496,
1970-06-17,England,1203.37496,
1970-06-21,England,1203.37496,
1971-04-21,England,1183.970768,
1971-05-15,England,1191.385575,
1971-05-22,England,1196.78477,
1971-06-09,England,1196.78477,
1971-09-25,England,1196.78477,
1971-10-09,England,1196.78477,
1971-10-13,England,1202.725602,
1971-11-10,England,1211.372364,
1971-12-01,England,1199.363486,
1972-04-29,England,1206.017763,
1972-05-13,England,1187.003316,
1972-05-23,England,1190.15237,
1972-05-27,England,1175.585121,
1972-06-17,England,1175.585121,
1972-06-21,England,1175.585121,
1972-09-20,England,1175.585121,
1973-01-13,England,1175.585121,
1973-02-14,England,1181.515283,
1973-02-25,England,1181.515283,
1973-05-12,England,1187.831231,
1973-05-19,England,1193.357145,
1973-06-06,England,1199.230329,
1973-06-14,England,1167.530167,
1973-09-29,England,1167.530167,
1973-10-17,England,1156.945351,
1973-11-14,England,1148.260457,
1974-04-03,England,1138.739832,
1974-05-15,England,1137.050362,
1974-05-18,England,1143.675957,
1974-05-22,England,1130.594334,
1974-06-01,England,1129.675958,
1974-06-15,England,1129.675958,
1974-06-19,England,1129.675958,
1974-06-23,England,1129.675958,
1974-11-20,England,1135.122649,
1974-12-29,England,1135.122649,
1975-03-12,England,1132.04121,
1975-04-04,England,1132.04121,
1975-05-17,England,1146.194648,
1975-05-21,England,1142.071294,
1975-05-24,England,1138.881389,
1975-06-05,England,1138.881389,
1975-09-29,England,1138.881389,
1975-11-19,England,1147.421948,
1975-11-22,England,1147.421948,
1976-03-24,England,1143.718897,
1976-04-07,England,1143.718897,
1976-05-08,England,1150.86322,
1976-05-11,England,1157.17265,
1976-05-15,England,1162.994275,
1976-05-23,England,1151.056498,
1976-05-28,England,1144.007142,
1976-06-05,England,1144.007142,
1976-09-08,England,1154.243257,
1976-09-22,England,1154.243257,
1976-09-25,England,1154.243257,
1976-11-17,England,1148.93512,
1976-12-22,England,1148.93512,
1977-01-26,England,1148.93512,
1977-02-09,England,1129.606497,
1977-05-28,England,1120.184658,
1977-05-31,England,1126.902402,
1977-06-04,England,1114.430141,
1977-06-08,England,1103.978073,
1977-06-12,England,1108.348618,
1977-06-15,England,1108.013333,
1977-09-07,England,1104.020156,
1977-10-15,England,1104.020156,
1977-11-16,England,1099.945774,
1977-12-21,England,1099.945774,
1978-02-08,England,1099.945774,
1978-02-22,England,1124.664782,
1978-04-19,England,1118.637635,
1978-05-13,England,1122.815819,
1978-05-16,England,1130.508167,
1978-05-18,England,1130.508167,
1978-05-20,England,1136.533321,
1978-06-02,England,1136.533321,
1978-06-06,England,1136.533321,
1978-06-10,England,1136.533321,
1978-06-14,England,1136.533321,
1978-06-18,England,1136.533321,
1978-06-21,England,1136.533321,
1978-06-24,England,1136.533321,
1978-09-20,England,1146.206085,
1978-09-23,England,1146.206085,
1978-10-25,England,1154.354469,
1978-11-08,England,1154.354469,
1979-02-07,England,1149.07741,
1979-02-24,England,1149.07741,
1979-05-19,England,1159.892731,
1979-05-23,England,1164.823366,
1979-05-26,England,1160.982245,
1979-06-06,England,1168.468411,
1979-06-10,England,1177.797911,
1979-06-13,England,1177.797911,
1979-09-12,England,1171.882601,
1979-10-17,England,1178.415344,
1979-11-22,England,1187.308099,
1980-02-06,England,1196.164696,
1980-02-16,England,1196.164696,
1980-03-15,England,1196.164696,
1980-03-26,England,1200.141767,
1980-05-13,England,1208.176604,
1980-05-17,England,1217.155432,
1980-05-20,England,1202.016244,
1980-05-24,England,1196.247117,
1980-05-31,England,1202.455811,
1980-06-12,England,1208.220266,
1980-06-15,England,1199.925966,
1980-06-18,England,1178.967367,
1980-06-21,England,1178.967367,
1980-09-10,England,1194.660705,
1980-09-24,England,1194.660705,
1980-10-15,England,1199.00017,
1980-11-01,England,1199.00017,
1980-11-15,England,1199.00017,
1980-11-19,England,1169.322531,
1981-01-06,England,1169.322531,
1981-03-25,England,1177.831969,
1981-04-29,England,1165.272206,
1981-05-12,England,1158.518063,
1981-05-23,England,1152.300151,
1981-05-30,England,1139.560748,
1981-06-03,England,1139.560748,
1981-09-09,England,1108.918506,
1981-09-23,England,1108.918506,
1981-10-17,England,1108.918506,
1982-02-23,England,1075.22919,
1982-04-27,England,1083.018118,
1982-05-25,England,1091.522622,
1982-05-29,England,1102.043016,
1982-06-14,England,1102.043016,
1982-06-16,England,1110.903361,
1982-06-18,England,1110.903361,
1982-06-20,England,1131.580508,
1982-06-23,England,1131.580508,
1982-06-25,England,1151.018235,
1982-06-29,England,1162.474379,
1982-07-05,England,1170.324363,
1982-07-08,England,1170.324363,
1982-07-11,England,1170.324363,
1982-09-22,England,1164.53259,
1982-10-13,England,1154.867096,
1982-11-13,England,1154.867096,
1982-11-17,England,1148.159408,
1982-12-04,England,1148.159408,
1983-02-23,England,1157.117015,
1983-03-30,England,1163.345937,
1983-04-16,England,1163.345937,
1983-05-28,England,1151.440764,
1983-05-29,England,1151.440764,
1983-06-01,England,1148.443189,
1983-06-11,England,1155.880037,
1983-06-15,England,1152.811718,
1983-06-18,England,1159.904252,
1983-09-21,England,1156.627607,
1983-10-15,England,1156.627607,
1983-11-16,England,1156.627607,
1984-02-04,England,1156.627607,
1984-02-29,England,1128.57576,
1984-03-03,England,1128.57576,
1984-04-07,England,1128.57576,
1984-04-24,England,1118.920747,
1984-05-02,England,1127.980138,
1984-05-26,England,1114.141765,
1984-05-30,England,1114.141765,
1984-06-10,England,1112.973132,
1984-06-13,England,1128.510574,
1984-06-17,England,1115.568811,
1984-09-26,England,1115.568811,
1984-11-14,England,1112.828071,
1985-02-27,England,1121.432706,
1985-03-26,England,1138.006778,
1985-04-03,England,1138.006778,
1985-05-01,England,1144.73946,
1985-05-25,England,1141.429736,
1985-06-02,England,1141.429736,
1985-06-06,England,1128.907133,
1985-06-09,England,1118.744325,
1985-06-12,England,1106.052211,
1985-06-16,England,1119.10446,
1985-08-02,England,1119.10446,
1985-09-11,England,1123.715687,
1985-10-16,England,1121.782051,
1985-11-13,England,1129.813588,
1986-04-23,England,1125.072282,
1986-05-17,England,1133.824394,
1986-05-31,England,1133.824394,
1986-06-03,England,1141.773207,
1986-06-05,England,1141.773207,
1986-06-06,England,1117.710471,
1986-06-10,England,1117.710471,
1986-06-11,England,1110.880818,
1986-06-17,England,1110.880818,
1986-06-18,England,1128.73546,
1986-06-22,England,1144.137489,
1986-09-10,England,1122.505527,
1986-10-15,England,1111.164275,
1987-02-14,England,1111.164275,
1987-02-18,England,1126.231052,
1987-04-01,England,1136.722598,
1987-04-29,England,1149.581617,
1987-05-19,England,1136.773572,
1987-05-23,England,1141.006352,
1987-06-03,England,1141.006352,
1987-09-09,England,1137.147107,
1987-09-23,England,1137.147107,
1987-10-14,England,1128.103023,
1987-11-14,England,1128.103023,
1987-12-05,England,1128.103023,
1988-03-23,England,1136.533487,
1988-03-31,England,1136.533487,
1988-05-21,England,1133.184017,
1988-05-24,England,1140.238536,
1988-05-28,England,1135.769221,
1988-06-04,England,1135.769221,
1988-06-10,England,1135.769221,
1988-06-12,England,1141.549016,
1988-06-14,England,1141.549016,
1988-06-15,England,1116.26595,
1988-06-17,England,1116.26595,
1988-06-18,England,1090.606876,
1988-06-22,England,1090.606876,
1988-09-14,England,1072.919033,
1988-10-19,England,1083.073396,
1988-11-16,England,1083.073396,
1988-12-22,England,1083.073396,
1989-02-08,England,1084.404803,
1989-02-22,England,1084.404803,
1989-03-29,England,1084.404803,
1989-04-22,England,1084.404803,
1989-04-26,England,1084.404803,
1989-05-23,England,1090.187501,
1989-05-27,England,1087.634608,
1989-06-03,England,1096.557096,
1989-06-07,England,1114.466488,
1989-09-06,England,1113.191666,
1989-09-20,England,1113.191666,
1989-10-11,England,1112.557683,
1989-11-15,England,1108.94621,
1990-02-21,England,1108.94621,
1990-03-28,England,1110.81623,
1990-05-15,England,1125.599815,
1990-05-22,England,1134.206355,
1990-06-09,England,1134.206355,
1990-06-11,England,1121.134914,
1990-06-14,England,1121.134914,
1990-06-16,England,1119.869709,
1990-06-19,England,1119.869709,
1990-06-21,England,1120.34297,
1990-06-25,England,1120.34297,
1990-06-26,England,1133.254186,
1990-06-30,England,1133.254186,
1990-07-01,England,1150.500996,
1990-07-03,England,1150.500996,
1990-07-04,England,1166.270138,
1990-07-07,England,1170.750491,
1990-09-26,England,1170.750491,
1990-10-17,England,1154.033947,
1990-11-14,England,1165.979058,
1991-02-06,England,1163.924291,
1991-02-13,England,1163.924291,
1991-03-27,England,1171.022071,
1991-05-01,England,1171.022071,
1991-05-25,England,1168.885074,
1991-06-01,England,1168.518827,
1991-06-12,England,1168.518827,
1991-09-11,England,1175.148753,
1991-09-25,England,1175.148753,
1991-11-13,England,1165.204518,
1992-02-19,England,1156.310083,
1992-05-17,England,1168.008255,
1992-05-31,England,1168.008255,
1992-06-04,England,1168.008255,
1992-06-06,England,1168.008255,
1992-06-11,England,1169.79708,
1992-06-14,England,1164.116951,
1992-06-17,England,1164.791475,
1992-09-09,England,1140.943869,
1992-10-14,England,1130.722104,
1992-11-18,England,1122.569661,
1993-01-20,England,1122.569661,
1993-02-17,England,1131.67785,
1993-02-24,England,1131.67785,
1993-03-31,England,1144.441088,
1993-04-28,England,1151.708609,
1993-05-29,England,1149.969427,
1993-06-02,England,1144.45823,
1993-06-09,England,1116.039538,
1993-06-13,England,1101.864385,
1993-06-19,England,1105.711593,
1993-09-08,England,1097.575675,
1993-10-13,England,1115.261944,
1993-11-17,England,1095.375102,
1994-02-16,England,1095.375102,
1994-03-09,England,1107.596524,
1994-05-17,England,1118.144945,
1994-05-22,England,1124.372534,
1994-05-27,England,1124.372534,
1994-06-18,England,1124.372534,
1994-06-23,England,1124.372534,
1994-06-28,England,1124.372534,
1994-07-05,England,1124.372534,
1994-07-09,England,1124.372534,
1994-07-13,England,1124.372534,
1994-07-17,England,1124.372534,
1994-09-07,England,1121.796631,
1994-10-12,England,1127.98249,
1994-11-16,England,1127.470466,
1994-12-21,England,1127.470466,
1995-03-29,England,1134.491205,
1995-06-08,England,1132.597026,
1995-06-11,England,1131.581057,
1995-09-06,England,1125.553846,
1995-09-07,England,1125.553846,
1995-10-08,England,1125.553846,
1995-10-11,England,1124.485413,
1995-11-15,England,1123.03754,
1995-12-12,England,1130.16556,
1996-01-25,England,1130.16556,
1996-03-27,England,1129.571289,
1996-04-24,England,1137.588836,
1996-05-29,England,1137.588836,
1996-06-01,England,1137.588836,
1996-06-08,England,1137.935175,
1996-06-11,England,1137.935175,
1996-06-14,England,1137.935175,
1996-06-15,England,1130.674364,
1996-06-18,England,1145.993028,
1996-06-19,England,1145.993028,
1996-06-22,England,1165.276595,
1996-06-26,England,1166.53753,
1996-09-01,England,1169.908799,
1996-10-05,England,1169.908799,
1996-10-09,England,1182.111367,
1996-11-06,England,1182.111367,
1997-01-22,England,1182.111367,
1997-02-12,England,1193.181612,
1997-03-29,England,1174.673531,
1997-04-02,England,1174.673531,
1997-04-30,England,1174.673531,
1997-05-24,England,1181.538744,
1997-05-31,England,1186.742391,
1997-06-04,England,1197.29389,
1997-06-07,England,1208.595315,
1997-06-08,England,1208.595315,
1997-06-10,England,1219.284434,
1997-06-11,England,1219.284434,
1997-09-10,England,1211.495412,
1997-10-11,England,1219.659288,
1997-10-29,England,1219.659288,
1997-11-15,England,1219.734865,
1998-01-28,England,1219.734865,
1998-02-11,England,1223.795665,
1998-03-25,England,1209.96641,
1998-04-22,England,1203.906997,
1998-06-02,England,1203.906997,
1998-06-11,England,1203.906997,
1998-06-15,England,1212.089568,
1998-06-17,England,1212.089568,
1998-06-22,England,1221.23495,
1998-06-23,England,1221.23495,
1998-06-26,England,1194.471709,
1998-06-27,England,1194.471709,
1998-06-30,England,1206.799359,
1998-07-03,England,1206.799359,
1998-09-05,England,1206.525697,
1998-10-10,England,1181.095711,
1998-10-14,England,1172.108459,
1998-11-18,England,1174.88598,
1999-02-10,England,1184.212697,
1999-03-27,England,1177.315734,
1999-03-31,England,1177.315734,
1999-04-28,England,1190.332362,
1999-06-05,England,1185.746728,
1999-06-09,England,1184.354108,
1999-09-04,England,1174.173707,
1999-09-08,England,1176.778788,
1999-10-09,England,1176.778788,
1999-10-10,England,1169.971974,
1999-11-13,England,1175.643236,
1999-11-17,England,1189.668842,
2000-02-23,England,1162.261453,
2000-03-29,England,1162.261453,
2000-04-26,England,1162.261453,
2000-05-27,England,1163.516549,
2000-05-31,England,1166.32882,
2000-06-03,England,1174.282787,
2000-06-11,England,1174.282787,
2000-06-12,England,1176.240015,
2000-06-14,England,1176.240015,
2000-06-17,England,1156.25163,
2000-06-19,England,1156.25163,
2000-06-20,England,1179.105763,
2000-06-24,England,1179.105763,
2000-06-29,England,1179.105763,
2000-07-02,England,1179.105763,
2000-09-02,England,1155.164776,
2000-09-03,England,1155.164776,
2000-10-07,England,1160.064019,
2000-10-11,England,1141.887152,
2000-11-15,England,1132.867422,
2001-02-28,England,1125.712762,
2001-03-24,England,1138.297979,
2001-03-28,England,1150.604002,
2001-04-25,England,1150.604002,
2001-05-25,England,1157.387098,
2001-06-02,England,1157.387098,
2001-06-06,England,1164.21724,
2001-08-15,England,1178.001241,
2001-09-01,England,1170.03875,
2001-09-05,England,1192.450539,
2001-10-06,England,1197.442228,
2001-11-07,England,1197.442228,
2001-11-10,England,1188.056932,
2002-02-13,England,1188.146167,
2002-03-27,England,1189.498467,
2002-04-17,England,1181.377205,
2002-05-18,England,1181.377205,
2002-05-21,England,1187.72993,
2002-05-26,England,1184.057163,
2002-06-02,England,1181.868592,
2002-06-03,England,1181.868592,
2002-06-07,England,1180.687044,
2002-06-08,England,1180.687044,
2002-06-12,England,1205.885646,
2002-06-13,England,1205.885646,
2002-06-15,England,1198.393043,
2002-06-18,England,1198.393043,
2002-06-21,England,1218.601379,
2002-08-21,England,1218.601379,
2002-09-07,England,1199.939624,
2002-10-12,England,1199.962484,
2002-10-16,England,1209.805768,
2002-11-20,England,1209.805768,
2003-02-12,England,1195.423925,
2003-03-29,England,1182.522589,
2003-04-02,England,1185.352423,
2003-04-30,England,1185.352423,
2003-05-22,England,1204.306357,
2003-06-03,England,1211.218764,
2003-06-11,England,1215.821488,
2003-08-20,England,1225.052976,
2003-09-06,England,1232.880839,
2003-09-10,England,1237.974544,
2003-10-11,England,1239.970733,
2003-11-12,England,1239.970733,
2003-11-16,England,1235.78357,
2004-02-18,England,1224.176575,
2004-03-31,England,1224.065168,
2004-04-28,England,1224.065168,
2004-05-30,England,1224.065168,
2004-06-01,England,1210.301045,
2004-06-05,England,1207.661752,
2004-06-13,England,1211.685961,
2004-06-14,England,1211.685961,
2004-06-17,England,1196.62209,
2004-06-18,England,1196.62209,
2004-06-21,England,1208.915279,
2004-06-22,England,1208.915279,
2004-06-24,England,1226.547457,
2004-08-18,England,1226.470335,
2004-09-04,England,1230.868161,
2004-09-08,England,1219.86296,
2004-10-09,England,1233.0415,
2004-10-13,England,1241.039818,
2004-11-17,England,1244.559705,
2005-02-09,England,1234.614765,
2005-03-26,England,1234.230341,
2005-03-30,England,1239.246561,
2005-05-28,England,1242.452574,
2005-05-31,England,1250.065048,
2005-06-04,England,1250.065048,
2005-06-08,England,1250.065048,
2005-06-11,England,1250.065048,
2005-08-17,England,1255.094636,
2005-09-03,England,1242.02658,
2005-09-07,England,1248.272966,
2005-10-08,England,1212.816459,
2005-10-12,England,1222.507465,
2005-11-12,England,1239.820896,
2005-11-16,England,1239.820896,
2006-03-01,England,1248.782083,
2006-05-30,England,1254.747909,
2006-05-31,England,1254.747909,
2006-06-02,England,1254.747909,
2006-06-03,England,1258.529413,
2006-06-10,England,1262.194771,
2006-06-12,England,1262.194771,
2006-06-15,England,1273.491022,
2006-06-17,England,1273.491022,
2006-06-20,England,1279.983114,
