Date,Type of work,Value,
2020-12-10,Software development,2.044836457,
2020-12-11,Software development,1.806321205,
2020-12-12,Software development,1.679162073,
2020-12-13,Software development,1.245497979,
2020-12-14,Software development,1.265711136,
2020-12-15,Software development,1.948180816,
2020-12-16,Software development,1.900771775,
2020-12-17,Software development,1.835354649,
2020-12-18,Software development,1.753399485,
2020-12-19,Software development,1.585446527,
2020-12-20,Software development,1.134509372,
2020-12-21,Software development,1.121646454,
2020-12-22,Software development,1.60676222,
2020-12-23,Software development,1.621462698,
2020-12-24,Software development,1.494303565,
2020-12-25,Software development,1.271223815,
2020-12-26,Software development,0.965453877,
2020-12-27,Software development,1.011025358,
2020-12-28,Software development,1.110621095,
2020-12-29,Software development,1.545020213,
2020-12-30,Software development,1.462697538,
2020-12-31,Software development,1.452774715,
2021-01-01,Software development,1.105475928,
2021-01-02,Software development,0.895259096,
2021-01-03,Software development,1.061006983,
2021-01-04,Software development,1.284821757,
2021-01-05,Software development,1.665931643,
2021-01-06,Software development,1.736126424,
2021-01-07,Software development,2.527012128,
2021-01-08,Software development,1.726203602,
2021-01-09,Software development,1.544652701,
2021-01-10,Software development,1.214994487,
2021-01-11,Software development,1.158030136,
2021-01-12,Software development,1.806321205,
2021-01-13,Software development,1.827269386,
2021-01-15,Software development,1.482175671,
2021-01-16,Software development,1.636530687,
2021-01-17,Software development,1.303564866,
2021-01-18,Software development,1.288864388,
2021-01-19,Software development,1.869165748,
2021-01-20,Software development,1.951120911,
2021-01-21,Software development,1.968393973,
2021-01-22,Software development,1.858507902,
2021-01-23,Software development,1.759647189,
2021-01-24,Software development,1.305769938,
2021-01-25,Software development,1.197353914,
2021-01-26,Software development,1.991179713,
2021-01-27,Software development,1.906284454,
2021-01-28,Software development,1.918044836,
2021-01-29,Software development,1.882028666,
2021-01-30,Software development,1.68246968,
2021-01-31,Software development,1.294009555,
2021-02-01,Software development,1.24770305,
2021-02-02,Software development,1.93568541,
2021-02-03,Software development,1.930540243,
2021-02-04,Software development,1.968761485,
2021-02-05,Software development,1.934215362,
2021-02-06,Software development,1.678427049,
2021-02-07,Software development,1.326718118,
2021-02-08,Software development,1.363836825,
2021-02-09,Software development,1.914737229,
2021-02-10,Software development,2.003675119,
2021-02-11,Software development,1.952958471,
2021-02-12,Software development,1.90554943,
2021-02-13,Software development,1.709665564,
2021-02-14,Software development,1.335538405,
2021-02-15,Software development,1.141492098,
2021-02-16,Software development,1.876148475,
2021-02-17,Software development,2.017640573,
2021-02-18,Software development,1.973906652,
2021-02-19,Software development,2.009922822,
2020-01-01,Writing and translation,1,
2020-01-02,Writing and translation,0.88372093,
2020-01-03,Writing and translation,1.35250918,
2020-01-04,Writing and translation,1.462668299,
2020-01-05,Writing and translation,1.132190942,
2020-01-06,Writing and translation,1.097919217,
2020-01-07,Writing and translation,1.438188494,
2020-01-08,Writing and translation,1.463892289,
2020-01-09,Writing and translation,1.449204406,
2020-01-10,Writing and translation,1.714810282,
2020-01-11,Writing and translation,1.435740514,
2020-01-12,Writing and translation,1.151774786,
2020-01-13,Writing and translation,1.298653611,
2020-01-14,Writing and translation,1.614443084,
2020-01-15,Writing and translation,1.806609547,
2020-01-16,Writing and translation,1.654834761,
2020-01-17,Writing and translation,1.679314565,
2020-01-18,Writing and translation,1.662178703,
2020-01-19,Writing and translation,1.186046512,
2020-01-20,Writing and translation,1.186046512,
2020-01-21,Writing and translation,1.949816401,
2020-01-22,Writing and translation,1.875152999,
2020-01-23,Writing and translation,1.643818849,
2020-01-24,Writing and translation,1.675642595,
2020-01-25,Writing and translation,1.526315789,
2020-01-26,Writing and translation,1.062423501,
2020-01-27,Writing and translation,1.23378213,
2020-01-28,Writing and translation,1.736842105,
2020-01-29,Writing and translation,1.690330477,
2020-01-30,Writing and translation,1.733170135,
2020-01-31,Writing and translation,1.833537332,
2020-02-01,Writing and translation,1.541003672,
2020-02-02,Writing and translation,1.126070991,
2020-02-03,Writing and translation,1.130966952,
2020-02-04,Writing and translation,1.892288862,
2020-02-05,Writing and translation,1.913096695,
2020-02-06,Writing and translation,1.809057528,
2020-02-07,Writing and translation,1.731946144,
2020-02-08,Writing and translation,1.70624235,
2020-02-09,Writing and translation,1.203182375,
2020-02-10,Writing and translation,1.188494492,
2020-02-11,Writing and translation,1.847001224,
2020-02-12,Writing and translation,1.82374541,
2020-02-13,Writing and translation,1.776009792,
2020-02-14,Writing and translation,1.631578947,
2020-02-15,Writing and translation,1.436964504,
2020-02-16,Writing and translation,1.128518972,
2020-02-17,Writing and translation,1.084455324,
2020-02-18,Writing and translation,1.784577723,
2020-02-19,Writing and translation,1.692778458,
2020-02-20,Writing and translation,1.843329253,
2020-02-21,Writing and translation,1.734394125,
2020-02-22,Writing and translation,1.487148103,
2020-02-23,Writing and translation,1.23623011,
2020-02-24,Writing and translation,1.179926561,
2020-02-25,Writing and translation,1.739290086,
2020-02-26,Writing and translation,1.917992656,
2020-02-27,Writing and translation,1.756425949,
2020-02-28,Writing and translation,1.620563035,
2020-02-29,Writing and translation,1.451652387,
2020-03-01,Writing and translation,1.139534884,
2020-03-02,Writing and translation,1.29375765,
2020-03-03,Writing and translation,1.796817625,
2020-03-04,Writing and translation,1.539779682,
2020-03-05,Writing and translation,1.76744186,
2020-03-06,Writing and translation,1.64504284,
2020-03-07,Writing and translation,1.532435741,
2020-03-08,Writing and translation,1.212974296,
2020-03-09,Writing and translation,1.140758874,
2020-03-10,Writing and translation,1.627906977,
2020-03-11,Writing and translation,1.607099143,
2020-03-12,Writing and translation,1.70624235,
2020-03-13,Writing and translation,1.615667075,
2020-03-14,Writing and translation,1.451652387,
2020-03-15,Writing and translation,1.156670747,
2020-03-16,Writing and translation,1.051407589,
2020-03-17,Writing and translation,1.52998776,
2020-03-18,Writing and translation,1.602203182,
2020-03-19,Writing and translation,1.484700122,
2020-03-20,Writing and translation,1.454100367,
2020-03-21,Writing and translation,1.392900857,
2020-03-22,Writing and translation,1.130966952,
2020-03-23,Writing and translation,0.902080783,
2020-03-24,Writing and translation,1.347613219,
2020-03-25,Writing and translation,1.259485924,
2020-03-26,Writing and translation,1.259485924,
2020-03-27,Writing and translation,1.263157895,
2020-03-28,Writing and translation,1.287637699,
2020-03-29,Writing and translation,0.988984088,
2020-03-30,Writing and translation,0.970624235,
2020-03-31,Writing and translation,1.421052632,
2020-04-01,Writing and translation,1.35128519,
2020-04-02,Writing and translation,1.447980416,
2020-04-03,Writing and translation,1.613219094,
2020-04-04,Writing and translation,1.320685435,
2020-04-05,Writing and translation,1.188494492,
2020-04-06,Writing and translation,1.051407589,
2020-04-07,Writing and translation,1.457772338,
2020-04-08,Writing and translation,1.515299878,
2020-04-09,Writing and translation,1.576499388,
2020-04-10,Writing and translation,1.740514076,
2020-04-11,Writing and translation,1.70869033,
2020-04-12,Writing and translation,1.298653611,
2020-04-13,Writing and translation,1.249694002,
2020-04-14,Writing and translation,1.634026928,
2020-04-15,Writing and translation,1.757649939,
2020-04-16,Writing and translation,1.800489596,
2020-04-17,Writing and translation,1.714810282,
2020-04-18,Writing and translation,1.653610771,
2020-04-19,Writing and translation,1.339045288,
2020-04-20,Writing and translation,1.342717258,
2020-04-21,Writing and translation,1.685434517,
2020-04-22,Writing and translation,1.867809058,
2020-04-23,Writing and translation,1.988984088,
2020-04-24,Writing and translation,1.678090575,
2020-04-25,Writing and translation,1.777233782,
2020-04-26,Writing and translation,1.305997552,
2020-04-27,Writing and translation,1.493268054,
2020-04-28,Writing and translation,1.776009792,
2020-04-29,Writing and translation,1.719706242,
2020-04-30,Writing and translation,1.7625459,
2020-05-01,Writing and translation,1.626682987,
2020-05-02,Writing and translation,1.511627907,
2020-05-03,Writing and translation,1.328029376,
2020-05-04,Writing and translation,1.397796818,
2020-05-05,Writing and translation,1.769889841,
2020-05-06,Writing and translation,1.756425949,
2020-05-07,Writing and translation,1.809057528,
2020-05-08,Writing and translation,1.70379437,
2020-05-09,Writing and translation,1.576499388,
2020-05-10,Writing and translation,1.348837209,
2020-05-11,Writing and translation,1.215422277,
2020-05-12,Writing and translation,1.638922889,
2020-05-13,Writing and translation,1.671970624,
2020-05-14,Writing and translation,1.827417381,
2020-05-15,Writing and translation,1.687882497,
2020-05-16,Writing and translation,1.682986536,
2020-05-17,Writing and translation,1.433292534,
2020-05-18,Writing and translation,1.190942472,
2020-05-19,Writing and translation,1.815177479,
2020-05-20,Writing and translation,1.788249694,
2020-05-21,Writing and translation,1.864137087,
2020-05-22,Writing and translation,1.800489596,
2020-05-23,Writing and translation,1.613219094,
2020-05-24,Writing and translation,1.403916769,
2020-05-25,Writing and translation,1.29498164,
2020-05-26,Writing and translation,1.659730722,
2020-05-27,Writing and translation,1.785801714,
2020-05-28,Writing and translation,1.752753978,
2020-05-29,Writing and translation,1.591187271,
2020-05-30,Writing and translation,1.769277846,
2020-05-31,Writing and translation,1.05630355,
2020-06-01,Writing and translation,1.018359853,
2020-06-02,Writing and translation,1.305997552,
2020-06-03,Writing and translation,1.246022032,
2020-06-04,Writing and translation,0.996328029,
2020-06-05,Writing and translation,1.212974296,
2020-06-06,Writing and translation,1.154222766,
2020-06-07,Writing and translation,1.048959608,
2020-06-08,Writing and translation,0.900856793,
2020-06-09,Writing and translation,1.206854345,
2020-06-10,Writing and translation,1.187270502,
2020-06-11,Writing and translation,1.301101591,
2020-06-12,Writing and translation,1.070991432,
2020-06-13,Writing and translation,2.861689106,
2020-06-14,Writing and translation,1.121175031,
2020-06-15,Writing and translation,1.069767442,
2020-06-16,Writing and translation,1.991432069,
2020-06-17,Writing and translation,1.154222766,
2020-06-18,Writing and translation,1.104039168,
2020-06-19,Writing and translation,1.150550796,
2020-06-20,Writing and translation,1.089351285,
2020-06-21,Writing and translation,0.835985312,
2020-06-22,Writing and translation,0.831089351,
2020-06-23,Writing and translation,1.156670747,
2020-06-24,Writing and translation,1.074663403,
2020-06-25,Writing and translation,1.179926561,
2020-06-26,Writing and translation,1.126070991,
2020-06-27,Writing and translation,1.042839657,
2020-06-28,Writing and translation,0.738066095,
2020-06-29,Writing and translation,0.865361077,
2020-06-30,Writing and translation,1.214198286,
2020-07-01,Writing and translation,1.137086903,
2020-07-02,Writing and translation,1.100367197,
2020-07-03,Writing and translation,1.264381885,
2020-07-04,Writing and translation,1.221542228,
2020-07-05,Writing and translation,0.971848225,
2020-07-06,Writing and translation,0.908200734,
2020-07-10,Writing and translation,0.600979192,
2020-07-11,Writing and translation,0.565483476,
2020-07-12,Writing and translation,2.771113831,
2020-07-13,Writing and translation,0.457772338,
2020-07-14,Writing and translation,1.143206854,
2020-07-15,Writing and translation,1.282741738,
2020-07-16,Writing and translation,1.277845777,
2020-07-17,Writing and translation,1.129742962,
2020-07-18,Writing and translation,0.954712362,
2020-07-19,Writing and translation,0.758873929,
2020-07-20,Writing and translation,0.794369645,
2020-07-21,Writing and translation,0.493268054,
2020-07-22,Writing and translation,1.702570379,
2020-07-23,Writing and translation,1.11750306,
2020-07-24,Writing and translation,1.129742962,
2020-07-25,Writing and translation,1.05630355,
2020-07-26,Writing and translation,0.720930233,
2020-07-27,Writing and translation,0.812729498,
2020-07-28,Writing and translation,1.113831089,
2020-07-29,Writing and translation,1.063647491,
2020-07-30,Writing and translation,1.082007344,
2020-07-31,Writing and translation,1.078335373,
2020-08-01,Writing and translation,1.091799266,
2020-08-02,Writing and translation,0.723378213,
2020-08-03,Writing and translation,0.755201958,
2020-08-04,Writing and translation,1.121175031,
2020-08-05,Writing and translation,1.194614443,
2020-08-06,Writing and translation,1.133414933,
2020-08-07,Writing and translation,1.11505508,
2020-08-08,Writing and translation,1.055079559,
2020-08-09,Writing and translation,0.82374541,
2020-08-10,Writing and translation,0.76499388,
2020-08-11,Writing and translation,1.062423501,
2020-08-12,Writing and translation,1.182374541,
2020-08-13,Writing and translation,1.11750306,
2020-08-14,Writing and translation,1.138310894,
2020-08-15,Writing and translation,0.905752754,
2020-08-16,Writing and translation,0.82619339,
2020-08-17,Writing and translation,0.869033048,
2020-08-18,Writing and translation,1.105263158,
2020-08-19,Writing and translation,1.078335373,
2020-08-20,Writing and translation,1.166462668,
2020-08-21,Writing and translation,1.066095471,
2020-08-22,Writing and translation,1.080783354,
2020-08-23,Writing and translation,0.805385557,
2020-08-24,Writing and translation,0.829865361,
2020-08-25,Writing and translation,1.159118727,
2020-08-26,Writing and translation,1.11627907,
2020-08-27,Writing and translation,1.222766218,
2020-08-28,Writing and translation,1.129742962,
2020-08-29,Writing and translation,1.084455324,
2020-08-30,Writing and translation,0.741738066,
2020-08-31,Writing and translation,0.802937576,
2020-09-01,Writing and translation,1.062423501,
2020-09-02,Writing and translation,1.159118727,
2020-09-03,Writing and translation,1.319461444,
2020-09-04,Writing and translation,1.156670747,
2020-09-05,Writing and translation,1.122399021,
2020-09-06,Writing and translation,0.780905753,
2020-09-07,Writing and translation,0.76376989,
2020-09-08,Writing and translation,0.991432069,
2020-09-09,Writing and translation,1.126070991,
2020-09-10,Writing and translation,1.130966952,
2020-09-11,Writing and translation,1.151774786,
2020-09-12,Writing and translation,1.064871481,
2020-09-13,Writing and translation,0.714810282,
2020-09-14,Writing and translation,0.76376989,
2020-09-15,Writing and translation,1.104039168,
2020-09-16,Writing and translation,1.263157895,
2020-09-17,Writing and translation,1.187270502,
2020-09-18,Writing and translation,1.217870257,
2020-09-19,Writing and translation,1.062423501,
2020-09-20,Writing and translation,0.842105263,
2020-09-21,Writing and translation,0.802937576,
2020-09-22,Writing and translation,1.286413709,
2020-09-23,Writing and translation,1.305997552,
2020-09-24,Writing and translation,1.157894737,
2020-09-25,Writing and translation,1.128518972,
2020-09-26,Writing and translation,1.088127295,
2020-09-27,Writing and translation,0.895960832,
2020-09-28,Writing and translation,0.845777234,
2020-09-29,Writing and translation,1.228886169,
2020-09-30,Writing and translation,1.124847001,
2020-10-01,Writing and translation,1.159118727,
2020-10-02,Writing and translation,1.181150551,
2020-10-03,Writing and translation,1.011015912,
2020-10-04,Writing and translation,0.794369645,
2020-10-05,Writing and translation,0.76376989,
2020-10-06,Writing and translation,1.17625459,
2020-10-07,Writing and translation,1.23378213,
2020-10-08,Writing and translation,1.212974296,
2020-10-09,Writing and translation,1.215422277,
2020-10-10,Writing and translation,1.105263158,
2020-10-11,Writing and translation,0.761321909,
2020-10-12,Writing and translation,0.747858017,
2020-10-13,Writing and translation,1.1750306,
2020-10-14,Writing and translation,1.165238678,
2020-10-15,Writing and translation,1.270501836,
2020-10-16,Writing and translation,1.156670747,
2020-10-17,Writing and translation,1.025703794,
2020-10-18,Writing and translation,0.837209302,
2020-10-19,Writing and translation,0.800489596,
2020-10-20,Writing and translation,1.168910649,
2020-10-21,Writing and translation,1.274173807,
2020-10-22,Writing and translation,1.275397797,
2020-10-23,Writing and translation,1.184822521,
2020-10-24,Writing and translation,1.274785802,
2020-10-25,Writing and translation,1.258261934,
2020-10-26,Writing and translation,1.157894737,
2020-10-27,Writing and translation,1.768665851,
2020-10-28,Writing and translation,1.701346389,
2020-10-29,Writing and translation,1.744186047,
2020-10-30,Writing and translation,1.665850673,
2020-10-31,Writing and translation,1.29498164,
2020-11-01,Writing and translation,1.162790698,
2020-11-02,Writing and translation,1.095471236,
2020-11-03,Writing and translation,1.493268054,
2020-11-04,Writing and translation,1.844553244,
2020-11-05,Writing and translation,1.64626683,
2020-11-06,Writing and translation,1.794369645,
2020-11-07,Writing and translation,1.47246022,
2020-11-08,Writing and translation,1.11872705,
2020-11-09,Writing and translation,1.050183599,
2020-11-10,Writing and translation,1.687882497,
2020-11-11,Writing and translation,1.582619339,
2020-11-12,Writing and translation,1.559363525,
2020-11-13,Writing and translation,1.795593635,
2020-11-14,Writing and translation,1.483476132,
2020-11-15,Writing and translation,1.182374541,
2020-11-16,Writing and translation,1.042839657,
2020-11-17,Writing and translation,1.729498164,
2020-11-18,Writing and translation,1.623011016,
2020-11-19,Writing and translation,1.670746634,
2020-11-20,Writing and translation,1.669522644,
2020-11-21,Writing and translation,1.47001224,
2020-11-22,Writing and translation,1.128518972,
2020-11-23,Writing and translation,1.139534884,
2020-11-24,Writing and translation,1.701346389,
2020-11-25,Writing and translation,1.698898409,
2020-11-26,Writing and translation,1.64749082,
2020-11-27,Writing and translation,1.501835985,
2020-11-28,Writing and translation,1.447980416,
2020-11-29,Writing and translation,1.139534884,
2020-11-30,Writing and translation,1.064871481,
2020-12-01,Writing and translation,1.673194614,
2020-12-02,Writing and translation,1.800489596,
2020-12-03,Writing and translation,1.643818849,
2020-12-04,Writing and translation,1.668298654,
2020-12-05,Writing and translation,1.481028152,
2020-12-06,Writing and translation,1.183598531,
2020-12-07,Writing and translation,1.216646267,
2020-12-08,Writing and translation,1.701346389,
2020-12-09,Writing and translation,1.674418605,
2020-12-10,Writing and translation,1.973072215,
2020-12-11,Writing and translation,1.676866585,
2020-12-12,Writing and translation,1.538555692,
2020-12-13,Writing and translation,1.152998776,
2020-12-14,Writing and translation,1.138310894,
2020-12-15,Writing and translation,1.641370869,
2020-12-16,Writing and translation,1.615667075,
2020-12-17,Writing and translation,1.714810282,
2020-12-18,Writing and translation,1.567931457,
2020-12-19,Writing and translation,1.380660955,
2020-12-20,Writing and translation,1.042839657,
2020-12-21,Writing and translation,1.020807834,
2020-12-22,Writing and translation,1.407588739,
2020-12-23,Writing and translation,1.432068543,
2020-12-24,Writing and translation,1.276621787,
2020-12-25,Writing and translation,1.148102815,
2020-12-26,Writing and translation,0.828641371,
2020-12-27,Writing and translation,0.886168911,
2020-12-28,Writing and translation,1.070991432,
2020-12-29,Writing and translation,1.318237454,
2020-12-30,Writing and translation,1.356181151,
2020-12-31,Writing and translation,1.299877601,
2021-01-01,Writing and translation,1.031823745,
2021-01-02,Writing and translation,0.820073439,
2021-01-03,Writing and translation,1.007343941,
2021-01-04,Writing and translation,1.048959608,
2021-01-05,Writing and translation,1.511627907,
2021-01-06,Writing and translation,1.615667075,
2021-01-07,Writing and translation,2.132190942,
2021-01-08,Writing and translation,1.500611995,
2021-01-09,Writing and translation,1.310893513,
2021-01-10,Writing and translation,1.216646267,
2021-01-11,Writing and translation,1.068543452,
2021-01-12,Writing and translation,1.618115055,
2021-01-13,Writing and translation,1.668298654,
2021-01-15,Writing and translation,1.343329253,
2021-01-16,Writing and translation,1.534883721,
2021-01-17,Writing and translation,1.127294982,
2021-01-18,Writing and translation,1.179926561,
2021-01-19,Writing and translation,1.668298654,
2021-01-20,Writing and translation,1.7625459,
2021-01-21,Writing and translation,1.796817625,
2021-01-22,Writing and translation,1.651162791,
2021-01-23,Writing and translation,1.474908201,
2021-01-24,Writing and translation,1.085679315,
2021-01-25,Writing and translation,1.110159119,
2021-01-26,Writing and translation,1.659730722,
2021-01-27,Writing and translation,1.630354957,
2021-01-28,Writing and translation,1.791921665,
2021-01-29,Writing and translation,1.631578947,
2021-01-30,Writing and translation,1.485924113,
2021-01-31,Writing and translation,1.201958384,
2021-02-01,Writing and translation,1.079559364,
2021-02-02,Writing and translation,1.668298654,
2021-02-03,Writing and translation,1.695226438,
2021-02-04,Writing and translation,1.831089351,
2021-02-05,Writing and translation,1.742962056,
2021-02-06,Writing and translation,1.698898409,
2021-02-07,Writing and translation,1.216646267,
2021-02-08,Writing and translation,1.214198286,
2021-02-09,Writing and translation,1.834761322,
2021-02-10,Writing and translation,1.839657283,
2021-02-11,Writing and translation,1.741738066,
2021-02-12,Writing and translation,1.684210526,
2021-02-13,Writing and translation,1.544675643,
2021-02-14,Writing and translation,1.140758874,
2021-02-15,Writing and translation,1.097919217,
2021-02-16,Writing and translation,1.76376989,
2021-02-17,Writing and translation,1.835985312,
2021-02-18,Writing and translation,1.817625459,
2021-02-19,Writing and translation,1.790697674,
