Date,Value,Detail 
2017-05-08,-0.6,
2017-05-09,-0.9,
2017-05-10,-1,
2017-05-11,-1.1,
2017-05-12,-1.1,
2017-05-15,-1.1,
2017-05-16,-1.1,
2017-05-17,-1.3,
2017-05-18,-1.1,
2017-05-19,-0.9,
2017-05-22,-0.9,
2017-05-23,-0.9,
2017-05-24,-1.2,
2017-05-25,-1.1,
2017-05-26,-1,
2017-05-29,-1.1,
2017-05-30,-0.9,
2017-05-31,-0.7,
2017-06-01,-0.6,
2017-06-02,-0.4,
2017-06-05,-0.4,
2017-06-06,-0.3,
2017-06-07,-0.4,
2017-06-08,-0.4,
2017-06-09,-0.3,
2017-06-12,-0.2,
2017-06-13,-0.2,
2017-06-14,-0.1,
2017-06-15,-0.1,
2017-06-16,0.1,
2017-06-19,0.2,
2017-06-20,0.6,
2017-06-21,0.5,
2017-06-22,0.6,
2017-06-23,0.7,
2017-06-26,0.9,
2017-06-27,0.5,
2017-06-28,0.4,
2017-06-29,0.1,
2017-06-30,0.2,
2017-07-03,0.2,
2017-07-04,0.1,
2017-07-05,0.1,
2017-07-06,-0.1,
2017-07-07,0,
2017-07-10,0,
2017-07-11,0,
2017-07-12,-0.1,
2017-07-13,-0.2,
2017-07-14,-0.4,
2017-07-17,-0.4,
2017-07-18,-0.1,
2017-07-19,-0.1,
2017-07-20,-0.2,
2017-07-21,-0.4,
2017-07-24,-0.4,
2017-07-25,-0.4,
2017-07-26,-0.7,
2017-07-27,-0.3,
2017-07-28,-0.2,
2017-07-31,-0.2,
2017-08-01,-0.3,
2017-08-02,-0.3,
2017-08-03,-0.3,
2017-08-04,-0.3,
2017-08-07,-0.5,
2017-08-08,-0.6,
2017-08-09,-0.4,
2017-08-10,-0.4,
2017-08-11,-0.1,
2017-08-14,-0.1,
2017-08-15,-0.2,
2017-08-16,-0.3,
2017-08-17,-0.3,
2017-08-18,-0.3,
2017-08-21,-0.2,
2017-08-22,-0.1,
2017-08-23,-0.3,
2017-08-24,-0.4,
2017-08-25,-0.3,
2017-08-28,-0.5,
2017-08-29,-0.4,
2017-08-30,-0.5,
2017-08-31,-0.3,
2017-09-01,-0.3,
2017-09-04,-0.3,
2017-09-05,-0.5,
2017-09-06,-0.8,
2017-09-07,-1.1,
2017-09-08,-1,
2017-09-11,-0.8,
2017-09-12,-0.9,
2017-09-13,-0.7,
2017-09-14,-0.8,
2017-09-15,-1,
2017-09-18,-1,
2017-09-19,-0.9,
2017-09-20,-1,
2017-09-21,-0.9,
2017-09-22,-0.8,
2017-09-25,-0.7,
2017-09-26,-0.9,
2017-09-27,-0.9,
2017-09-28,-1,
2017-09-29,-1,
2017-10-02,-1,
2017-10-03,-1.1,
2017-10-04,-1.6,
2017-10-05,-1.3,
2017-10-06,-1,
2017-10-09,-1.1,
2017-10-10,-1.3,
2017-10-11,-1,
2017-10-12,-1,
2017-10-13,-1.4,
2017-10-16,-1.4,
2017-10-17,-1.2,
2017-10-18,-1,
2017-10-19,-0.8,
2017-10-20,-1,
2017-10-23,-1.3,
2017-10-24,-1.4,
2017-10-25,-1.4,
2017-10-26,-0.9,
2017-10-27,-1.3,
2017-10-30,-0.9,
2017-10-31,-0.6,
2017-11-01,-0.9,
2017-11-02,-0.8,
2017-11-03,-1.1,
2017-11-06,-1.2,
2017-11-07,-1.4,
2017-11-08,-1.4,
2017-11-09,-1.4,
2017-11-10,-1.5,
2017-11-13,-1.6,
2017-11-14,-1.6,
2017-11-15,-1.4,
2017-11-16,-1.4,
2017-11-17,-1,
2017-11-20,-1.1,
2017-11-21,-1.3,
2017-11-22,-1.2,
2017-11-23,-1.1,
2017-11-24,-1.1,
2017-11-27,-1,
2017-11-28,-0.8,
2017-11-29,-0.6,
2017-11-30,-0.8,
2017-12-01,-0.9,
2017-12-04,-1,
2017-12-05,-1.3,
2017-12-06,-1.1,
2017-12-07,-1,
2017-12-08,-1,
2017-12-11,-1,
2017-12-12,-1.1,
2017-12-13,-1.1,
2017-12-14,-1.3,
2017-12-15,-1.3,
2017-12-18,-1.4,
2017-12-19,-1.4,
2017-12-20,-1.4,
2017-12-21,-1.4,
2017-12-22,-1.5,
2017-12-25,-1.5,
2017-12-26,-1.5,
2017-12-27,-1.6,
2017-12-28,-1.6,
2017-12-29,-1.8,
2018-01-02,-1.8,
2018-01-02,-1.8,
2018-01-03,-1.8,
2018-01-04,-1.7,
2018-01-05,-1.6,
2018-01-08,-1.6,
2018-01-09,-1.5,
2018-01-10,-1.5,
2018-01-11,-1.6,
2018-01-12,-1.8,
2018-01-15,-1.7,
2018-01-16,-1.4,
2018-01-17,-1.5,
2018-01-18,-1.8,
2018-01-19,-1.7,
2018-01-22,-1.9,
2018-01-23,-1.9,
2018-01-24,-1.5,
2018-01-25,-1.5,
2018-01-26,-1.6,
2018-01-29,-1.5,
2018-01-30,-1.5,
2018-01-31,-1.6,
2018-02-01,-1.9,
2018-02-02,-1.9,
2018-02-05,-1.7,
2018-02-06,-1.6,
2018-02-07,-1.8,
2018-02-08,-2.2,
2018-02-09,-1.9,
2018-02-12,-1.8,
2018-02-13,-2.1,
2018-02-14,-2.2,
2018-02-15,-1.8,
2018-02-16,-2,
2018-02-19,-2.1,
2018-02-20,-2,
2018-02-21,-2.4,
2018-02-22,-2.2,
2018-02-23,-2,
2018-02-26,-1.8,
2018-02-27,-1.9,
2018-02-28,-1.8,
2018-03-01,-1.9,
2018-03-02,-1.7,
2018-03-05,-2,
2018-03-06,-2.5,
2018-03-07,-2.7,
2018-03-08,-2.4,
2018-03-09,-2.3,
2018-03-12,-2.3,
2018-03-13,-2.1,
2018-03-14,-2.1,
2018-03-15,-2,
2018-03-16,-2.1,
2018-03-19,-1.8,
2018-03-20,-2.1,
2018-03-21,-2.4,
2018-03-22,-2.2,
2018-03-23,-2.3,
2018-03-26,-2.2,
2018-03-27,-2.4,
2018-03-28,-2,
2018-03-29,-2.3,
2018-03-30,-2.3,
2018-04-02,-2.3,
2018-04-03,-2.5,
2018-04-04,-2.9,
2018-04-05,-2.9,
2018-04-06,-2.9,
2018-04-09,-2.7,
2018-04-10,-2.8,
2018-04-11,-3.1,
2018-04-12,-3.4,
2018-04-13,-3.5,
2018-04-16,-3.4,
2018-04-17,-3.6,
2018-04-18,-3.7,
2018-04-19,-3.5,
2018-04-20,-3.5,
2018-04-23,-3.4,
2018-04-24,-3.7,
2018-04-25,-3.6,
2018-04-26,-3.9,
2018-04-27,-3.9,
2018-04-30,-3.6,
2018-05-01,-3.4,
2018-05-02,-3.2,
2018-05-03,-3.2,
2018-05-04,-3.4,
2018-05-07,-3.3,
2018-05-08,-3,
2018-05-09,-3.6,
2018-05-10,-3.4,
2018-05-11,-3.5,
2018-05-14,-3.6,
2018-05-15,-4,
2018-05-16,-4,
2018-05-17,-4.1,
2018-05-18,-4,
2018-05-21,-4.1,
2018-05-22,-4.1,
2018-05-23,-3.8,
2018-05-24,-3.8,
2018-05-25,-3.9,
2018-05-28,-4,
2018-05-29,-4.1,
2018-05-30,-4.5,
2018-05-31,-4.4,
2018-06-01,-4.3,
2018-06-04,-4,
2018-06-05,-3.8,
2018-06-06,-4.1,
2018-06-07,-4.3,
2018-06-08,-4.2,
2018-06-11,-4.2,
2018-06-12,-4.2,
2018-06-13,-4.1,
2018-06-14,-4.2,
2018-06-15,-3.7,
2018-06-18,-3.9,
2018-06-19,-4.1,
2018-06-20,-4.1,
2018-06-21,-3.9,
2018-06-22,-4,
2018-06-25,-3.8,
2018-06-26,-3.8,
2018-06-27,-3.9,
2018-06-28,-3.9,
2018-06-29,-3.7,
2018-07-02,-3.8,
2018-07-03,-3.7,
2018-07-04,-3.7,
2018-07-05,-4,
2018-07-06,-3.9,
2018-07-09,-4,
2018-07-10,-3.8,
2018-07-11,-3.6,
2018-07-12,-3.5,
2018-07-13,-3.4,
2018-07-16,-3.4,
2018-07-17,-3.2,
2018-07-18,-3.1,
2018-07-19,-2.9,
2018-07-20,-2.7,
2018-07-23,-2.8,
2018-07-24,-3.1,
2018-07-25,-3.1,
2018-07-26,-3.4,
2018-07-27,-3.6,
2018-07-30,-3.7,
2018-07-31,-3.9,
2018-08-01,-3.9,
2018-08-02,-3.8,
2018-08-03,-3.8,
2018-08-06,-3.7,
2018-08-07,-4,
2018-08-08,-4.1,
2018-08-09,-4.2,
2018-08-10,-3.7,
2018-08-13,-3.3,
2018-08-14,-3.2,
2018-08-15,-3.1,
2018-08-16,-2.9,
2018-08-17,-2.8,
2018-08-20,-2.9,
2018-08-21,-3,
2018-08-22,-2.9,
2018-08-23,-2.9,
2018-08-24,-2.9,
2018-08-27,-2.9,
2018-08-28,-2.9,
2018-08-29,-2.9,
2018-08-30,-2.8,
2018-08-31,-2.7,
2018-09-03,-2.7,
2018-09-04,-3,
2018-09-05,-3,
2018-09-06,-2.8,
2018-09-07,-3,
2018-09-10,-3,
2018-09-11,-3.1,
2018-09-12,-3.2,
2018-09-13,-3.3,
2018-09-14,-3.4,
2018-09-17,-3.4,
2018-09-18,-3.4,
2018-09-19,-3.9,
2018-09-20,-3.9,
2018-09-21,-4,
2018-09-24,-4,
2018-09-25,-4,
2018-09-26,-3.9,
2018-09-27,-3.8,
2018-09-28,-3.5,
2018-10-01,-3.4,
2018-10-02,-3.5,
2018-10-03,-3.6,
2018-10-04,-4,
2018-10-05,-3.9,
2018-10-08,-3.8,
2018-10-09,-3.7,
2018-10-10,-3.8,
2018-10-11,-3.8,
2018-10-12,-3.9,
2018-10-15,-3.6,
2018-10-16,-3.4,
2018-10-17,-3,
2018-10-18,-2.4,
2018-10-19,-2.3,
2018-10-22,-2.2,
2018-10-23,-1.8,
2018-10-24,-1.7,
2018-10-25,-1.7,
2018-10-26,-1.7,
2018-10-29,-1.8,
2018-10-30,-1.6,
2018-10-31,-1.9,
2018-11-01,-1.7,
2018-11-02,-1.7,
2018-11-05,-1.7,
2018-11-06,-1.4,
2018-11-07,-1.1,
2018-11-08,-0.7,
2018-11-09,0,
2018-11-12,0.2,
2018-11-13,0.3,
2018-11-14,0.2,
2018-11-15,0.2,
2018-11-16,0.4,
2018-11-19,0.5,
2018-11-20,0.6,
2018-11-21,0.2,
2018-11-22,0.2,
2018-11-23,0.6,
2018-11-26,0.2,
2018-11-27,0.5,
2018-11-28,0.4,
2018-11-29,0,
2018-11-30,0.1,
2018-12-03,-0.3,
2018-12-04,0.2,
2018-12-05,0.3,
2018-12-06,0.7,
2018-12-07,0.9,
2018-12-10,1.3,
2018-12-11,1.5,
2018-12-12,1.4,
2018-12-13,1.5,
2018-12-14,1.7,
2018-12-17,1.9,
2018-12-18,1.9,
2018-12-19,1.8,
2018-12-20,2.1,
2018-12-21,1.9,
2018-12-24,1.9,
2018-12-25,1.9,
2018-12-26,1.9,
2018-12-27,2,
2018-12-28,2,
2018-12-31,2,
2019-01-01,2,
2019-01-02,1.9,
2019-01-03,1.8,
2019-01-04,1.2,
2019-01-07,1.3,
2019-01-08,1.2,
2019-01-09,1.1,
2019-01-10,1,
2019-01-11,1.2,
2019-01-14,1.1,
2019-01-15,1,
2019-01-16,0.7,
2019-01-17,1,
2019-01-18,0.6,
2019-01-21,0.8,
2019-01-22,1,
2019-01-23,1.1,
2019-01-24,1.2,
2019-01-25,1.1,
2019-01-28,1.4,
2019-01-29,1.6,
2019-01-30,1.6,
2019-01-31,1.7,
2019-02-01,2.1,
2019-02-04,2.1,
2019-02-05,1.8,
2019-02-06,1.6,
2019-02-07,2.3,
2019-02-08,2.7,
2019-02-11,2.7,
2019-02-12,2.6,
2019-02-13,2.4,
2019-02-14,2.6,
2019-02-15,2.3,
2019-02-18,2.1,
2019-02-19,2.1,
2019-02-20,2,
2019-02-21,2.3,
2019-02-22,2.3,
2019-02-25,1.9,
2019-02-26,1.8,
2019-02-27,1.6,
2019-02-28,1.5,
2019-03-01,1.3,
2019-03-04,1.4,
2019-03-05,1.6,
2019-03-06,1.5,
2019-03-07,1.9,
2019-03-08,2,
2019-03-11,2,
2019-03-12,2.2,
2019-03-13,2,
2019-03-14,2,
2019-03-15,2.4,
2019-03-18,2.2,
2019-03-19,1.9,
2019-03-20,1.9,
2019-03-21,2.1,
2019-03-22,2.4,
2019-03-25,2.5,
2019-03-26,2.4,
2019-03-27,2.5,
2019-03-28,2.7,
2019-03-29,2.6,
2019-04-01,2.3,
2019-04-02,2.2,
2019-04-03,2,
2019-04-04,2.1,
2019-04-05,1.9,
2019-04-08,2,
2019-04-09,2.1,
2019-04-10,2,
2019-04-11,2,
2019-04-12,1.4,
2019-04-15,1.4,
2019-04-16,1.3,
2019-04-17,1.1,
2019-04-18,1.4,
2019-04-19,1.4,
2019-04-22,1.4,
2019-04-23,1.2,
2019-04-24,1.4,
2019-04-25,1.7,
2019-04-26,2.1,
2019-04-29,2,
2019-04-30,1.9,
2019-05-01,2,
2019-05-02,1.5,
2019-05-03,1.4,
2019-05-06,1.6,
2019-05-07,2.1,
2019-05-08,1.9,
2019-05-09,1.8,
2019-05-10,2,
2019-05-13,2.2,
2019-05-14,2.1,
2019-05-15,2.1,
2019-05-16,2,
2019-05-17,2.2,
2019-05-20,2.5,
2019-05-21,2.4,
2019-05-22,2.7,
2019-05-23,3.1,
2019-05-24,3.5,
2019-05-27,3.6,
2019-05-28,3.9,
2019-05-29,3.9,
2019-05-30,4,
2019-05-31,4,
2019-06-03,4,
2019-06-04,3.9,
2019-06-05,3.8,
2019-06-06,4,
2019-06-07,3.8,
2019-06-10,3.7,
2019-06-11,3.7,
2019-06-12,3.8,
2019-06-13,4.1,
2019-06-14,4.2,
2019-06-17,4.1,
2019-06-18,4.1,
2019-06-19,3.7,
2019-06-20,3.6,
2019-06-21,3.7,
2019-06-24,3.6,
2019-06-25,3.6,
2019-06-26,3.6,
2019-06-27,3.2,
2019-06-28,3.3,
2019-07-01,3.5,
2019-07-02,3.6,
2019-07-03,3.5,
2019-07-04,3.4,
2019-07-05,3.2,
2019-07-08,3.4,
2019-07-09,3.5,
2019-07-10,3.5,
2019-07-11,3.4,
2019-07-12,3.3,
2019-07-15,3.5,
2019-07-16,3.4,
2019-07-17,3.7,
2019-07-18,3.9,
2019-07-19,3.9,
2019-07-22,3.9,
2019-07-23,3.7,
2019-07-24,3.8,
2019-07-25,3.6,
2019-07-26,3.7,
2019-07-29,3.8,
2019-07-30,4,
2019-07-31,4.1,
2019-08-01,3.8,
2019-08-02,3.8,
2019-08-05,3.8,
2019-08-06,4,
2019-08-07,3.9,
2019-08-08,3.5,
2019-08-09,3.4,
2019-08-12,3.6,
2019-08-13,3.7,
2019-08-14,4.1,
2019-08-15,4.1,
2019-08-16,4.2,
2019-08-19,4,
2019-08-20,4.2,
2019-08-21,4.2,
2019-08-22,4.3,
2019-08-23,4.3,
2019-08-26,4.3,
2019-08-27,4.3,
2019-08-28,4.4,
2019-08-29,4.3,
2019-08-30,4.4,
2019-09-02,4.6,
2019-09-03,4.7,
2019-09-04,4.6,
2019-09-05,4.5,
2019-09-06,4.5,
2019-09-09,4.4,
2019-09-10,4.3,
2019-09-11,4.4,
2019-09-12,4.5,
2019-09-13,4.4,
2019-09-16,4.1,
2019-09-17,4.2,
2019-09-18,4.3,
2019-09-19,4.3,
2019-09-20,3.9,
2019-09-23,4.3,
2019-09-24,4.4,
2019-09-25,4.5,
2019-09-26,4.7,
2019-09-27,4.6,
2019-09-30,4.6,
2019-10-01,4.8,
2019-10-02,5,
2019-10-03,5.1,
2019-10-04,5.1,
2019-10-07,4.9,
2019-10-08,4.7,
2019-10-09,4.6,
2019-10-10,4.5,
2019-10-11,4.4,
2019-10-14,4.3,
2019-10-15,4.3,
2019-10-16,3.9,
2019-10-17,3.8,
2019-10-18,3.9,
2019-10-21,3.8,
2019-10-22,3.7,
2019-10-23,3.7,
2019-10-24,3.7,
2019-10-25,3.9,
2019-10-28,3.9,
2019-10-29,4.3,
2019-10-30,4,
2019-10-31,3.8,
2019-11-01,4,
2019-11-04,3.9,
2019-11-05,3.7,
2019-11-06,3.6,
2019-11-07,3.6,
2019-11-08,3.6,
2019-11-11,3.7,
2019-11-12,3.4,
2019-11-13,3.4,
2019-11-14,3.5,
2019-11-15,3.6,
2019-11-18,3.6,
2019-11-19,3.5,
2019-11-20,3.6,
2019-11-21,3.5,
2019-11-22,3.5,
2019-11-25,3.7,
2019-11-26,3.8,
2019-11-27,3.9,
2019-11-28,4.1,
2019-11-29,3.8,
2019-12-02,3.9,
2019-12-03,4,
2019-12-04,3.9,
2019-12-05,3.7,
2019-12-06,4,
2019-12-09,4,
2019-12-10,4.1,
2019-12-11,4.2,
2019-12-12,4.1,
2019-12-13,4,
2019-12-16,4,
2019-12-17,3.8,
2019-12-18,3.7,
2019-12-19,3.8,
2019-12-20,3.8,
2019-12-23,3.9,
2019-12-24,4,
2019-12-25,4,
2019-12-26,4,
2019-12-27,4,
2019-12-30,3.9,
2019-12-31,4,
2020-01-02,3.8,
2020-01-02,3.8,
2020-01-03,3.7,
2020-01-06,3.6,
2020-01-07,3.5,
2020-01-08,3.6,
2020-01-09,3.7,
2020-01-10,3.7,
2020-01-13,3.8,
2020-01-14,3.8,
2020-01-15,4,
2020-01-16,4.1,
2020-01-17,4,
2020-01-20,4,
2020-01-21,4,
2020-01-22,4.2,
2020-01-23,4.2,
2020-01-24,4.2,
2020-01-27,4.1,
2020-01-28,4,
2020-01-29,4.1,
2020-01-30,4.1,
2020-01-31,3.8,
2020-02-03,3.7,
2020-02-04,3.9,
2020-02-05,3.9,
2020-02-06,4.2,
2020-02-07,3.9,
2020-02-10,3.9,
2020-02-11,3.9,
2020-02-12,3.9,
2020-02-13,4,
2020-02-14,4.3,
2020-02-17,4.4,
2020-02-18,4.3,
2020-02-19,4.3,
2020-02-20,4.1,
2020-02-21,3.9,
2020-02-24,3.8,
2020-02-25,3.7,
2020-02-26,3.5,
2020-02-27,3.2,
2020-02-28,3.3,
2020-03-02,3.8,
2020-03-03,3.8,
2020-03-04,4.1,
2020-03-05,3.9,
2020-03-06,3.9,
2020-03-09,4.1,
2020-03-10,4.3,
2020-03-11,3.7,
2020-03-12,3.7,
2020-03-13,3.3,
2020-03-16,3.4,
2020-03-17,2.3,
2020-03-18,0.8,
2020-03-19,1.1,
2020-03-20,1,
2020-03-23,0.6,
2020-03-24,1.5,
2020-03-25,2,
2020-03-26,2.6,
2020-03-27,2.5,
2020-03-30,2.7,
2020-03-31,3,
2020-04-01,2.9,
2020-04-02,3.3,
2020-04-03,3.6,
2020-04-06,3.7,
2020-04-07,3.7,
2020-04-08,3.9,
2020-04-09,4.1,
2020-04-10,4.1,
2020-04-13,4.1,
2020-04-14,3.7,
2020-04-15,4,
2020-04-16,4,
2020-04-17,4.3,
2020-04-20,4.4,
2020-04-21,4.1,
2020-04-22,4.3,
2020-04-23,4,
2020-04-24,4.4,
2020-04-27,4.2,
2020-04-28,4.2,
2020-04-29,4.5,
2020-04-30,3.8,
2020-05-01,3.5,
2020-05-04,4,
2020-05-05,3.8,
2020-05-06,4,
2020-05-07,4.3,
2020-05-08,3.7,
2020-05-11,3.9,
2020-05-12,3.5,
2020-05-13,3.3,
2020-05-14,3.6,
2020-05-15,3.7,
2020-05-18,4.1,
2020-05-19,4.4,
2020-05-20,4.3,
2020-05-21,4,
2020-05-22,4.3,
2020-05-25,3.9,
2020-05-26,4.3,
2020-05-27,4.6,
2020-05-28,4.2,
2020-05-29,4.3,
2020-06-01,4.6,
2020-06-02,4.9,
2020-06-03,5.3,
2020-06-04,5.1,
2020-06-05,5.6,
2020-06-08,6,
2020-06-09,5.6,
2020-06-10,5.4,
2020-06-11,5.1,
2020-06-12,5.4,
2020-06-15,5.2,
2020-06-16,5.4,
2020-06-17,5,
2020-06-18,5.1,
2020-06-19,5.1,
2020-06-22,5.2,
2020-06-23,5.2,
2020-06-24,5.1,
