date,bank,value
2019-11-13,Credit Suisse,12.85
2019-11-14,Credit Suisse,12.85
2019-11-15,Credit Suisse,13.02
2019-11-18,Credit Suisse,13.01
2019-11-19,Credit Suisse,13.05
2019-11-20,Credit Suisse,13.01
2019-11-21,Credit Suisse,13.15
2019-11-22,Credit Suisse,13.27
2019-11-25,Credit Suisse,13.33
2019-11-26,Credit Suisse,13.27
2019-11-27,Credit Suisse,13.29
2019-11-29,Credit Suisse,13.09
2019-12-02,Credit Suisse,13.11
2019-12-03,Credit Suisse,12.83
2019-12-04,Credit Suisse,12.94
2019-12-05,Credit Suisse,12.99
2019-12-06,Credit Suisse,13.08
2019-12-09,Credit Suisse,13.12
2019-12-10,Credit Suisse,13.06
2019-12-11,Credit Suisse,12.95
2019-12-12,Credit Suisse,13.31
2019-12-13,Credit Suisse,13.34
2019-12-16,Credit Suisse,13.50
2019-12-17,Credit Suisse,13.63
2019-12-18,Credit Suisse,13.61
2019-12-19,Credit Suisse,13.54
2019-12-20,Credit Suisse,13.24
2019-12-23,Credit Suisse,13.24
2019-12-24,Credit Suisse,13.22
2019-12-26,Credit Suisse,13.26
2019-12-27,Credit Suisse,13.41
2019-12-30,Credit Suisse,13.43
2019-12-31,Credit Suisse,13.45
2020-01-02,Credit Suisse,13.75
2020-01-03,Credit Suisse,13.48
2020-01-06,Credit Suisse,13.53
2020-01-07,Credit Suisse,13.79
2020-01-08,Credit Suisse,13.92
2020-01-09,Credit Suisse,13.95
2020-01-10,Credit Suisse,13.74
2020-01-13,Credit Suisse,13.92
2020-01-14,Credit Suisse,14.02
2020-01-15,Credit Suisse,13.84
2020-01-16,Credit Suisse,13.94
2020-01-17,Credit Suisse,13.87
2020-01-21,Credit Suisse,13.64
2020-01-22,Credit Suisse,13.58
2020-01-23,Credit Suisse,13.54
2020-01-24,Credit Suisse,13.46
2020-01-27,Credit Suisse,13.12
2020-01-28,Credit Suisse,13.01
2020-01-29,Credit Suisse,13.03
2020-01-30,Credit Suisse,13.00
2020-01-31,Credit Suisse,12.61
2020-02-03,Credit Suisse,12.52
2020-02-04,Credit Suisse,12.71
2020-02-05,Credit Suisse,12.98
2020-02-06,Credit Suisse,13.09
2020-02-07,Credit Suisse,13.06
2020-02-10,Credit Suisse,13.18
2020-02-11,Credit Suisse,13.44
2020-02-12,Credit Suisse,13.63
2020-02-13,Credit Suisse,13.65
2020-02-14,Credit Suisse,13.62
2020-02-18,Credit Suisse,13.65
2020-02-19,Credit Suisse,13.76
2020-02-20,Credit Suisse,13.74
2020-02-21,Credit Suisse,13.62
2020-02-24,Credit Suisse,12.83
2020-02-25,Credit Suisse,12.37
2020-02-26,Credit Suisse,12.19
2020-02-27,Credit Suisse,11.59
2020-02-28,Credit Suisse,11.28
2020-03-02,Credit Suisse,11.37
2020-03-03,Credit Suisse,10.93
2020-03-04,Credit Suisse,11.21
2020-03-05,Credit Suisse,10.58
2020-03-06,Credit Suisse,10.35
2020-03-09,Credit Suisse,8.93
2020-03-10,Credit Suisse,9.65
2020-03-11,Credit Suisse,9.07
2020-03-12,Credit Suisse,7.71
2020-03-13,Credit Suisse,8.16
2020-03-16,Credit Suisse,6.67
2020-03-17,Credit Suisse,7.24
2020-03-18,Credit Suisse,6.85
2020-03-19,Credit Suisse,7.50
2020-03-20,Credit Suisse,7.00
2020-03-23,Credit Suisse,6.73
2020-03-24,Credit Suisse,7.83
2020-03-25,Credit Suisse,8.26
2020-03-26,Credit Suisse,8.89
2020-03-27,Credit Suisse,8.33
2020-03-30,Credit Suisse,8.38
2020-03-31,Credit Suisse,8.09
2020-04-01,Credit Suisse,7.67
2020-04-02,Credit Suisse,7.89
2020-04-03,Credit Suisse,7.74
2020-04-06,Credit Suisse,8.31
2020-04-07,Credit Suisse,8.39
2020-04-08,Credit Suisse,8.47
2020-04-09,Credit Suisse,8.87
2020-04-13,Credit Suisse,8.65
2020-04-14,Credit Suisse,8.73
2020-04-15,Credit Suisse,8.09
2020-04-16,Credit Suisse,7.83
2020-04-17,Credit Suisse,8.24
2020-04-20,Credit Suisse,8.13
2020-04-21,Credit Suisse,7.76
2020-04-22,Credit Suisse,7.89
2020-04-23,Credit Suisse,7.88
2020-04-24,Credit Suisse,8.08
2020-04-27,Credit Suisse,8.38
2020-04-28,Credit Suisse,8.84
2020-04-29,Credit Suisse,9.37
2020-04-30,Credit Suisse,9.04
2020-05-01,Credit Suisse,8.67
2020-05-04,Credit Suisse,8.52
2020-05-05,Credit Suisse,8.25
2020-05-06,Credit Suisse,8.13
2020-05-07,Credit Suisse,8.30
2020-05-08,Credit Suisse,8.41
2020-05-11,Credit Suisse,8.18
2020-05-12,Credit Suisse,8.00
2020-05-13,Credit Suisse,7.73
2020-05-14,Credit Suisse,7.78
2020-05-15,Credit Suisse,7.66
2020-05-18,Credit Suisse,8.47
2020-05-19,Credit Suisse,8.31
2020-05-20,Credit Suisse,8.55
2020-05-21,Credit Suisse,8.46
2020-05-22,Credit Suisse,8.26
2020-05-26,Credit Suisse,8.77
2020-05-27,Credit Suisse,9.28
2020-05-28,Credit Suisse,9.31
2020-05-29,Credit Suisse,9.06
2020-06-01,Credit Suisse,9.25
2020-06-02,Credit Suisse,9.59
2020-06-03,Credit Suisse,10.17
2020-06-04,Credit Suisse,10.21
2020-06-05,Credit Suisse,10.47
2020-06-08,Credit Suisse,10.95
2020-06-09,Credit Suisse,10.71
2020-06-10,Credit Suisse,10.53
2020-06-11,Credit Suisse,9.74
2020-06-12,Credit Suisse,9.97
2020-06-15,Credit Suisse,10.02
2020-06-16,Credit Suisse,10.20
2020-06-17,Credit Suisse,10.18
2020-06-18,Credit Suisse,10.17
2020-06-19,Credit Suisse,10.10
2020-06-22,Credit Suisse,10.20
2020-06-23,Credit Suisse,10.35
2020-06-24,Credit Suisse,9.91
2020-06-25,Credit Suisse,10.26
2020-06-26,Credit Suisse,9.99
2020-06-29,Credit Suisse,10.15
2020-06-30,Credit Suisse,10.31
2020-07-01,Credit Suisse,10.17
2020-07-02,Credit Suisse,10.31
2020-07-06,Credit Suisse,10.64
2020-07-07,Credit Suisse,10.37
2020-07-08,Credit Suisse,10.51
2020-07-09,Credit Suisse,10.24
2020-07-10,Credit Suisse,10.57
2020-07-13,Credit Suisse,10.45
2020-07-14,Credit Suisse,10.75
2020-07-15,Credit Suisse,10.75
2020-07-16,Credit Suisse,10.66
2020-07-17,Credit Suisse,10.64
2020-07-20,Credit Suisse,10.69
2020-07-21,Credit Suisse,10.76
2020-07-22,Credit Suisse,10.78
2020-07-23,Credit Suisse,10.60
2020-07-24,Credit Suisse,10.57
2020-07-27,Credit Suisse,10.63
2020-07-28,Credit Suisse,10.54
2020-07-29,Credit Suisse,10.65
2020-07-30,Credit Suisse,10.46
2020-07-31,Credit Suisse,10.56
2020-08-03,Credit Suisse,10.77
2020-08-04,Credit Suisse,10.90
2020-08-05,Credit Suisse,11.04
2020-08-06,Credit Suisse,11.01
2020-08-07,Credit Suisse,11.01
2020-08-10,Credit Suisse,11.16
2020-08-11,Credit Suisse,11.29
2020-08-12,Credit Suisse,11.56
2020-08-13,Credit Suisse,11.41
2020-08-14,Credit Suisse,11.38
2020-08-17,Credit Suisse,11.28
2020-08-18,Credit Suisse,11.11
2020-08-19,Credit Suisse,11.15
2020-08-20,Credit Suisse,11.04
2020-08-21,Credit Suisse,10.96
2020-08-24,Credit Suisse,11.15
2020-08-25,Credit Suisse,11.10
2020-08-26,Credit Suisse,11.20
2020-08-27,Credit Suisse,11.14
2020-08-28,Credit Suisse,11.20
2020-08-31,Credit Suisse,10.97
2020-09-01,Credit Suisse,10.85
2020-09-02,Credit Suisse,10.98
2020-09-03,Credit Suisse,10.96
2020-09-04,Credit Suisse,10.92
2020-09-08,Credit Suisse,10.45
2020-09-09,Credit Suisse,10.76
2020-09-10,Credit Suisse,10.70
2020-09-11,Credit Suisse,10.76
2020-09-14,Credit Suisse,11.19
2020-09-15,Credit Suisse,10.92
2020-09-16,Credit Suisse,11.04
2020-09-17,Credit Suisse,10.98
2020-09-18,Credit Suisse,10.68
2020-09-21,Credit Suisse,10.08
2020-09-22,Credit Suisse,9.91
2020-09-23,Credit Suisse,9.68
2020-09-24,Credit Suisse,9.62
2020-09-25,Credit Suisse,9.48
2020-09-28,Credit Suisse,9.90
2020-09-29,Credit Suisse,9.83
2020-09-30,Credit Suisse,9.97
2020-10-01,Credit Suisse,9.91
2020-10-02,Credit Suisse,10.07
2020-10-05,Credit Suisse,10.32
2020-10-06,Credit Suisse,10.30
2020-10-07,Credit Suisse,10.48
2020-10-08,Credit Suisse,10.57
2020-10-09,Credit Suisse,10.47
2020-10-12,Credit Suisse,10.61
2020-10-13,Credit Suisse,10.45
2020-10-14,Credit Suisse,10.35
2020-10-15,Credit Suisse,10.23
2020-10-16,Credit Suisse,10.22
2020-10-19,Credit Suisse,10.62
2020-10-20,Credit Suisse,10.81
2020-10-21,Credit Suisse,10.63
2020-10-22,Credit Suisse,10.66
2020-10-23,Credit Suisse,10.87
2020-10-26,Credit Suisse,10.69
2020-10-27,Credit Suisse,10.34
2020-10-28,Credit Suisse,9.92
2020-10-29,Credit Suisse,9.38
2020-10-30,Credit Suisse,9.41
2020-11-02,Credit Suisse,9.63
2020-11-03,Credit Suisse,10.19
2020-11-04,Credit Suisse,10.12
2020-11-05,Credit Suisse,10.50
2020-11-06,Credit Suisse,10.57
2020-11-09,Credit Suisse,11.27
2020-11-10,Credit Suisse,11.69
2020-11-11,Credit Suisse,11.60
2020-11-12,Credit Suisse,11.51
2020-11-13,Credit Suisse,11.75
2020-11-16,Credit Suisse,12.03
2020-11-17,Credit Suisse,12.21
2020-11-18,Credit Suisse,12.05
2020-11-19,Credit Suisse,12.25
2020-11-20,Credit Suisse,12.22
2020-11-23,Credit Suisse,12.52
2020-11-24,Credit Suisse,13.02
2020-11-25,Credit Suisse,12.96
2020-11-27,Credit Suisse,12.93
2020-11-30,Credit Suisse,12.47
2020-12-01,Credit Suisse,12.89
2020-12-02,Credit Suisse,13.02
2020-12-03,Credit Suisse,13.03
2020-12-04,Credit Suisse,13.20
2020-12-07,Credit Suisse,13.11
2020-12-08,Credit Suisse,12.97
2020-12-09,Credit Suisse,13.00
2020-12-10,Credit Suisse,12.76
2020-12-11,Credit Suisse,12.45
2020-12-14,Credit Suisse,12.41
2020-12-15,Credit Suisse,12.73
2020-12-16,Credit Suisse,12.69
2020-12-17,Credit Suisse,12.74
2020-12-18,Credit Suisse,12.57
2020-12-21,Credit Suisse,12.32
2020-12-22,Credit Suisse,12.17
2020-12-23,Credit Suisse,12.75
2020-12-24,Credit Suisse,12.66
2020-12-28,Credit Suisse,12.76
2020-12-29,Credit Suisse,12.79
2020-12-30,Credit Suisse,12.81
2020-12-31,Credit Suisse,12.80
2021-01-04,Credit Suisse,12.89
2021-01-05,Credit Suisse,13.17
2021-01-06,Credit Suisse,13.79
2021-01-07,Credit Suisse,14.10
2021-01-08,Credit Suisse,13.69
2021-01-11,Credit Suisse,13.75
2021-01-12,Credit Suisse,14.07
2021-01-13,Credit Suisse,13.96
2021-01-14,Credit Suisse,13.97
2021-01-15,Credit Suisse,13.80
2021-01-19,Credit Suisse,13.63
2021-01-20,Credit Suisse,13.77
2021-01-21,Credit Suisse,13.75
2021-01-22,Credit Suisse,13.73
2021-01-25,Credit Suisse,13.56
2021-01-26,Credit Suisse,13.49
2021-01-27,Credit Suisse,13.16
2021-01-28,Credit Suisse,13.60
2021-01-29,Credit Suisse,13.05
2021-02-01,Credit Suisse,13.21
2021-02-02,Credit Suisse,13.40
2021-02-03,Credit Suisse,13.50
2021-02-04,Credit Suisse,13.72
2021-02-05,Credit Suisse,13.63
2021-02-08,Credit Suisse,13.78
2021-02-09,Credit Suisse,13.84
2021-02-10,Credit Suisse,13.83
2021-02-11,Credit Suisse,13.81
2021-02-12,Credit Suisse,13.91
2021-02-16,Credit Suisse,14.43
2021-02-17,Credit Suisse,14.17
2021-02-18,Credit Suisse,13.76
2021-02-19,Credit Suisse,14.08
2021-02-22,Credit Suisse,14.30
2021-02-23,Credit Suisse,14.30
2021-02-24,Credit Suisse,14.66
2021-02-25,Credit Suisse,14.54
2021-02-26,Credit Suisse,14.45
2021-03-01,Credit Suisse,14.70
2021-03-02,Credit Suisse,14.23
2021-03-03,Credit Suisse,14.06
2021-03-04,Credit Suisse,13.86
2021-03-05,Credit Suisse,13.89
2021-03-08,Credit Suisse,13.80
2021-03-09,Credit Suisse,13.98
2021-03-10,Credit Suisse,13.95
2021-03-11,Credit Suisse,13.29
2021-03-12,Credit Suisse,12.85
2021-03-15,Credit Suisse,13.00
2021-03-16,Credit Suisse,12.90
2021-03-17,Credit Suisse,13.13
2021-03-18,Credit Suisse,13.06
2021-03-19,Credit Suisse,13.08
2021-03-22,Credit Suisse,13.15
2021-03-23,Credit Suisse,12.89
2021-03-24,Credit Suisse,12.88
2021-03-25,Credit Suisse,13.21
2021-03-26,Credit Suisse,12.87
2021-03-29,Credit Suisse,11.39
2021-03-30,Credit Suisse,10.99
2021-03-31,Credit Suisse,10.60
2021-04-01,Credit Suisse,10.70
2021-04-05,Credit Suisse,10.87
2021-04-06,Credit Suisse,10.97
2021-04-07,Credit Suisse,10.87
2021-04-08,Credit Suisse,10.95
2021-04-09,Credit Suisse,10.65
2021-04-12,Credit Suisse,10.71
2021-04-13,Credit Suisse,10.63
2021-04-14,Credit Suisse,10.64
2021-04-15,Credit Suisse,10.76
2021-04-16,Credit Suisse,10.85
2021-04-19,Credit Suisse,10.70
2021-04-20,Credit Suisse,10.29
2021-04-21,Credit Suisse,10.38
2021-04-22,Credit Suisse,10.01
2021-04-23,Credit Suisse,10.45
2021-04-26,Credit Suisse,10.27
2021-04-27,Credit Suisse,10.61
2021-04-28,Credit Suisse,10.77
2021-04-29,Credit Suisse,10.73
2021-04-30,Credit Suisse,10.57
2021-05-03,Credit Suisse,10.61
2021-05-04,Credit Suisse,10.34
2021-05-05,Credit Suisse,10.37
2021-05-06,Credit Suisse,10.37
2021-05-07,Credit Suisse,10.39
2021-05-10,Credit Suisse,10.15
2021-05-11,Credit Suisse,10.10
2021-05-12,Credit Suisse,10.07
2021-05-13,Credit Suisse,10.28
2021-05-14,Credit Suisse,10.45
2021-05-17,Credit Suisse,10.51
2021-05-18,Credit Suisse,10.41
2021-05-19,Credit Suisse,10.46
2021-05-20,Credit Suisse,10.76
2021-05-21,Credit Suisse,10.69
2021-05-24,Credit Suisse,10.77
2021-05-25,Credit Suisse,10.78
2021-05-26,Credit Suisse,10.88
2021-05-27,Credit Suisse,11.14
2021-05-28,Credit Suisse,11.02
2021-06-01,Credit Suisse,11.14
2021-06-02,Credit Suisse,11.12
2021-06-03,Credit Suisse,11.15
2021-06-04,Credit Suisse,11.18
2021-06-07,Credit Suisse,11.11
2021-06-08,Credit Suisse,10.93
2021-06-09,Credit Suisse,10.78
2021-06-10,Credit Suisse,10.68
2021-06-11,Credit Suisse,10.70
2021-06-14,Credit Suisse,10.66
2021-06-15,Credit Suisse,10.76
2021-06-16,Credit Suisse,10.69
2021-06-17,Credit Suisse,10.42
2021-06-18,Credit Suisse,10.17
2021-06-21,Credit Suisse,10.26
2021-06-22,Credit Suisse,10.16
2021-06-23,Credit Suisse,10.20
2021-06-24,Credit Suisse,10.59
2021-06-25,Credit Suisse,10.77
2021-06-28,Credit Suisse,10.57
2021-06-29,Credit Suisse,10.51
2021-06-30,Credit Suisse,10.49
2021-07-01,Credit Suisse,10.56
2021-07-02,Credit Suisse,10.42
2021-07-06,Credit Suisse,10.24
2021-07-07,Credit Suisse,10.12
2021-07-08,Credit Suisse,9.91
2021-07-09,Credit Suisse,10.10
2021-07-12,Credit Suisse,10.11
2021-07-13,Credit Suisse,9.95
2021-07-14,Credit Suisse,9.89
2021-07-15,Credit Suisse,9.85
2021-07-16,Credit Suisse,9.73
2021-07-19,Credit Suisse,9.57
2021-07-20,Credit Suisse,9.81
2021-07-21,Credit Suisse,10.11
2021-07-22,Credit Suisse,9.97
2021-07-23,Credit Suisse,10.06
2021-07-26,Credit Suisse,10.28
2021-07-27,Credit Suisse,10.21
2021-07-28,Credit Suisse,10.29
2021-07-29,Credit Suisse,9.99
2021-07-30,Credit Suisse,10.05
2021-08-02,Credit Suisse,10.23
2021-08-03,Credit Suisse,10.39
2021-08-04,Credit Suisse,10.25
2021-08-05,Credit Suisse,10.40
2021-08-06,Credit Suisse,10.58
2021-08-09,Credit Suisse,10.53
2021-08-10,Credit Suisse,10.44
2021-08-11,Credit Suisse,10.48
2021-08-12,Credit Suisse,10.43
2021-08-13,Credit Suisse,10.39
2021-08-16,Credit Suisse,10.34
2021-08-17,Credit Suisse,10.26
2021-08-18,Credit Suisse,10.31
2021-08-19,Credit Suisse,10.17
2021-08-20,Credit Suisse,10.22
2021-08-23,Credit Suisse,10.35
2021-08-24,Credit Suisse,10.44
2021-08-25,Credit Suisse,10.72
2021-08-26,Credit Suisse,10.52
2021-08-27,Credit Suisse,10.66
2021-08-30,Credit Suisse,10.56
2021-08-31,Credit Suisse,10.57
2021-09-01,Credit Suisse,10.61
2021-09-02,Credit Suisse,10.57
2021-09-03,Credit Suisse,10.57
2021-09-07,Credit Suisse,10.56
2021-09-08,Credit Suisse,10.44
2021-09-09,Credit Suisse,10.58
2021-09-10,Credit Suisse,10.43
2021-09-13,Credit Suisse,10.62
2021-09-14,Credit Suisse,10.41
2021-09-15,Credit Suisse,10.21
2021-09-16,Credit Suisse,10.26
2021-09-17,Credit Suisse,10.15
2021-09-20,Credit Suisse,9.40
2021-09-21,Credit Suisse,9.41
2021-09-22,Credit Suisse,9.60
2021-09-23,Credit Suisse,9.80
2021-09-24,Credit Suisse,9.88
2021-09-27,Credit Suisse,10.16
2021-09-28,Credit Suisse,9.97
2021-09-29,Credit Suisse,9.98
2021-09-30,Credit Suisse,9.86
2021-10-01,Credit Suisse,9.90
2021-10-04,Credit Suisse,9.83
2021-10-05,Credit Suisse,9.94
2021-10-06,Credit Suisse,9.97
2021-10-07,Credit Suisse,10.18
2021-10-08,Credit Suisse,10.35
2021-10-11,Credit Suisse,10.29
2021-10-12,Credit Suisse,10.29
2021-10-13,Credit Suisse,10.27
2021-10-14,Credit Suisse,10.43
2021-10-15,Credit Suisse,10.57
2021-10-18,Credit Suisse,10.45
2021-10-19,Credit Suisse,10.60
2021-10-20,Credit Suisse,10.46
2021-10-21,Credit Suisse,10.41
2021-10-22,Credit Suisse,10.51
2021-10-25,Credit Suisse,10.58
2021-10-26,Credit Suisse,10.64
2021-10-27,Credit Suisse,10.53
2021-10-28,Credit Suisse,10.48
2021-10-29,Credit Suisse,10.31
2021-11-01,Credit Suisse,11.03
2021-11-02,Credit Suisse,10.98
2021-11-03,Credit Suisse,10.79
2021-11-04,Credit Suisse,10.28
2021-11-05,Credit Suisse,10.23
2021-11-08,Credit Suisse,10.31
2021-11-09,Credit Suisse,10.19
2021-11-10,Credit Suisse,10.08
2021-11-11,Credit Suisse,10.12
2021-11-12,Credit Suisse,10.06
2021-11-15,Credit Suisse,10.03
2021-11-16,Credit Suisse,9.92
2021-11-17,Credit Suisse,10.21
2021-11-18,Credit Suisse,10.12
2021-11-19,Credit Suisse,9.79
2021-11-22,Credit Suisse,9.62
2021-11-23,Credit Suisse,9.81
2021-11-24,Credit Suisse,9.82
2021-11-26,Credit Suisse,9.67
2021-11-29,Credit Suisse,9.66
2021-11-30,Credit Suisse,9.61
2021-12-01,Credit Suisse,9.50
2021-12-02,Credit Suisse,9.72
2021-12-03,Credit Suisse,9.56
2021-12-06,Credit Suisse,9.60
2021-12-07,Credit Suisse,9.75
2021-12-08,Credit Suisse,9.79
2021-12-09,Credit Suisse,9.60
2021-12-10,Credit Suisse,9.53
2021-12-13,Credit Suisse,9.36
2021-12-14,Credit Suisse,9.39
2021-12-15,Credit Suisse,9.38
2021-12-16,Credit Suisse,9.53
2021-12-17,Credit Suisse,9.38
2021-12-20,Credit Suisse,9.14
2021-12-21,Credit Suisse,9.43
2021-12-22,Credit Suisse,9.53
2021-12-23,Credit Suisse,9.69
2021-12-27,Credit Suisse,9.75
2021-12-28,Credit Suisse,9.75
2021-12-29,Credit Suisse,9.63
2021-12-30,Credit Suisse,9.63
2021-12-31,Credit Suisse,9.64
2022-01-03,Credit Suisse,9.92
2022-01-04,Credit Suisse,10.04
2022-01-05,Credit Suisse,9.94
2022-01-06,Credit Suisse,10.19
2022-01-07,Credit Suisse,10.19
2022-01-10,Credit Suisse,10.21
2022-01-11,Credit Suisse,10.23
2022-01-12,Credit Suisse,10.27
2022-01-13,Credit Suisse,10.51
2022-01-14,Credit Suisse,10.55
2022-01-18,Credit Suisse,10.03
2022-01-19,Credit Suisse,9.87
2022-01-20,Credit Suisse,9.86
2022-01-21,Credit Suisse,9.68
2022-01-24,Credit Suisse,9.24
2022-01-25,Credit Suisse,9.06
2022-01-26,Credit Suisse,9.25
2022-01-27,Credit Suisse,9.21
2022-01-28,Credit Suisse,9.31
2022-01-31,Credit Suisse,9.53
2022-02-01,Credit Suisse,9.76
2022-02-02,Credit Suisse,9.73
2022-02-03,Credit Suisse,9.59
2022-02-04,Credit Suisse,9.64
2022-02-07,Credit Suisse,9.74
2022-02-08,Credit Suisse,9.93
2022-02-09,Credit Suisse,10.01
2022-02-10,Credit Suisse,9.08
2022-02-11,Credit Suisse,8.95
2022-02-14,Credit Suisse,8.91
2022-02-15,Credit Suisse,9.08
2022-02-16,Credit Suisse,9.11
2022-02-17,Credit Suisse,8.97
2022-02-18,Credit Suisse,8.93
2022-02-22,Credit Suisse,8.58
2022-02-23,Credit Suisse,8.47
2022-02-24,Credit Suisse,8.25
2022-02-25,Credit Suisse,8.44
2022-02-28,Credit Suisse,8.28
2022-03-01,Credit Suisse,7.83
2022-03-02,Credit Suisse,7.97
2022-03-03,Credit Suisse,7.89
2022-03-04,Credit Suisse,7.38
2022-03-07,Credit Suisse,6.89
2022-03-08,Credit Suisse,7.27
2022-03-09,Credit Suisse,7.69
2022-03-10,Credit Suisse,7.35
2022-03-11,Credit Suisse,7.38
2022-03-14,Credit Suisse,7.63
2022-03-15,Credit Suisse,7.59
2022-03-16,Credit Suisse,7.98
2022-03-17,Credit Suisse,8.01
2022-03-18,Credit Suisse,8.15
2022-03-21,Credit Suisse,8.14
2022-03-22,Credit Suisse,8.25
2022-03-23,Credit Suisse,8.09
2022-03-24,Credit Suisse,8.12
2022-03-25,Credit Suisse,8.15
2022-03-28,Credit Suisse,7.94
2022-03-29,Credit Suisse,8.22
2022-03-30,Credit Suisse,8.04
2022-03-31,Credit Suisse,7.85
2022-04-01,Credit Suisse,7.99
2022-04-04,Credit Suisse,8.08
2022-04-05,Credit Suisse,7.79
2022-04-06,Credit Suisse,7.68
2022-04-07,Credit Suisse,7.72
2022-04-08,Credit Suisse,7.73
2022-04-11,Credit Suisse,7.70
2022-04-12,Credit Suisse,7.55
2022-04-13,Credit Suisse,7.64
2022-04-14,Credit Suisse,7.51
2022-04-18,Credit Suisse,7.50
2022-04-19,Credit Suisse,7.72
2022-04-20,Credit Suisse,7.49
2022-04-21,Credit Suisse,7.34
2022-04-22,Credit Suisse,7.18
2022-04-25,Credit Suisse,7.16
2022-04-26,Credit Suisse,6.76
2022-04-27,Credit Suisse,6.53
2022-04-28,Credit Suisse,6.61
2022-04-29,Credit Suisse,6.70
2022-05-02,Credit Suisse,6.75
2022-05-03,Credit Suisse,7.01
2022-05-04,Credit Suisse,7.24
2022-05-05,Credit Suisse,6.75
2022-05-06,Credit Suisse,6.68
2022-05-09,Credit Suisse,6.26
2022-05-10,Credit Suisse,6.33
2022-05-11,Credit Suisse,6.20
2022-05-12,Credit Suisse,6.24
2022-05-13,Credit Suisse,6.51
2022-05-16,Credit Suisse,6.53
2022-05-17,Credit Suisse,6.78
2022-05-18,Credit Suisse,6.63
2022-05-19,Credit Suisse,6.75
2022-05-20,Credit Suisse,6.78
2022-05-23,Credit Suisse,7.01
2022-05-24,Credit Suisse,7.06
2022-05-25,Credit Suisse,7.07
2022-05-26,Credit Suisse,7.22
2022-05-27,Credit Suisse,7.35
2022-05-31,Credit Suisse,7.05
2022-06-01,Credit Suisse,6.93
2022-06-02,Credit Suisse,7.02
2022-06-03,Credit Suisse,6.88
2022-06-06,Credit Suisse,6.97
2022-06-07,Credit Suisse,6.94
2022-06-08,Credit Suisse,6.87
2022-06-09,Credit Suisse,6.52
2022-06-10,Credit Suisse,6.17
2022-06-13,Credit Suisse,5.94
2022-06-14,Credit Suisse,5.80
2022-06-15,Credit Suisse,5.92
2022-06-16,Credit Suisse,5.68
2022-06-17,Credit Suisse,5.89
2022-06-21,Credit Suisse,5.91
2022-06-22,Credit Suisse,5.92
2022-06-23,Credit Suisse,5.64
2022-06-24,Credit Suisse,5.95
2022-06-27,Credit Suisse,5.95
2022-06-28,Credit Suisse,5.87
2022-06-29,Credit Suisse,5.79
2022-06-30,Credit Suisse,5.67
2022-07-01,Credit Suisse,5.70
2022-07-05,Credit Suisse,5.57
2022-07-06,Credit Suisse,5.43
2022-07-07,Credit Suisse,5.57
2022-07-08,Credit Suisse,5.60
2022-07-11,Credit Suisse,5.43
2022-07-12,Credit Suisse,5.52
2022-07-13,Credit Suisse,5.36
2022-07-14,Credit Suisse,5.11
2022-07-15,Credit Suisse,5.26
2022-07-18,Credit Suisse,5.36
2022-07-19,Credit Suisse,5.69
2022-07-20,Credit Suisse,5.53
2022-07-21,Credit Suisse,5.60
2022-07-22,Credit Suisse,5.48
2022-07-25,Credit Suisse,5.60
2022-07-26,Credit Suisse,5.22
2022-07-27,Credit Suisse,5.51
2022-07-28,Credit Suisse,5.72
2022-07-29,Credit Suisse,5.80
2022-08-01,Credit Suisse,5.77
2022-08-02,Credit Suisse,5.40
2022-08-03,Credit Suisse,5.42
2022-08-04,Credit Suisse,5.53
2022-08-05,Credit Suisse,5.50
2022-08-08,Credit Suisse,5.59
2022-08-09,Credit Suisse,5.45
2022-08-10,Credit Suisse,5.68
2022-08-11,Credit Suisse,5.71
2022-08-12,Credit Suisse,5.86
2022-08-15,Credit Suisse,5.77
2022-08-16,Credit Suisse,5.77
2022-08-17,Credit Suisse,5.50
2022-08-18,Credit Suisse,5.50
2022-08-19,Credit Suisse,5.26
2022-08-22,Credit Suisse,5.16
2022-08-23,Credit Suisse,5.28
2022-08-24,Credit Suisse,5.29
2022-08-25,Credit Suisse,5.44
2022-08-26,Credit Suisse,5.23
2022-08-29,Credit Suisse,5.25
2022-08-30,Credit Suisse,5.23
2022-08-31,Credit Suisse,5.16
2022-09-01,Credit Suisse,5.00
2022-09-02,Credit Suisse,5.12
2022-09-06,Credit Suisse,5.04
2022-09-07,Credit Suisse,5.15
2022-09-08,Credit Suisse,5.23
2022-09-09,Credit Suisse,5.42
2022-09-12,Credit Suisse,5.62
2022-09-13,Credit Suisse,5.30
2022-09-14,Credit Suisse,5.33
2022-09-15,Credit Suisse,5.34
2022-09-16,Credit Suisse,5.23
2022-09-19,Credit Suisse,5.24
2022-09-20,Credit Suisse,5.07
2022-09-21,Credit Suisse,5.00
2022-09-22,Credit Suisse,4.71
2022-09-23,Credit Suisse,4.14
2022-09-26,Credit Suisse,4.05
2022-09-27,Credit Suisse,3.98
2022-09-28,Credit Suisse,4.08
2022-09-29,Credit Suisse,3.92
2022-09-30,Credit Suisse,3.92
2022-10-03,Credit Suisse,4.01
2022-10-04,Credit Suisse,4.50
2022-10-05,Credit Suisse,4.22
2022-10-06,Credit Suisse,4.29
2022-10-07,Credit Suisse,4.85
2022-10-10,Credit Suisse,4.48
2022-10-11,Credit Suisse,4.24
2022-10-12,Credit Suisse,4.25
2022-10-13,Credit Suisse,4.53
2022-10-14,Credit Suisse,4.39
