date,bank,value
2022-10-17,Credit Suisse,4.55
2022-10-18,Credit Suisse,4.71
2022-10-19,Credit Suisse,4.58
2022-10-20,Credit Suisse,4.54
2022-10-21,Credit Suisse,4.72
2022-10-24,Credit Suisse,4.74
2022-10-25,Credit Suisse,4.84
2022-10-26,Credit Suisse,4.79
2022-10-27,Credit Suisse,3.83
2022-10-28,Credit Suisse,3.93
2022-10-31,Credit Suisse,4.12
2022-11-01,Credit Suisse,4.16
2022-11-02,Credit Suisse,4.08
2022-11-03,Credit Suisse,4.02
2022-11-04,Credit Suisse,4.24
2022-11-07,Credit Suisse,4.12
2022-11-08,Credit Suisse,4.18
2022-11-09,Credit Suisse,4.01
2022-11-10,Credit Suisse,4.30
2022-11-11,Credit Suisse,4.63
2022-11-14,Credit Suisse,4.50
2022-11-15,Credit Suisse,4.51
2022-11-16,Credit Suisse,4.39
2022-11-17,Credit Suisse,4.39
2022-11-18,Credit Suisse,4.25
2022-11-21,Credit Suisse,4.15
2022-11-22,Credit Suisse,4.09
2022-11-23,Credit Suisse,3.83
2022-11-25,Credit Suisse,3.59
2022-11-28,Credit Suisse,3.37
2022-11-29,Credit Suisse,3.29
2022-11-30,Credit Suisse,3.28
2022-12-01,Credit Suisse,3.09
2022-12-02,Credit Suisse,3.38
2022-12-05,Credit Suisse,3.34
2022-12-06,Credit Suisse,3.22
2022-12-07,Credit Suisse,3.17
2022-12-08,Credit Suisse,3.32
2022-12-09,Credit Suisse,3.37
2022-12-12,Credit Suisse,3.40
2022-12-13,Credit Suisse,3.38
2022-12-14,Credit Suisse,3.15
2022-12-15,Credit Suisse,3.07
2022-12-16,Credit Suisse,3.08
2022-12-19,Credit Suisse,3.02
2022-12-20,Credit Suisse,2.99
2022-12-21,Credit Suisse,3.12
2022-12-22,Credit Suisse,3.09
2022-12-23,Credit Suisse,3.10
2022-12-27,Credit Suisse,3.14
2022-12-28,Credit Suisse,3.02
2022-12-29,Credit Suisse,3.12
2022-12-30,Credit Suisse,3.04
2023-01-03,Credit Suisse,3.12
2023-01-04,Credit Suisse,3.28
2023-01-05,Credit Suisse,3.20
2023-01-06,Credit Suisse,3.28
2023-01-09,Credit Suisse,3.36
2023-01-10,Credit Suisse,3.40
2023-01-11,Credit Suisse,3.45
2023-01-12,Credit Suisse,3.51
2023-01-13,Credit Suisse,3.44
2023-01-17,Credit Suisse,3.53
2023-01-18,Credit Suisse,3.49
2023-01-19,Credit Suisse,3.32
2023-01-20,Credit Suisse,3.46
2023-01-23,Credit Suisse,3.54
2023-01-24,Credit Suisse,3.47
2023-01-25,Credit Suisse,3.47
2023-01-26,Credit Suisse,3.57
2023-01-27,Credit Suisse,3.56
2023-01-30,Credit Suisse,3.43
2023-01-31,Credit Suisse,3.51
2023-02-01,Credit Suisse,3.63
2023-02-02,Credit Suisse,3.68
2023-02-03,Credit Suisse,3.56
2023-02-06,Credit Suisse,3.52
2023-02-07,Credit Suisse,3.61
2023-02-08,Credit Suisse,3.58
2023-02-09,Credit Suisse,3.02
2023-02-10,Credit Suisse,3.14
2023-02-13,Credit Suisse,3.05
2023-02-14,Credit Suisse,3.09
2023-02-15,Credit Suisse,3.13
2023-02-16,Credit Suisse,3.06
2023-02-17,Credit Suisse,3.02
2023-02-21,Credit Suisse,2.92
2023-02-22,Credit Suisse,3.01
2023-02-23,Credit Suisse,3.04
2023-02-24,Credit Suisse,3.00
2023-02-27,Credit Suisse,3.06
2023-02-28,Credit Suisse,3.07
2023-03-01,Credit Suisse,3.00
2023-03-02,Credit Suisse,2.84
2023-03-03,Credit Suisse,3.03
2023-03-06,Credit Suisse,3.00
2023-03-07,Credit Suisse,2.89
2023-03-08,Credit Suisse,2.90
2023-03-09,Credit Suisse,2.77
2023-03-10,Credit Suisse,2.66
2023-03-13,Credit Suisse,2.54
2023-03-14,Credit Suisse,2.51
2023-03-15,Credit Suisse,2.16
2023-03-16,Credit Suisse,2.16
2023-03-17,Credit Suisse,2.01
2023-03-20,Credit Suisse,0.94
2023-03-21,Credit Suisse,0.97
2023-03-22,Credit Suisse,0.92
2023-03-23,Credit Suisse,0.87
2023-03-24,Credit Suisse,0.86
2023-03-27,Credit Suisse,0.86
2023-03-28,Credit Suisse,0.85
2023-03-29,Credit Suisse,0.88
2023-03-30,Credit Suisse,0.87
2023-03-31,Credit Suisse,0.89
2007-01-03,UBS,61.39
2007-01-04,UBS,61.08
2007-01-05,UBS,60.53
2007-01-08,UBS,60.19
2007-01-09,UBS,60.14
2007-01-10,UBS,59.90
2007-01-11,UBS,60.74
2007-01-12,UBS,61.11
2007-01-16,UBS,61.45
2007-01-17,UBS,61.45
2007-01-18,UBS,61.06
2007-01-19,UBS,60.99
2007-01-22,UBS,60.72
2007-01-23,UBS,61.70
2007-01-24,UBS,62.67
2007-01-25,UBS,62.31
2007-01-26,UBS,61.69
2007-01-29,UBS,61.64
2007-01-30,UBS,62.13
2007-01-31,UBS,63.01
2007-02-01,UBS,63.49
2007-02-02,UBS,63.57
2007-02-05,UBS,63.15
2007-02-06,UBS,63.40
2007-02-07,UBS,63.63
2007-02-08,UBS,64.02
2007-02-09,UBS,63.51
2007-02-12,UBS,63.32
2007-02-13,UBS,63.04
2007-02-14,UBS,63.31
2007-02-15,UBS,62.39
2007-02-16,UBS,63.03
2007-02-20,UBS,62.93
2007-02-21,UBS,61.83
2007-02-22,UBS,61.64
2007-02-23,UBS,61.73
2007-02-26,UBS,60.88
2007-02-27,UBS,58.07
2007-02-28,UBS,59.12
2007-03-01,UBS,58.75
2007-03-02,UBS,57.85
2007-03-05,UBS,57.08
2007-03-06,UBS,57.91
2007-03-07,UBS,58.37
2007-03-08,UBS,58.83
2007-03-09,UBS,58.29
2007-03-12,UBS,58.11
2007-03-13,UBS,56.02
2007-03-14,UBS,56.54
2007-03-15,UBS,56.87
2007-03-16,UBS,57.15
2007-03-19,UBS,57.84
2007-03-20,UBS,58.34
2007-03-21,UBS,60.43
2007-03-22,UBS,59.78
2007-03-23,UBS,60.17
2007-03-26,UBS,60.05
2007-03-27,UBS,59.42
2007-03-28,UBS,58.75
2007-03-29,UBS,59.54
2007-03-30,UBS,59.43
2007-04-02,UBS,59.58
2007-04-03,UBS,60.00
2007-04-04,UBS,60.27
2007-04-05,UBS,60.71
2007-04-09,UBS,60.27
2007-04-10,UBS,61.06
2007-04-11,UBS,60.45
2007-04-12,UBS,60.83
2007-04-13,UBS,61.52
2007-04-16,UBS,62.48
2007-04-17,UBS,62.34
2007-04-18,UBS,63.61
2007-04-19,UBS,62.19
2007-04-20,UBS,64.53
2007-04-23,UBS,64.00
2007-04-24,UBS,64.54
2007-04-25,UBS,65.56
2007-04-26,UBS,66.15
2007-04-27,UBS,65.36
2007-04-30,UBS,64.90
2007-05-01,UBS,65.19
2007-05-02,UBS,65.45
2007-05-03,UBS,63.43
2007-05-04,UBS,63.55
2007-05-07,UBS,63.90
2007-05-08,UBS,62.70
2007-05-09,UBS,63.24
2007-05-10,UBS,61.86
2007-05-11,UBS,63.39
2007-05-14,UBS,62.75
2007-05-15,UBS,62.95
2007-05-16,UBS,63.63
2007-05-17,UBS,63.45
2007-05-18,UBS,64.80
2007-05-21,UBS,63.93
2007-05-22,UBS,63.74
2007-05-23,UBS,64.02
2007-05-24,UBS,63.21
2007-05-25,UBS,64.31
2007-05-29,UBS,64.64
2007-05-30,UBS,64.90
2007-05-31,UBS,65.24
2007-06-01,UBS,65.04
2007-06-04,UBS,64.92
2007-06-05,UBS,63.99
2007-06-06,UBS,63.10
2007-06-07,UBS,61.07
2007-06-08,UBS,61.56
2007-06-11,UBS,61.80
2007-06-12,UBS,60.58
2007-06-13,UBS,61.36
2007-06-14,UBS,61.57
2007-06-15,UBS,62.47
2007-06-18,UBS,62.47
2007-06-19,UBS,62.58
2007-06-20,UBS,61.73
2007-06-21,UBS,61.55
2007-06-22,UBS,60.65
2007-06-25,UBS,59.89
2007-06-26,UBS,59.66
2007-06-27,UBS,60.00
2007-06-28,UBS,59.49
2007-06-29,UBS,60.01
2007-07-02,UBS,61.00
2007-07-03,UBS,60.96
2007-07-05,UBS,60.58
2007-07-06,UBS,61.11
2007-07-09,UBS,61.09
2007-07-10,UBS,59.98
2007-07-11,UBS,60.29
2007-07-12,UBS,60.98
2007-07-13,UBS,61.49
2007-07-16,UBS,61.98
2007-07-17,UBS,61.10
2007-07-18,UBS,60.72
2007-07-19,UBS,59.46
2007-07-20,UBS,58.13
2007-07-23,UBS,57.85
2007-07-24,UBS,57.31
2007-07-25,UBS,56.48
2007-07-26,UBS,54.38
2007-07-27,UBS,54.40
2007-07-30,UBS,54.95
2007-07-31,UBS,55.07
2007-08-01,UBS,54.06
2007-08-02,UBS,55.12
2007-08-03,UBS,54.08
2007-08-06,UBS,55.23
2007-08-07,UBS,55.74
2007-08-08,UBS,57.04
2007-08-09,UBS,55.29
2007-08-10,UBS,54.95
2007-08-13,UBS,54.09
2007-08-14,UBS,51.49
2007-08-15,UBS,50.98
2007-08-16,UBS,52.13
2007-08-17,UBS,52.98
2007-08-20,UBS,52.34
2007-08-21,UBS,52.09
2007-08-22,UBS,52.76
2007-08-23,UBS,52.50
2007-08-24,UBS,53.27
2007-08-27,UBS,53.08
2007-08-28,UBS,51.78
2007-08-29,UBS,52.51
2007-08-30,UBS,51.56
2007-08-31,UBS,52.24
2007-09-04,UBS,53.29
2007-09-05,UBS,52.66
2007-09-06,UBS,52.49
2007-09-07,UBS,52.09
2007-09-10,UBS,51.34
2007-09-11,UBS,51.49
2007-09-12,UBS,51.60
2007-09-13,UBS,52.33
2007-09-14,UBS,51.87
2007-09-17,UBS,51.39
2007-09-18,UBS,53.93
2007-09-19,UBS,53.94
2007-09-20,UBS,53.97
2007-09-21,UBS,54.05
2007-09-24,UBS,53.13
2007-09-25,UBS,53.37
2007-09-26,UBS,52.72
2007-09-27,UBS,53.11
2007-09-28,UBS,53.25
2007-10-01,UBS,54.94
2007-10-02,UBS,56.61
2007-10-03,UBS,56.98
2007-10-04,UBS,57.43
2007-10-05,UBS,57.75
2007-10-08,UBS,57.45
2007-10-09,UBS,57.93
2007-10-10,UBS,57.53
2007-10-11,UBS,57.05
2007-10-12,UBS,57.30
2007-10-15,UBS,57.04
2007-10-16,UBS,55.80
2007-10-17,UBS,56.15
2007-10-18,UBS,56.21
2007-10-19,UBS,54.52
2007-10-22,UBS,54.47
2007-10-23,UBS,55.01
2007-10-24,UBS,53.55
2007-10-25,UBS,52.95
2007-10-26,UBS,53.83
2007-10-29,UBS,53.25
2007-10-30,UBS,53.11
2007-10-31,UBS,53.69
2007-11-01,UBS,50.75
2007-11-02,UBS,49.27
2007-11-05,UBS,47.58
2007-11-06,UBS,48.73
2007-11-07,UBS,46.63
2007-11-08,UBS,47.07
2007-11-09,UBS,45.69
2007-11-12,UBS,46.41
2007-11-13,UBS,48.75
2007-11-14,UBS,49.25
2007-11-15,UBS,47.75
2007-11-16,UBS,47.55
2007-11-19,UBS,44.94
2007-11-20,UBS,45.25
2007-11-21,UBS,43.68
2007-11-23,UBS,45.24
2007-11-26,UBS,44.28
2007-11-27,UBS,46.66
2007-11-28,UBS,49.67
2007-11-29,UBS,49.37
2007-11-30,UBS,50.48
2007-12-03,UBS,49.55
2007-12-04,UBS,48.70
2007-12-05,UBS,49.36
2007-12-06,UBS,50.60
2007-12-07,UBS,50.48
2007-12-10,UBS,51.66
2007-12-11,UBS,48.78
2007-12-12,UBS,49.26
2007-12-13,UBS,48.23
2007-12-14,UBS,47.35
2007-12-17,UBS,46.11
2007-12-18,UBS,46.65
2007-12-19,UBS,45.48
2007-12-20,UBS,45.31
2007-12-21,UBS,45.28
2007-12-24,UBS,45.48
2007-12-26,UBS,45.66
2007-12-27,UBS,45.65
2007-12-28,UBS,46.10
2007-12-31,UBS,46.00
2008-01-02,UBS,45.79
2008-01-03,UBS,45.58
2008-01-04,UBS,43.79
2008-01-07,UBS,43.51
2008-01-08,UBS,43.30
2008-01-09,UBS,44.54
2008-01-10,UBS,45.46
2008-01-11,UBS,44.72
2008-01-14,UBS,45.54
2008-01-15,UBS,44.19
2008-01-16,UBS,42.83
2008-01-17,UBS,40.89
2008-01-18,UBS,40.00
2008-01-22,UBS,40.56
2008-01-23,UBS,42.38
2008-01-24,UBS,43.68
2008-01-25,UBS,41.62
2008-01-28,UBS,42.41
2008-01-29,UBS,43.05
2008-01-30,UBS,42.26
2008-01-31,UBS,41.28
2008-02-01,UBS,42.04
2008-02-04,UBS,40.12
2008-02-05,UBS,38.19
2008-02-06,UBS,37.91
2008-02-07,UBS,37.92
2008-02-08,UBS,36.84
2008-02-11,UBS,35.87
2008-02-12,UBS,36.82
2008-02-13,UBS,36.99
2008-02-14,UBS,33.94
2008-02-15,UBS,33.14
2008-02-19,UBS,32.71
2008-02-20,UBS,33.76
2008-02-21,UBS,32.68
2008-02-22,UBS,33.65
2008-02-25,UBS,34.08
2008-02-26,UBS,34.53
2008-02-27,UBS,34.85
2008-02-28,UBS,33.79
2008-02-29,UBS,32.34
2008-03-03,UBS,31.84
2008-03-04,UBS,30.80
2008-03-05,UBS,30.83
2008-03-06,UBS,29.52
2008-03-07,UBS,29.23
2008-03-10,UBS,28.34
2008-03-11,UBS,30.13
2008-03-12,UBS,30.57
2008-03-13,UBS,30.29
2008-03-14,UBS,27.76
2008-03-17,UBS,24.66
2008-03-18,UBS,28.85
2008-03-19,UBS,26.65
2008-03-20,UBS,28.51
2008-03-24,UBS,29.29
2008-03-25,UBS,30.09
2008-03-26,UBS,29.16
2008-03-27,UBS,29.13
2008-03-28,UBS,27.77
2008-03-31,UBS,28.80
2008-04-01,UBS,33.01
2008-04-02,UBS,32.61
2008-04-03,UBS,32.49
2008-04-04,UBS,33.65
2008-04-07,UBS,34.88
2008-04-08,UBS,34.91
2008-04-09,UBS,33.97
2008-04-10,UBS,33.67
2008-04-11,UBS,33.81
2008-04-14,UBS,33.34
2008-04-15,UBS,33.99
2008-04-16,UBS,34.09
2008-04-17,UBS,34.61
2008-04-18,UBS,35.32
2008-04-21,UBS,35.84
2008-04-22,UBS,35.38
2008-04-23,UBS,34.46
2008-04-24,UBS,34.91
2008-04-25,UBS,36.00
2008-04-28,UBS,35.36
2008-04-29,UBS,34.47
2008-04-30,UBS,33.59
2008-05-01,UBS,34.69
2008-05-02,UBS,34.80
2008-05-05,UBS,34.31
2008-05-06,UBS,33.77
2008-05-07,UBS,32.05
2008-05-08,UBS,31.05
2008-05-09,UBS,31.04
2008-05-12,UBS,31.60
2008-05-13,UBS,30.79
2008-05-14,UBS,30.87
2008-05-15,UBS,31.10
2008-05-16,UBS,30.77
2008-05-19,UBS,30.40
2008-05-20,UBS,30.61
2008-05-21,UBS,29.34
2008-05-22,UBS,29.91
2008-05-23,UBS,29.30
2008-05-27,UBS,25.39
2008-05-28,UBS,24.90
2008-05-29,UBS,24.54
2008-05-30,UBS,23.66
2008-06-02,UBS,23.04
2008-06-03,UBS,23.60
2008-06-04,UBS,23.77
2008-06-05,UBS,25.40
2008-06-06,UBS,23.91
2008-06-09,UBS,23.10
2008-06-10,UBS,23.45
2008-06-11,UBS,22.62
2008-06-12,UBS,23.09
2008-06-13,UBS,24.67
2008-06-16,UBS,24.54
2008-06-17,UBS,24.55
2008-06-18,UBS,24.09
2008-06-19,UBS,23.07
2008-06-20,UBS,21.90
2008-06-23,UBS,20.60
2008-06-24,UBS,22.03
2008-06-25,UBS,22.73
2008-06-26,UBS,22.05
2008-06-27,UBS,21.70
2008-06-30,UBS,20.66
2008-07-01,UBS,20.35
2008-07-02,UBS,19.83
2008-07-03,UBS,20.32
2008-07-07,UBS,18.90
2008-07-08,UBS,20.15
2008-07-09,UBS,19.51
2008-07-10,UBS,19.90
2008-07-11,UBS,19.49
2008-07-14,UBS,18.64
2008-07-15,UBS,17.96
2008-07-16,UBS,19.83
2008-07-17,UBS,20.52
2008-07-18,UBS,21.48
2008-07-21,UBS,21.59
2008-07-22,UBS,22.42
2008-07-23,UBS,22.60
2008-07-24,UBS,21.00
2008-07-25,UBS,20.76
2008-07-28,UBS,19.15
2008-07-29,UBS,18.99
2008-07-30,UBS,19.46
2008-07-31,UBS,19.31
2008-08-01,UBS,19.39
2008-08-04,UBS,19.07
2008-08-05,UBS,20.58
2008-08-06,UBS,20.61
2008-08-07,UBS,20.40
2008-08-08,UBS,21.15
2008-08-11,UBS,21.69
2008-08-12,UBS,20.30
2008-08-13,UBS,19.44
2008-08-14,UBS,19.84
2008-08-15,UBS,19.98
2008-08-18,UBS,20.07
2008-08-19,UBS,19.46
2008-08-20,UBS,19.91
2008-08-21,UBS,20.16
2008-08-22,UBS,21.04
2008-08-25,UBS,20.50
2008-08-26,UBS,21.02
2008-08-27,UBS,21.01
2008-08-28,UBS,22.16
2008-08-29,UBS,21.89
2008-09-02,UBS,21.61
2008-09-03,UBS,22.50
2008-09-04,UBS,20.58
2008-09-05,UBS,20.80
2008-09-08,UBS,21.78
2008-09-09,UBS,20.23
2008-09-10,UBS,20.78
2008-09-11,UBS,20.63
2008-09-12,UBS,20.65
2008-09-15,UBS,16.95
2008-09-16,UBS,15.55
2008-09-17,UBS,13.14
2008-09-18,UBS,16.33
2008-09-19,UBS,21.45
2008-09-22,UBS,19.25
2008-09-23,UBS,18.80
2008-09-24,UBS,18.50
2008-09-25,UBS,20.14
2008-09-26,UBS,20.10
2008-09-29,UBS,15.55
2008-09-30,UBS,17.54
2008-10-01,UBS,18.95
2008-10-02,UBS,20.10
2008-10-03,UBS,19.95
2008-10-06,UBS,18.55
2008-10-07,UBS,16.56
2008-10-08,UBS,16.50
2008-10-09,UBS,15.50
2008-10-10,UBS,15.30
2008-10-13,UBS,17.04
2008-10-14,UBS,18.79
2008-10-15,UBS,16.66
2008-10-16,UBS,17.33
2008-10-17,UBS,15.75
2008-10-20,UBS,16.00
2008-10-21,UBS,15.52
2008-10-22,UBS,14.12
2008-10-23,UBS,14.10
2008-10-24,UBS,13.02
2008-10-27,UBS,12.41
2008-10-28,UBS,14.08
2008-10-29,UBS,14.53
2008-10-30,UBS,15.90
2008-10-31,UBS,16.90
2008-11-03,UBS,16.18
2008-11-04,UBS,17.39
2008-11-05,UBS,15.92
2008-11-06,UBS,14.51
2008-11-07,UBS,14.99
2008-11-10,UBS,14.50
2008-11-11,UBS,13.77
2008-11-12,UBS,13.12
2008-11-13,UBS,13.63
2008-11-14,UBS,11.50
2008-11-17,UBS,11.70
2008-11-18,UBS,10.92
2008-11-19,UBS,9.28
2008-11-20,UBS,8.44
2008-11-21,UBS,9.45
2008-11-24,UBS,11.71
2008-11-25,UBS,12.22
2008-11-26,UBS,12.92
2008-11-28,UBS,12.74
2008-12-01,UBS,10.98
2008-12-02,UBS,11.80
2008-12-03,UBS,12.20
2008-12-04,UBS,11.79
2008-12-05,UBS,12.51
2008-12-08,UBS,13.63
2008-12-09,UBS,12.92
2008-12-10,UBS,13.43
2008-12-11,UBS,12.86
2008-12-12,UBS,12.46
2008-12-15,UBS,12.13
2008-12-16,UBS,13.57
2008-12-17,UBS,14.01
2008-12-18,UBS,13.08
2008-12-19,UBS,12.57
2008-12-22,UBS,12.12
2008-12-23,UBS,12.68
2008-12-24,UBS,12.83
2008-12-26,UBS,13.08
2008-12-29,UBS,13.73
2008-12-30,UBS,14.05
2008-12-31,UBS,14.30
2009-01-02,UBS,14.71
2009-01-05,UBS,14.57
2009-01-06,UBS,14.44
2009-01-07,UBS,14.35
2009-01-08,UBS,15.04
2009-01-09,UBS,14.92
2009-01-12,UBS,14.43
2009-01-13,UBS,13.43
2009-01-14,UBS,12.51
2009-01-15,UBS,12.30
2009-01-16,UBS,11.91
2009-01-20,UBS,10.00
2009-01-21,UBS,12.12
2009-01-22,UBS,11.96
2009-01-23,UBS,12.44
2009-01-26,UBS,12.26
2009-01-27,UBS,12.87
2009-01-28,UBS,13.84
2009-01-29,UBS,12.02
2009-01-30,UBS,12.45
2009-02-02,UBS,11.39
2009-02-03,UBS,11.67
2009-02-04,UBS,11.64
2009-02-05,UBS,11.45
2009-02-06,UBS,11.25
2009-02-09,UBS,11.04
2009-02-10,UBS,11.20
2009-02-11,UBS,11.85
2009-02-12,UBS,11.73
2009-02-13,UBS,11.19
2009-02-17,UBS,10.25
2009-02-18,UBS,10.33
2009-02-19,UBS,10.58
2009-02-20,UBS,9.71
2009-02-23,UBS,8.39
2009-02-24,UBS,9.21
2009-02-25,UBS,8.76
2009-02-26,UBS,9.64
2009-02-27,UBS,9.05
2009-03-02,UBS,8.34
2009-03-03,UBS,8.35
2009-03-04,UBS,8.70
2009-03-05,UBS,7.88
2009-03-06,UBS,7.72
2009-03-09,UBS,7.24
2009-03-10,UBS,8.42
2009-03-11,UBS,8.61
2009-03-12,UBS,9.29
2009-03-13,UBS,9.24
2009-03-16,UBS,9.36
2009-03-17,UBS,10.20
2009-03-18,UBS,10.79
2009-03-19,UBS,10.74
2009-03-20,UBS,10.97
2009-03-23,UBS,12.24
2009-03-24,UBS,11.40
2009-03-25,UBS,11.34
2009-03-26,UBS,11.03
2009-03-27,UBS,9.77
2009-03-30,UBS,8.89
2009-03-31,UBS,9.43
2009-04-01,UBS,9.89
2009-04-02,UBS,10.20
2009-04-03,UBS,10.71
2009-04-06,UBS,10.02
2009-04-07,UBS,9.43
2009-04-08,UBS,9.58
2009-04-09,UBS,10.49
2009-04-13,UBS,10.86
2009-04-14,UBS,11.19
2009-04-15,UBS,11.23
2009-04-16,UBS,11.68
2009-04-17,UBS,11.99
2009-04-20,UBS,11.00
2009-04-21,UBS,11.81
2009-04-22,UBS,11.98
2009-04-23,UBS,12.19
2009-04-24,UBS,12.50
2009-04-27,UBS,12.38
2009-04-28,UBS,12.48
2009-04-29,UBS,13.13
2009-04-30,UBS,13.64
2009-05-01,UBS,13.71
2009-05-04,UBS,14.58
2009-05-05,UBS,14.33
2009-05-06,UBS,14.75
2009-05-07,UBS,14.46
2009-05-08,UBS,15.74
2009-05-11,UBS,15.32
2009-05-12,UBS,14.64
2009-05-13,UBS,13.02
2009-05-14,UBS,13.84
2009-05-15,UBS,13.26
2009-05-18,UBS,14.35
2009-05-19,UBS,14.71
2009-05-20,UBS,14.50
2009-05-21,UBS,14.23
2009-05-22,UBS,14.36
2009-05-26,UBS,14.54
2009-05-27,UBS,14.21
2009-05-28,UBS,14.66
2009-05-29,UBS,15.03
2009-06-01,UBS,15.50
2009-06-02,UBS,15.37
2009-06-03,UBS,14.40
2009-06-04,UBS,14.73
2009-06-05,UBS,13.75
2009-06-08,UBS,13.74
2009-06-09,UBS,13.85
2009-06-10,UBS,14.29
2009-06-11,UBS,14.83
2009-06-12,UBS,14.84
2009-06-15,UBS,13.94
2009-06-16,UBS,13.28
2009-06-17,UBS,13.08
2009-06-18,UBS,13.31
2009-06-19,UBS,13.25
2009-06-22,UBS,12.52
2009-06-23,UBS,13.26
2009-06-24,UBS,13.17
2009-06-25,UBS,12.97
2009-06-26,UBS,12.30
2009-06-29,UBS,12.36
2009-06-30,UBS,12.21
2009-07-01,UBS,12.36
2009-07-02,UBS,11.95
2009-07-06,UBS,12.02
2009-07-07,UBS,11.80
2009-07-08,UBS,11.53
2009-07-09,UBS,11.94
2009-07-10,UBS,11.66
2009-07-13,UBS,12.40
2009-07-14,UBS,12.51
2009-07-15,UBS,13.23
2009-07-16,UBS,13.35
2009-07-17,UBS,13.32
2009-07-20,UBS,13.69
2009-07-21,UBS,13.43
2009-07-22,UBS,13.31
2009-07-23,UBS,13.84
2009-07-24,UBS,13.90
2009-07-27,UBS,14.06
2009-07-28,UBS,13.59
2009-07-29,UBS,13.23
2009-07-30,UBS,13.79
2009-07-31,UBS,14.74
2009-08-03,UBS,15.46
2009-08-04,UBS,14.29
2009-08-05,UBS,14.60
2009-08-06,UBS,14.77
2009-08-07,UBS,15.11
2009-08-10,UBS,14.89
2009-08-11,UBS,14.71
2009-08-12,UBS,15.30
2009-08-13,UBS,16.21
2009-08-14,UBS,16.11
2009-08-17,UBS,15.21
2009-08-18,UBS,15.90
2009-08-19,UBS,15.44
2009-08-20,UBS,16.93
2009-08-21,UBS,17.54
2009-08-24,UBS,17.36
2009-08-25,UBS,17.51
2009-08-26,UBS,17.38
2009-08-27,UBS,18.21
2009-08-28,UBS,18.34
2009-08-31,UBS,18.32
2009-09-01,UBS,17.02
2009-09-02,UBS,16.84
2009-09-03,UBS,17.68
2009-09-04,UBS,18.14
2009-09-08,UBS,18.44
2009-09-09,UBS,18.26
2009-09-10,UBS,18.18
2009-09-11,UBS,17.92
2009-09-14,UBS,18.13
2009-09-15,UBS,18.14
2009-09-16,UBS,18.83
2009-09-17,UBS,18.51
2009-09-18,UBS,18.75
2009-09-21,UBS,18.72
2009-09-22,UBS,18.86
2009-09-23,UBS,18.75
2009-09-24,UBS,18.44
2009-09-25,UBS,18.11
2009-09-28,UBS,18.71
2009-09-29,UBS,18.40
2009-09-30,UBS,18.31
2009-10-01,UBS,17.45
2009-10-02,UBS,17.32
2009-10-05,UBS,17.50
2009-10-06,UBS,17.90
2009-10-07,UBS,17.82
2009-10-08,UBS,17.75
2009-10-09,UBS,17.66
2009-10-12,UBS,17.88
2009-10-13,UBS,18.10
2009-10-14,UBS,18.98
2009-10-15,UBS,18.88
2009-10-16,UBS,18.61
2009-10-19,UBS,18.80
2009-10-20,UBS,18.80
2009-10-21,UBS,18.71
2009-10-22,UBS,18.91
2009-10-23,UBS,18.09
2009-10-26,UBS,17.51
2009-10-27,UBS,17.35
2009-10-28,UBS,16.59
2009-10-29,UBS,17.44
2009-10-30,UBS,16.59
2009-11-02,UBS,16.78
2009-11-03,UBS,16.24
2009-11-04,UBS,16.42
2009-11-05,UBS,16.69
2009-11-06,UBS,16.68
2009-11-09,UBS,17.33
2009-11-10,UBS,17.23
2009-11-11,UBS,17.26
2009-11-12,UBS,16.78
2009-11-13,UBS,16.97
2009-11-16,UBS,17.35
2009-11-17,UBS,16.74
2009-11-18,UBS,16.70
2009-11-19,UBS,16.24
2009-11-20,UBS,15.95
2009-11-23,UBS,16.21
2009-11-24,UBS,16.10
2009-11-25,UBS,16.09
2009-11-27,UBS,15.66
2009-11-30,UBS,15.69
2009-12-01,UBS,16.00
2009-12-02,UBS,15.76
2009-12-03,UBS,15.91
2009-12-04,UBS,16.08
2009-12-07,UBS,15.69
2009-12-08,UBS,15.54
2009-12-09,UBS,15.38
2009-12-10,UBS,15.52
2009-12-11,UBS,15.30
2009-12-14,UBS,15.43
2009-12-15,UBS,15.36
2009-12-16,UBS,15.85
2009-12-17,UBS,15.36
2009-12-18,UBS,15.22
2009-12-21,UBS,15.35
2009-12-22,UBS,15.49
2009-12-23,UBS,15.55
2009-12-24,UBS,15.66
2009-12-28,UBS,15.79
2009-12-29,UBS,15.74
2009-12-30,UBS,15.58
2009-12-31,UBS,15.51
2010-01-04,UBS,16.02
2010-01-05,UBS,16.14
2010-01-06,UBS,16.09
2010-01-07,UBS,16.15
2010-01-08,UBS,16.74
2010-01-11,UBS,16.80
2010-01-12,UBS,16.37
2010-01-13,UBS,16.27
2010-01-14,UBS,16.31
2010-01-15,UBS,15.66
2010-01-19,UBS,15.69
2010-01-20,UBS,15.22
2010-01-21,UBS,14.66
2010-01-22,UBS,14.01
2010-01-25,UBS,14.14
2010-01-26,UBS,13.61
2010-01-27,UBS,13.69
2010-01-28,UBS,13.55
2010-01-29,UBS,13.01
2010-02-01,UBS,13.31
2010-02-02,UBS,13.61
2010-02-03,UBS,13.80
2010-02-04,UBS,12.95
2010-02-05,UBS,13.11
2010-02-08,UBS,12.84
2010-02-09,UBS,12.81
2010-02-10,UBS,12.82
2010-02-11,UBS,12.74
2010-02-12,UBS,12.73
2010-02-16,UBS,13.56
2010-02-17,UBS,13.55
