Date,Type of work,Value,Average
2021-02-19,Sales and marketing,2.189856957,1.268
2020-01-01,Software development,1,1.155
2020-01-02,Software development,0.876515987,1.203
2020-01-03,Software development,1.2646086,1.286
2020-01-04,Software development,1.343256156,1.322
2020-01-05,Software development,1.131569276,1.333
2020-01-06,Software development,1.072767365,1.340
2020-01-07,Software development,1.397647924,1.364
2020-01-08,Software development,1.337743477,1.388
2020-01-09,Software development,1.456082323,1.445
2020-01-10,Software development,1.513414186,1.463
2020-01-11,Software development,1.422271224,1.482
2020-01-12,Software development,1.177508269,1.507
2020-01-13,Software development,1.245130467,1.521
2020-01-14,Software development,1.561925763,1.525
2020-01-15,Software development,1.736493936,1.603
2020-01-16,Software development,1.581036384,1.600
2020-01-17,Software development,1.652701213,1.618
2020-01-18,Software development,1.594634326,1.630
2020-01-19,Software development,1.276368982,1.629
2020-01-20,Software development,1.273428886,1.609
2020-01-21,Software development,2.103638368,1.591
2020-01-22,Software development,1.715545755,1.553
2020-01-23,Software development,1.712238148,1.541
2020-01-24,Software development,1.736861448,1.548
2020-01-25,Software development,1.587651599,1.541
2020-01-26,Software development,1.13046674,1.537
2020-01-27,Software development,1.148107313,1.543
2020-01-28,Software development,1.84123484,1.538
2020-01-29,Software development,1.632120544,1.547
2020-01-30,Software development,1.758177141,1.580
2020-01-31,Software development,1.691289967,1.586
2020-02-01,Software development,1.558250643,1.596
2020-02-02,Software development,1.16832047,1.614
2020-02-03,Software development,1.114296215,1.622
2020-02-04,Software development,1.908489526,1.637
2020-02-05,Software development,1.862918045,1.628
2020-02-06,Software development,1.796030871,1.617
2020-02-07,Software development,1.766262404,1.619
2020-02-08,Software development,1.678794561,1.615
2020-02-09,Software development,1.226019846,1.590
2020-02-10,Software development,1.217567071,1.587
2020-02-11,Software development,1.848585079,1.586
2020-02-12,Software development,1.784270489,1.571
2020-02-13,Software development,1.813671444,1.562
2020-02-14,Software development,1.73906652,1.557
2020-02-15,Software development,1.498346196,1.561
2020-02-16,Software development,1.206174201,1.571
2020-02-17,Software development,1.212789416,1.579
2020-02-18,Software development,1.742741639,1.581
2020-02-19,Software development,1.72216097,1.585
2020-02-20,Software development,1.777655274,1.623
2020-02-21,Software development,1.768834987,1.609
2020-02-22,Software development,1.56523337,1.612
2020-02-23,Software development,1.261300992,1.601
2020-02-24,Software development,1.227489893,1.604
2020-02-25,Software development,1.775817714,1.605
2020-02-26,Software development,1.981991915,1.615
2020-02-27,Software development,1.680999632,1.562
2020-02-28,Software development,1.794560823,1.573
2020-02-29,Software development,1.484748254,1.563
2020-03-01,Software development,1.284454245,1.582
2020-03-02,Software development,1.231900037,1.586
2020-03-03,Software development,1.84490996,1.581
2020-03-04,Software development,1.613009923,1.553
2020-03-05,Software development,1.759279677,1.566
2020-03-06,Software development,1.723263506,1.563
2020-03-07,Software development,1.619625138,1.549
2020-03-08,Software development,1.310180081,1.526
2020-03-09,Software development,1.195883866,1.513
2020-03-10,Software development,1.647923558,1.499
2020-03-11,Software development,1.706725469,1.479
2020-03-12,Software development,1.734288864,1.462
2020-03-13,Software development,1.627342889,1.443
2020-03-14,Software development,1.460124954,1.427
2020-03-15,Software development,1.219772143,1.432
2020-03-16,Software development,1.099963249,1.442
2020-03-17,Software development,1.506431459,1.455
2020-03-18,Software development,1.583608967,1.454
2020-03-19,Software development,1.601984564,1.422
2020-03-20,Software development,1.514516722,1.399
2020-03-21,Software development,1.495406101,1.387
2020-03-22,Software development,1.294744579,1.363
2020-03-23,Software development,1.191473723,1.339
2020-03-24,Software development,1.493201029,1.336
2020-03-25,Software development,1.363469313,1.364
2020-03-26,Software development,1.439911797,1.394
2020-03-27,Software development,1.427783903,1.413
2020-03-28,Software development,1.327453142,1.434
2020-03-29,Software development,1.127159133,1.471
2020-03-30,Software development,1.172730614,1.489
2020-03-31,Software development,1.686879824,1.510
2020-04-01,Software development,1.574053657,1.501
2020-04-02,Software development,1.57662624,1.517
2020-04-03,Software development,1.570746049,1.561
2020-04-04,Software development,1.590224182,1.616
2020-04-05,Software development,1.254685777,1.663
2020-04-06,Software development,1.31569276,1.696
2020-04-07,Software development,1.627342889,1.722
2020-04-08,Software development,1.686512312,1.769
2020-04-09,Software development,1.884233738,1.807
2020-04-10,Software development,1.950385888,1.832
2020-04-11,Software development,1.91877986,1.835
2020-04-12,Software development,1.491363469,1.848
2020-04-13,Software development,1.494303565,1.863
2020-04-14,Software development,1.955163543,1.884
2020-04-15,Software development,1.955898567,1.890
2020-04-16,Software development,2.060271959,1.930
2020-04-17,Software development,1.97170158,1.963
2020-04-18,Software development,2.009187799,1.959
2020-04-19,Software development,1.592796766,1.957
2020-04-20,Software development,1.644983462,1.963
2020-04-21,Software development,1.998529952,1.983
2020-04-22,Software development,2.234105108,2.003
2020-04-23,Software development,2.291436972,1.985
2020-04-24,Software development,1.940463065,1.954
2020-04-25,Software development,1.997794928,1.964
2020-04-26,Software development,1.635795663,1.939
2020-04-27,Software development,1.782800441,1.938
2020-04-28,Software development,2.138919515,1.928
2020-04-29,Software development,2.10584344,1.936
2020-04-30,Software development,2.077912532,1.933
2020-05-01,Software development,2.008820287,1.960
2020-05-02,Software development,1.825431827,1.976
2020-05-03,Software development,1.624035281,1.981
2020-05-04,Software development,1.714810731,1.996
2020-05-05,Software development,2.194413818,1.962
2020-05-06,Software development,2.083792723,1.935
2020-05-07,Software development,2.265343624,1.929
2020-05-08,Software development,2.126056597,1.897
2020-05-09,Software development,1.857772878,1.894
2020-05-10,Software development,1.732451305,1.916
2020-05-11,Software development,1.475560456,1.919
2020-05-12,Software development,2.006247703,1.925
2020-05-13,Software development,2.040426314,1.937
2020-05-14,Software development,2.037486218,1.955
2020-05-15,Software development,2.10584344,1.981
2020-05-16,Software development,2.014332966,1.982
2020-05-17,Software development,1.75229695,1.958
2020-05-18,Software development,1.519661889,1.946
2020-05-19,Software development,2.089672914,1.946
2020-05-20,Software development,2.163542815,1.925
2020-05-21,Software development,2.223447262,1.915
2020-05-22,Software development,2.113928703,1.895
2020-05-23,Software development,1.844542448,1.881
2020-05-24,Software development,1.670341786,1.916
2020-05-25,Software development,1.515251746,1.870
2020-05-26,Software development,1.945608232,1.849
2020-05-27,Software development,2.09261301,1.797
2020-05-28,Software development,2.080485116,1.722
2020-05-29,Software development,2.020948181,1.606
2020-05-30,Software development,2.086549063,1.549
2020-05-31,Software development,1.345828739,1.454
2020-06-01,Software development,1.373024623,1.454
2020-06-02,Software development,1.57662624,1.424
2020-06-03,Software development,1.56707093,1.405
2020-06-04,Software development,1.272693863,1.394
2020-06-05,Software development,1.621462698,1.432
2020-06-06,Software development,1.420801176,1.399
2020-06-07,Software development,1.347298787,1.529
2020-06-08,Software development,1.159500184,1.534
2020-06-09,Software development,1.44799706,1.552
2020-06-10,Software development,1.488790886,1.610
2020-06-11,Software development,1.535464903,1.607
2020-06-12,Software development,1.394340316,1.592
2020-06-13,Software development,2.328188166,1.591
2020-06-14,Software development,1.380742374,1.437
2020-06-15,Software development,1.288864388,1.383
2020-06-16,Software development,1.85446527,1.350
2020-06-17,Software development,1.468210217,1.290
2020-06-18,Software development,1.428886439,1.276
2020-06-19,Software development,1.388460125,1.282
2020-06-20,Software development,1.252848218,1.299
2020-06-21,Software development,0.999632488,1.301
2020-06-22,Software development,1.060271959,1.310
2020-06-23,Software development,1.428518927,1.310
2020-06-24,Software development,1.374494671,1.325
2020-06-25,Software development,1.471517824,1.317
2020-06-26,Software development,1.503123852,1.300
2020-06-27,Software development,1.269018743,1.298
2020-06-28,Software development,1.062844542,1.326
2020-06-29,Software development,1.061006983,1.345
2020-06-30,Software development,1.533259831,1.360
2020-07-01,Software development,1.320837927,1.218
2020-07-02,Software development,1.351708931,1.098
2020-07-03,Software development,1.48585079,1.027
2020-07-04,Software development,1.465270121,0.911
2020-07-05,Software development,1.198088938,0.906
2020-07-06,Software development,1.163175303,0.955
2020-07-10,Software development,0.540242558,1.097
2020-07-11,Software development,0.483278207,1.218
2020-07-12,Software development,0.851708931,1.330
2020-07-13,Software development,0.674384417,1.355
2020-07-14,Software development,1.428151415,1.396
2020-07-15,Software development,1.541712606,1.311
2020-07-16,Software development,2.160235208,1.344
2020-07-17,Software development,1.386622565,1.233
2020-07-18,Software development,1.2646086,1.226
2020-07-19,Software development,1.02646086,1.222
2020-07-20,Software development,0.963983829,1.217
2020-07-21,Software development,0.835722161,1.238
2020-07-22,Software development,1.767732451,1.304
2020-07-23,Software development,1.385887541,1.244
2020-07-24,Software development,1.334803381,1.237
2020-07-25,Software development,1.241455347,1.236
2020-07-26,Software development,0.992649761,1.249
2020-07-27,Software development,1.109518559,1.237
2020-07-28,Software development,1.297317163,1.217
2020-07-29,Software development,1.348401323,1.211
2020-07-30,Software development,1.331495774,1.214
2020-07-31,Software development,1.328188166,1.218
2020-08-01,Software development,1.337375965,1.208
2020-08-02,Software development,0.903711871,1.200
2020-08-03,Software development,0.969864021,1.197
2020-08-04,Software development,1.257625873,1.189
2020-08-05,Software development,1.367511944,1.200
2020-08-06,Software development,1.363836825,1.195
2020-08-07,Software development,1.258728409,1.198
2020-08-08,Software development,1.277104006,1.216
2020-08-09,Software development,0.882028666,1.195
2020-08-10,Software development,0.917309813,1.212
2020-08-11,Software development,1.331495774,1.235
2020-08-12,Software development,1.337375965,1.242
2020-08-13,Software development,1.380742374,1.233
2020-08-14,Software development,1.382579934,1.254
2020-08-15,Software development,1.136346931,1.240
2020-08-16,Software development,1.001470048,1.258
2020-08-17,Software development,1.076074972,1.261
2020-08-18,Software development,1.381477398,1.244
2020-08-19,Software development,1.274531422,1.243
2020-08-20,Software development,1.528849688,1.263
2020-08-21,Software development,1.279676589,1.251
2020-08-22,Software development,1.261668504,1.262
2020-08-23,Software development,1.026093348,1.277
2020-08-24,Software development,0.954061007,1.263
2020-08-25,Software development,1.373024623,1.261
2020-08-26,Software development,1.414185961,1.253
2020-08-27,Software development,1.44983462,1.258
2020-08-28,Software development,1.354649026,1.268
2020-08-29,Software development,1.369717016,1.269
2020-08-30,Software development,0.927967659,1.267
2020-08-31,Software development,0.934582874,1.273
2020-09-01,Software development,1.319000368,1.271
2020-09-02,Software development,1.449099596,1.267
2020-09-03,Software development,1.520764425,1.250
2020-09-04,Software development,1.365306872,1.239
2020-09-05,Software development,1.351708931,1.236
2020-09-06,Software development,0.972804116,1.218
2020-09-07,Software development,0.916574789,1.214
2020-09-08,Software development,1.294377067,1.214
2020-09-09,Software development,1.327820654,1.227
2020-09-10,Software development,1.445424476,1.237
2020-09-11,Software development,1.345093716,1.231
2020-09-12,Software development,1.220507166,1.234
2020-09-13,Software development,0.950018376,1.243
2020-09-14,Software development,0.912532157,1.243
2020-09-15,Software development,1.390665197,1.255
2020-09-16,Software development,1.392135244,1.270
2020-09-17,Software development,1.408673282,1.275
2020-09-18,Software development,1.366409408,1.274
2020-09-19,Software development,1.283719221,1.276
2020-09-20,Software development,0.943770673,1.267
2020-09-21,Software development,1.002572584,1.272
2020-09-22,Software development,1.496141125,1.261
2020-09-23,Software development,1.42337376,1.250
2020-09-24,Software development,1.400955531,1.242
2020-09-25,Software development,1.381477398,1.240
2020-09-26,Software development,1.223814774,1.232
2020-09-27,Software development,0.977214259,1.234
2020-09-28,Software development,0.923557516,1.246
2020-09-29,Software development,1.421168688,1.245
2020-09-30,Software development,1.36677692,1.234
2020-10-01,Software development,1.388092613,1.243
2020-10-02,Software development,1.321572951,1.254
2020-10-03,Software development,1.240352811,1.264
2020-10-04,Software development,1.063579566,1.264
2020-10-05,Software development,0.913267181,1.249
2020-10-06,Software development,1.347666299,1.256
2020-10-07,Software development,1.429621463,1.252
2020-10-08,Software development,1.45938993,1.243
2020-10-09,Software development,1.39507534,1.242
2020-10-10,Software development,1.240720323,1.245
2020-10-11,Software development,0.955531055,1.243
2020-10-12,Software development,0.966188901,1.253
2020-10-13,Software development,1.315325248,1.251
2020-10-14,Software development,1.369717016,1.266
2020-10-15,Software development,1.452039691,1.274
2020-10-16,Software development,1.413818449,1.268
2020-10-17,Software development,1.228224917,1.261
2020-10-18,Software development,1.026093348,1.470
2020-10-19,Software development,0.953693495,1.611
2020-10-20,Software development,1.415656009,1.669
2020-10-21,Software development,1.425578831,1.760
2020-10-22,Software development,1.411613377,1.822
2020-10-23,Software development,1.368246968,1.901
2020-10-24,Software development,2.687614847,1.991
2020-10-25,Software development,2.01139287,1.831
2020-10-26,Software development,1.364939361,1.726
2020-10-27,Software development,2.050716648,1.722
2020-10-28,Software development,1.861080485,1.683
2020-10-29,Software development,1.962881294,1.698
2020-10-30,Software development,2.001102536,1.675
2020-10-31,Software development,1.56523337,1.671
2020-11-01,Software development,1.275633958,1.674
2020-11-02,Software development,1.337375965,1.676
2020-11-03,Software development,1.774347666,1.651
2020-11-04,Software development,1.970599044,1.678
2020-11-05,Software development,1.79970599,1.665
2020-11-06,Software development,1.977581771,1.671
2020-11-07,Software development,1.586181551,1.667
2020-11-08,Software development,1.2892319,1.683
2020-11-09,Software development,1.159500184,1.676
2020-11-10,Software development,1.961411246,1.674
2020-11-11,Software development,1.883131202,1.665
2020-11-12,Software development,1.83939728,1.668
2020-11-13,Software development,1.952590959,1.677
2020-11-14,Software development,1.694230062,1.665
2020-11-15,Software development,1.244762955,1.659
2020-11-16,Software development,1.141124587,1.660
2020-11-17,Software development,1.900404263,1.682
2020-11-18,Software development,1.901139287,1.678
2020-11-19,Software development,1.90554943,1.683
2020-11-20,Software development,1.86585814,1.667
2020-11-21,Software development,1.654538773,1.648
2020-11-22,Software development,1.252480706,1.629
2020-11-23,Software development,1.294744579,1.626
2020-11-24,Software development,1.873208379,1.614
2020-11-25,Software development,1.937522969,1.617
2020-11-26,Software development,1.791620728,1.622
2020-11-27,Software development,1.729511209,1.634
2020-11-28,Software development,1.523337008,1.649
2020-11-29,Software development,1.234105108,1.667
2020-11-30,Software development,1.205439177,1.674
2020-12-01,Software development,1.897096656,1.690
2020-12-02,Software development,1.974274164,1.688
2020-12-03,Software development,1.875045939,1.676
2020-12-04,Software development,1.835354649,1.700
2020-12-05,Software development,1.648291069,1.696
2020-12-06,Software development,1.279309078,1.701
2020-12-07,Software development,1.317162808,1.696
2020-12-08,Software development,1.884968761,1.688
2020-12-09,Software development,1.892319,1.697
2020-12-10,Software development,2.044836457,1.699
2020-12-11,Software development,1.806321205,1.669
2020-12-12,Software development,1.679162073,1.661
2020-12-13,Software development,1.245497979,1.648
2020-12-14,Software development,1.265711136,1.632
2020-12-15,Software development,1.948180816,1.611
2020-12-16,Software development,1.900771775,1.563
2020-12-17,Software development,1.835354649,1.523
2020-12-18,Software development,1.753399485,1.474
2020-12-19,Software development,1.585446527,1.405
2020-12-20,Software development,1.134509372,1.316
2020-12-21,Software development,1.121646454,1.299
2020-12-22,Software development,1.60676222,1.297
2020-12-23,Software development,1.621462698,1.288
2020-12-24,Software development,1.494303565,1.266
2020-12-25,Software development,1.271223815,1.260
2020-12-26,Software development,0.965453877,1.236
2020-12-27,Software development,1.011025358,1.226
2020-12-28,Software development,1.110621095,1.233
2020-12-29,Software development,1.545020213,1.258
2020-12-30,Software development,1.462697538,1.275
2020-12-31,Software development,1.452774715,1.314
2021-01-01,Software development,1.105475928,1.468
2021-01-02,Software development,0.895259096,1.557
2021-01-03,Software development,1.061006983,1.649
2021-01-04,Software development,1.284821757,1.671
2021-01-05,Software development,1.665931643,1.653
2021-01-06,Software development,1.736126424,1.673
2021-01-07,Software development,2.527012128,1.686
2021-01-08,Software development,1.726203602,1.537
2021-01-09,Software development,1.544652701,1.524
2021-01-10,Software development,1.214994487,1.490
2021-01-11,Software development,1.158030136,1.500
2021-01-12,Software development,1.806321205,1.602
2021-01-13,Software development,1.827269386,1.623
2021-01-15,Software development,1.482175671,1.643
2021-01-16,Software development,1.636530687,1.697
2021-01-17,Software development,1.303564866,1.714
2021-01-18,Software development,1.288864388,1.714
2021-01-19,Software development,1.869165748,1.701
2021-01-20,Software development,1.951120911,1.719
2021-01-21,Software development,1.968393973,1.712
2021-01-22,Software development,1.858507902,1.705
2021-01-23,Software development,1.759647189,1.709
2021-01-24,Software development,1.305769938,1.698
2021-01-25,Software development,1.197353914,1.696
2021-01-26,Software development,1.991179713,1.703
2021-01-27,Software development,1.906284454,1.695
2021-01-28,Software development,1.918044836,1.699
2021-01-29,Software development,1.882028666,1.706
2021-01-30,Software development,1.68246968,1.713
2021-01-31,Software development,1.294009555,1.713
2021-02-01,Software development,1.24770305,1.717
2021-02-02,Software development,1.93568541,1.734
2021-02-03,Software development,1.930540243,1.731
2021-02-04,Software development,1.968761485,1.741
2021-02-05,Software development,1.934215362,1.739
2021-02-06,Software development,1.678427049,1.735
2021-02-07,Software development,1.326718118,1.740
2021-02-08,Software development,1.363836825,1.741
2021-02-09,Software development,1.914737229,1.709
2021-02-10,Software development,2.003675119,1.704
2021-02-11,Software development,1.952958471,1.706
2021-02-12,Software development,1.90554943,1.709
2021-02-13,Software development,1.709665564,1.723
2021-02-14,Software development,1.335538405,1.622
2021-02-15,Software development,1.141492098,1.558
2021-02-16,Software development,1.876148475,1.588
2021-02-17,Software development,2.017640573,1.529
2021-02-18,Software development,1.973906652,1.402
2021-02-19,Software development,2.009922822,1.277
2020-01-01,Writing and translation,1,1.195
2020-01-02,Writing and translation,0.88372093,1.262
2020-01-03,Writing and translation,1.35250918,1.342
2020-01-04,Writing and translation,1.462668299,1.394
2020-01-05,Writing and translation,1.132190942,1.390
2020-01-06,Writing and translation,1.097919217,1.393
2020-01-07,Writing and translation,1.438188494,1.422
2020-01-08,Writing and translation,1.463892289,1.447
2020-01-09,Writing and translation,1.449204406,1.496
2020-01-10,Writing and translation,1.714810282,1.525
2020-01-11,Writing and translation,1.435740514,1.520
2020-01-12,Writing and translation,1.151774786,1.553
2020-01-13,Writing and translation,1.298653611,1.557
2020-01-14,Writing and translation,1.614443084,1.541
2020-01-15,Writing and translation,1.806609547,1.589
2020-01-16,Writing and translation,1.654834761,1.599
2020-01-17,Writing and translation,1.679314565,1.597
2020-01-18,Writing and translation,1.662178703,1.597
2020-01-19,Writing and translation,1.186046512,1.578
2020-01-20,Writing and translation,1.186046512,1.560
2020-01-21,Writing and translation,1.949816401,1.567
2020-01-22,Writing and translation,1.875152999,1.536
2020-01-23,Writing and translation,1.643818849,1.510
2020-01-24,Writing and translation,1.675642595,1.523
2020-01-25,Writing and translation,1.526315789,1.545
2020-01-26,Writing and translation,1.062423501,1.547
2020-01-27,Writing and translation,1.23378213,1.556
2020-01-28,Writing and translation,1.736842105,1.542
2020-01-29,Writing and translation,1.690330477,1.564
2020-01-30,Writing and translation,1.733170135,1.596
2020-01-31,Writing and translation,1.833537332,1.607
2020-02-01,Writing and translation,1.541003672,1.592
2020-02-02,Writing and translation,1.126070991,1.616
2020-02-03,Writing and translation,1.130966952,1.627
2020-02-04,Writing and translation,1.892288862,1.635
2020-02-05,Writing and translation,1.913096695,1.628
2020-02-06,Writing and translation,1.809057528,1.616
2020-02-07,Writing and translation,1.731946144,1.611
2020-02-08,Writing and translation,1.70624235,1.597
2020-02-09,Writing and translation,1.203182375,1.558
2020-02-10,Writing and translation,1.188494492,1.547
2020-02-11,Writing and translation,1.847001224,1.533
2020-02-12,Writing and translation,1.82374541,1.524
2020-02-13,Writing and translation,1.776009792,1.505
2020-02-14,Writing and translation,1.631578947,1.515
2020-02-15,Writing and translation,1.436964504,1.529
2020-02-16,Writing and translation,1.128518972,1.536
2020-02-17,Writing and translation,1.084455324,1.552
2020-02-18,Writing and translation,1.784577723,1.565
2020-02-19,Writing and translation,1.692778458,1.559
2020-02-20,Writing and translation,1.843329253,1.591
2020-02-21,Writing and translation,1.734394125,1.579
2020-02-22,Writing and translation,1.487148103,1.563
2020-02-23,Writing and translation,1.23623011,1.557
2020-02-24,Writing and translation,1.179926561,1.544
2020-02-25,Writing and translation,1.739290086,1.560
2020-02-26,Writing and translation,1.917992656,1.568
2020-02-27,Writing and translation,1.756425949,1.514
2020-02-28,Writing and translation,1.620563035,1.516
2020-02-29,Writing and translation,1.451652387,1.519
2020-03-01,Writing and translation,1.139534884,1.531
2020-03-02,Writing and translation,1.29375765,1.541
2020-03-03,Writing and translation,1.796817625,1.519
2020-03-04,Writing and translation,1.539779682,1.495
2020-03-05,Writing and translation,1.76744186,1.505
2020-03-06,Writing and translation,1.64504284,1.496
2020-03-07,Writing and translation,1.532435741,1.492
2020-03-08,Writing and translation,1.212974296,1.480
2020-03-09,Writing and translation,1.140758874,1.472
2020-03-10,Writing and translation,1.627906977,1.460
2020-03-11,Writing and translation,1.607099143,1.446
2020-03-12,Writing and translation,1.70624235,1.445
2020-03-13,Writing and translation,1.615667075,1.413
2020-03-14,Writing and translation,1.451652387,1.390
2020-03-15,Writing and translation,1.156670747,1.382
2020-03-16,Writing and translation,1.051407589,1.378
2020-03-17,Writing and translation,1.52998776,1.357
2020-03-18,Writing and translation,1.602203182,1.331
2020-03-19,Writing and translation,1.484700122,1.282
2020-03-20,Writing and translation,1.454100367,1.250
2020-03-21,Writing and translation,1.392900857,1.222
2020-03-22,Writing and translation,1.130966952,1.207
2020-03-23,Writing and translation,0.902080783,1.187
2020-03-24,Writing and translation,1.347613219,1.197
2020-03-25,Writing and translation,1.259485924,1.207
2020-03-26,Writing and translation,1.259485924,1.220
2020-03-27,Writing and translation,1.263157895,1.247
2020-03-28,Writing and translation,1.287637699,1.297
2020-03-29,Writing and translation,0.988984088,1.302
2020-03-30,Writing and translation,0.970624235,1.330
2020-03-31,Writing and translation,1.421052632,1.342
2020-04-01,Writing and translation,1.35128519,1.347
2020-04-02,Writing and translation,1.447980416,1.371
2020-04-03,Writing and translation,1.613219094,1.389
2020-04-04,Writing and translation,1.320685435,1.407
2020-04-05,Writing and translation,1.188494492,1.463
2020-04-06,Writing and translation,1.051407589,1.478
2020-04-07,Writing and translation,1.457772338,1.507
2020-04-08,Writing and translation,1.515299878,1.532
2020-04-09,Writing and translation,1.576499388,1.567
2020-04-10,Writing and translation,1.740514076,1.599
2020-04-11,Writing and translation,1.70869033,1.595
2020-04-12,Writing and translation,1.298653611,1.587
2020-04-13,Writing and translation,1.249694002,1.593
2020-04-14,Writing and translation,1.634026928,1.606
2020-04-15,Writing and translation,1.757649939,1.613
2020-04-16,Writing and translation,1.800489596,1.629
2020-04-17,Writing and translation,1.714810282,1.656
2020-04-18,Writing and translation,1.653610771,1.651
2020-04-19,Writing and translation,1.339045288,1.668
2020-04-20,Writing and translation,1.342717258,1.664
2020-04-21,Writing and translation,1.685434517,1.685
2020-04-22,Writing and translation,1.867809058,1.698
2020-04-23,Writing and translation,1.988984088,1.677
2020-04-24,Writing and translation,1.678090575,1.645
2020-04-25,Writing and translation,1.777233782,1.637
2020-04-26,Writing and translation,1.305997552,1.599
2020-04-27,Writing and translation,1.493268054,1.603
2020-04-28,Writing and translation,1.776009792,1.589
2020-04-29,Writing and translation,1.719706242,1.588
2020-04-30,Writing and translation,1.7625459,1.593
2020-05-01,Writing and translation,1.626682987,1.600
2020-05-02,Writing and translation,1.511627907,1.611
2020-05-03,Writing and translation,1.328029376,1.620
2020-05-04,Writing and translation,1.397796818,1.623
2020-05-05,Writing and translation,1.769889841,1.597
2020-05-06,Writing and translation,1.756425949,1.578
2020-05-07,Writing and translation,1.809057528,1.566
2020-05-08,Writing and translation,1.70379437,1.569
2020-05-09,Writing and translation,1.576499388,1.567
2020-05-10,Writing and translation,1.348837209,1.582
2020-05-11,Writing and translation,1.215422277,1.594
2020-05-12,Writing and translation,1.638922889,1.590
2020-05-13,Writing and translation,1.671970624,1.616
2020-05-14,Writing and translation,1.827417381,1.632
2020-05-15,Writing and translation,1.687882497,1.638
2020-05-16,Writing and translation,1.682986536,1.654
2020-05-17,Writing and translation,1.433292534,1.644
2020-05-18,Writing and translation,1.190942472,1.639
2020-05-19,Writing and translation,1.815177479,1.654
2020-05-20,Writing and translation,1.788249694,1.632
2020-05-21,Writing and translation,1.864137087,1.632
2020-05-22,Writing and translation,1.800489596,1.616
2020-05-23,Writing and translation,1.613219094,1.586
2020-05-24,Writing and translation,1.403916769,1.608
2020-05-25,Writing and translation,1.29498164,1.559
2020-05-26,Writing and translation,1.659730722,1.519
2020-05-27,Writing and translation,1.785801714,1.469
2020-05-28,Writing and translation,1.752753978,1.391
2020-05-29,Writing and translation,1.591187271,1.283
2020-05-30,Writing and translation,1.769277846,1.229
2020-05-31,Writing and translation,1.05630355,1.141
2020-06-01,Writing and translation,1.018359853,1.140
2020-06-02,Writing and translation,1.305997552,1.124
2020-06-03,Writing and translation,1.246022032,1.109
2020-06-04,Writing and translation,0.996328029,1.101
2020-06-05,Writing and translation,1.212974296,1.145
2020-06-06,Writing and translation,1.154222766,1.124
2020-06-07,Writing and translation,1.048959608,1.368
2020-06-08,Writing and translation,0.900856793,1.379
2020-06-09,Writing and translation,1.206854345,1.403
2020-06-10,Writing and translation,1.187270502,1.515
2020-06-11,Writing and translation,1.301101591,1.510
2020-06-12,Writing and translation,1.070991432,1.482
2020-06-13,Writing and translation,2.861689106,1.493
2020-06-14,Writing and translation,1.121175031,1.240
2020-06-15,Writing and translation,1.069767442,1.199
2020-06-16,Writing and translation,1.991432069,1.165
2020-06-17,Writing and translation,1.154222766,1.046
2020-06-18,Writing and translation,1.104039168,1.035
2020-06-19,Writing and translation,1.150550796,1.045
2020-06-20,Writing and translation,1.089351285,1.042
2020-06-21,Writing and translation,0.835985312,1.035
2020-06-22,Writing and translation,0.831089351,1.021
2020-06-23,Writing and translation,1.156670747,1.026
2020-06-24,Writing and translation,1.074663403,1.034
2020-06-25,Writing and translation,1.179926561,1.043
2020-06-26,Writing and translation,1.126070991,1.032
2020-06-27,Writing and translation,1.042839657,1.052
2020-06-28,Writing and translation,0.738066095,1.077
2020-06-29,Writing and translation,0.865361077,1.111
2020-06-30,Writing and translation,1.214198286,1.117
2020-07-01,Writing and translation,1.137086903,1.029
2020-07-02,Writing and translation,1.100367197,0.948
2020-07-03,Writing and translation,1.264381885,1.186
2020-07-04,Writing and translation,1.221542228,1.071
2020-07-05,Writing and translation,0.971848225,1.060
2020-07-06,Writing and translation,0.908200734,1.104
2020-07-10,Writing and translation,0.600979192,1.157
2020-07-11,Writing and translation,0.565483476,1.233
2020-07-12,Writing and translation,2.771113831,1.288
2020-07-13,Writing and translation,0.457772338,1.001
2020-07-14,Writing and translation,1.143206854,1.049
2020-07-15,Writing and translation,1.282741738,0.956
2020-07-16,Writing and translation,1.277845777,1.016
2020-07-17,Writing and translation,1.129742962,0.993
2020-07-18,Writing and translation,0.954712362,0.993
2020-07-19,Writing and translation,0.758873929,1.008
2020-07-20,Writing and translation,0.794369645,1.002
2020-07-21,Writing and translation,0.493268054,1.005
2020-07-22,Writing and translation,1.702570379,1.093
2020-07-23,Writing and translation,1.11750306,1.002
2020-07-24,Writing and translation,1.129742962,0.997
2020-07-25,Writing and translation,1.05630355,0.990
2020-07-26,Writing and translation,0.720930233,0.995
2020-07-27,Writing and translation,0.812729498,0.995
2020-07-28,Writing and translation,1.113831089,0.987
2020-07-29,Writing and translation,1.063647491,0.988
2020-07-30,Writing and translation,1.082007344,1.007
2020-07-31,Writing and translation,1.078335373,1.014
2020-08-01,Writing and translation,1.091799266,1.019
2020-08-02,Writing and translation,0.723378213,1.014
2020-08-03,Writing and translation,0.755201958,1.028
2020-08-04,Writing and translation,1.121175031,1.030
2020-08-05,Writing and translation,1.194614443,1.021
2020-08-06,Writing and translation,1.133414933,1.020
2020-08-07,Writing and translation,1.11505508,1.017
2020-08-08,Writing and translation,1.055079559,1.021
2020-08-09,Writing and translation,0.82374541,0.999
2020-08-10,Writing and translation,0.76499388,1.000
2020-08-11,Writing and translation,1.062423501,1.015
