Date,Country,Furloughed jobs index (31 July = 100)
2020-07-17,Scotland,94.61114513
2020-07-18,Scotland,93.89671362
2020-07-19,Scotland,93.46805471
2020-07-20,Scotland,92.26372729
2020-07-21,Scotland,91.83506838
2020-07-22,Scotland,91.59012043
2020-07-23,Scotland,91.32476016
2020-07-24,Scotland,90.77362727
2020-07-25,Scotland,89.87548479
2020-07-26,Scotland,89.24270259
2020-07-27,Scotland,87.83425189
2020-07-28,Scotland,87.48724229
2020-07-29,Scotland,86.9973464
2020-07-30,Scotland,86.73198612
2020-07-31,Scotland,85.97672994
2020-08-01,Scotland,66.70749132
2020-08-02,Scotland,66.80955297
2020-08-03,Scotland,66.54419269
2020-08-04,Scotland,66.36048173
2020-08-05,Scotland,66.29924474
2020-08-06,Scotland,66.27883241
2020-08-07,Scotland,66.29924474
2020-08-08,Scotland,66.03388447
2020-08-09,Scotland,65.99305981
2020-08-10,Scotland,65.50316391
2020-08-11,Scotland,65.36027761
2020-08-12,Scotland,65.27862829
2020-08-13,Scotland,65.19697898
2020-08-14,Scotland,65.13574199
2020-08-15,Scotland,64.76832007
2020-08-16,Scotland,64.54378445
2020-08-17,Scotland,64.03347622
2020-08-18,Scotland,63.91100225
2020-08-19,Scotland,63.84976526
2020-08-20,Scotland,63.78852827
2020-08-21,Scotland,63.62522964
2020-08-22,Scotland,63.23739539
2020-08-23,Scotland,63.11492141
2020-08-24,Scotland,62.5433762
2020-08-25,Scotland,62.4004899
2020-08-26,Scotland,62.23719126
2020-08-27,Scotland,62.09430496
2020-08-28,Scotland,61.910594
2020-08-29,Scotland,60.40008165
2020-08-30,Scotland,60.05307206
2020-08-31,Scotland,58.56297204
2020-09-01,Scotland,47.66278832
2020-09-02,Scotland,47.66278832
2020-09-03,Scotland,47.60155134
2020-09-04,Scotland,47.60155134
2020-09-05,Scotland,47.56072668
2020-09-06,Scotland,47.49948969
2020-09-07,Scotland,47.35660339
2020-09-08,Scotland,47.25454174
2020-09-09,Scotland,47.21371709
2020-09-10,Scotland,47.19330476
2020-09-11,Scotland,47.1524801
2020-09-12,Scotland,47.05041845
2020-09-13,Scotland,46.94835681
2020-09-14,Scotland,46.49928557
2020-09-15,Scotland,46.39722392
2020-09-16,Scotland,46.37681159
2020-09-17,Scotland,46.37681159
2020-09-18,Scotland,46.27474995
2020-09-19,Scotland,46.15227597
2020-09-20,Scotland,46.07062666
2020-09-21,Scotland,45.86650337
2020-09-22,Scotland,45.80526638
2020-09-23,Scotland,45.80526638
2020-09-24,Scotland,45.76444172
2020-09-25,Scotland,45.68279241
2020-09-26,Scotland,45.19289651
2020-09-27,Scotland,45.02959788
2020-09-28,Scotland,44.6213513
2020-09-29,Scotland,44.35599102
2020-09-30,Scotland,44.19269239
2020-10-01,Scotland,42.78424168
2020-10-02,Scotland,42.78424168
2020-10-03,Scotland,42.76382935
2020-10-04,Scotland,42.80465401
2020-10-05,Scotland,43.04960196
2020-10-06,Scotland,43.0087773
2020-10-07,Scotland,43.0087773
2020-10-08,Scotland,42.98836497
2020-10-09,Scotland,43.0087773
2020-10-10,Scotland,43.11083895
2020-10-11,Scotland,43.13125128
2020-10-12,Scotland,43.21290059
2020-10-13,Scotland,43.19248826
2020-10-14,Scotland,43.17207593
2020-10-15,Scotland,43.1516636
2020-10-16,Scotland,43.02918963
2020-10-17,Scotland,42.98836497
2020-10-18,Scotland,42.94754031
2020-10-19,Scotland,42.94754031
2020-10-20,Scotland,42.88630333
2020-10-21,Scotland,42.82506634
2020-10-22,Scotland,42.80465401
2020-10-23,Scotland,42.72300469
2020-10-24,Scotland,42.62094305
2020-10-25,Scotland,42.49846908
2020-10-26,Scotland,41.78403756
2020-10-27,Scotland,41.72280057
2020-10-28,Scotland,41.68197591
2020-10-29,Scotland,41.47785262
2020-10-30,Scotland,41.31455399
2020-10-31,Scotland,39.8448663
2020-11-01,Scotland,46.5196979
2020-11-02,Scotland,46.68299653
2020-11-03,Scotland,46.70340886
2020-11-04,Scotland,46.74423352
2020-11-05,Scotland,47.05041845
2020-11-06,Scotland,47.05041845
2020-11-07,Scotland,47.07083078
2020-11-08,Scotland,47.1524801
2020-11-09,Scotland,47.49948969
2020-11-10,Scotland,47.49948969
2020-11-11,Scotland,47.51990202
2020-11-12,Scotland,47.47907736
2020-11-13,Scotland,47.41784038
2020-11-14,Scotland,47.39742805
2020-11-15,Scotland,47.41784038
2020-11-16,Scotland,47.56072668
2020-11-17,Scotland,47.56072668
2020-11-18,Scotland,47.56072668
2020-11-19,Scotland,47.56072668
2020-11-20,Scotland,47.70361298
2020-11-21,Scotland,49.17330067
2020-11-22,Scotland,49.47948561
2020-11-23,Scotland,49.5407226
2020-11-24,Scotland,49.52031027
2020-11-25,Scotland,49.47948561
2020-11-26,Scotland,49.43866095
2020-11-27,Scotland,49.39783629
2020-11-28,Scotland,48.66299245
2020-11-29,Scotland,48.13227189
2020-11-30,Scotland,46.60134721
2020-12-01,Scotland,56.33802817
2020-12-02,Scotland,56.37885283
2020-12-03,Scotland,56.37885283
2020-12-04,Scotland,56.37885283
2020-12-05,Scotland,56.39926516
2020-12-06,Scotland,56.5013268
2020-12-07,Scotland,56.27679118
2020-12-08,Scotland,56.23596652
2020-12-09,Scotland,56.17472954
2020-12-10,Scotland,56.11349255
2020-12-11,Scotland,56.0114309
2020-12-12,Scotland,55.62359665
2020-12-13,Scotland,55.54194734
2020-12-14,Scotland,55.31741172
2020-12-15,Scotland,55.35823637
2020-12-16,Scotland,55.35823637
2020-12-17,Scotland,55.35823637
2020-12-18,Scotland,55.3786487
2020-12-19,Scotland,55.43988569
2020-12-20,Scotland,55.50112268
2020-12-21,Scotland,55.70524597
2020-12-22,Scotland,55.7256583
2020-12-23,Scotland,55.76648296
2020-12-24,Scotland,55.84813227
2020-12-25,Scotland,57.11369667
2020-12-26,Scotland,58.27719943
2020-12-27,Scotland,58.54255971
2020-12-28,Scotland,58.68544601
2020-12-29,Scotland,58.35884874
2020-12-30,Scotland,58.19555011
2020-12-31,Scotland,57.72606654
2020-07-01,Northern Ireland,100
2020-07-02,Northern Ireland,100
2020-07-03,Northern Ireland,99.92810927
2020-07-04,Northern Ireland,99.64054637
2020-07-05,Northern Ireland,99.49676492
2020-07-06,Northern Ireland,98.84974838
2020-07-07,Northern Ireland,98.70596693
2020-07-08,Northern Ireland,98.27462257
2020-07-09,Northern Ireland,97.98705967
2020-07-10,Northern Ireland,97.77138749
2020-07-11,Northern Ireland,97.41193386
2020-07-12,Northern Ireland,97.19626168
2020-07-13,Northern Ireland,96.18979152
2020-07-14,Northern Ireland,95.97411934
2020-07-15,Northern Ireland,95.68655643
2020-07-16,Northern Ireland,95.25521208
2020-07-17,Northern Ireland,95.11143063
2020-07-18,Northern Ireland,94.46441409
2020-07-19,Northern Ireland,94.24874191
2020-07-20,Northern Ireland,93.02659957
2020-07-21,Northern Ireland,92.66714594
2020-07-22,Northern Ireland,92.52336449
2020-07-23,Northern Ireland,92.09202013
2020-07-24,Northern Ireland,91.94823868
2020-07-25,Northern Ireland,90.94176851
2020-07-26,Northern Ireland,90.43853343
2020-07-27,Northern Ireland,88.713156
2020-07-28,Northern Ireland,88.35370237
2020-07-29,Northern Ireland,87.85046729
2020-07-30,Northern Ireland,87.34723221
2020-07-31,Northern Ireland,85.83752696
2020-08-01,Northern Ireland,69.08698778
2020-08-02,Northern Ireland,69.01509705
2020-08-03,Northern Ireland,68.72753415
2020-08-04,Northern Ireland,68.72753415
2020-08-05,Northern Ireland,68.65564342
2020-08-06,Northern Ireland,68.65564342
2020-08-07,Northern Ireland,68.5837527
2020-08-08,Northern Ireland,68.29618979
2020-08-09,Northern Ireland,68.15240834
2020-08-10,Northern Ireland,67.64917326
2020-08-11,Northern Ireland,67.64917326
2020-08-12,Northern Ireland,67.57728253
2020-08-13,Northern Ireland,67.57728253
2020-08-14,Northern Ireland,67.5053918
2020-08-15,Northern Ireland,67.14593817
2020-08-16,Northern Ireland,66.930266
2020-08-17,Northern Ireland,66.35514019
2020-08-18,Northern Ireland,66.28324946
2020-08-19,Northern Ireland,66.21135873
2020-08-20,Northern Ireland,66.13946801
2020-08-21,Northern Ireland,65.99568656
2020-08-22,Northern Ireland,65.63623293
2020-08-23,Northern Ireland,65.5643422
2020-08-24,Northern Ireland,65.06110712
2020-08-25,Northern Ireland,64.91732566
2020-08-26,Northern Ireland,64.84543494
2020-08-27,Northern Ireland,64.62976276
2020-08-28,Northern Ireland,64.27030913
2020-08-29,Northern Ireland,61.61035226
2020-08-30,Northern Ireland,61.10711718
2020-08-31,Northern Ireland,59.30984903
2020-09-01,Northern Ireland,51.32997843
2020-09-02,Northern Ireland,51.32997843
2020-09-03,Northern Ireland,51.32997843
2020-09-04,Northern Ireland,51.25808771
2020-09-05,Northern Ireland,51.25808771
2020-09-06,Northern Ireland,51.18619698
2020-09-07,Northern Ireland,51.04241553
2020-09-08,Northern Ireland,50.89863408
2020-09-09,Northern Ireland,50.82674335
2020-09-10,Northern Ireland,50.82674335
2020-09-11,Northern Ireland,50.75485262
2020-09-12,Northern Ireland,50.6829619
2020-09-13,Northern Ireland,50.53918045
2020-09-14,Northern Ireland,50.03594536
2020-09-15,Northern Ireland,49.96405464
2020-09-16,Northern Ireland,49.89216391
2020-09-17,Northern Ireland,49.89216391
2020-09-18,Northern Ireland,49.89216391
2020-09-19,Northern Ireland,49.67649173
2020-09-20,Northern Ireland,49.60460101
2020-09-21,Northern Ireland,49.46081955
2020-09-22,Northern Ireland,49.3170381
2020-09-23,Northern Ireland,49.3170381
2020-09-24,Northern Ireland,49.24514738
2020-09-25,Northern Ireland,49.10136592
2020-09-26,Northern Ireland,48.23867721
2020-09-27,Northern Ireland,48.02300503
2020-09-28,Northern Ireland,47.30409777
2020-09-29,Northern Ireland,46.94464414
2020-09-30,Northern Ireland,46.80086269
2020-10-01,Northern Ireland,51.76132279
2020-10-02,Northern Ireland,51.76132279
2020-10-03,Northern Ireland,51.76132279
2020-10-04,Northern Ireland,51.76132279
2020-10-05,Northern Ireland,51.97699497
2020-10-06,Northern Ireland,51.97699497
2020-10-07,Northern Ireland,51.90510424
2020-10-08,Northern Ireland,51.90510424
2020-10-09,Northern Ireland,51.90510424
2020-10-10,Northern Ireland,51.90510424
2020-10-11,Northern Ireland,51.97699497
2020-10-12,Northern Ireland,52.3364486
2020-10-13,Northern Ireland,52.26455787
2020-10-14,Northern Ireland,52.3364486
2020-10-15,Northern Ireland,52.26455787
2020-10-16,Northern Ireland,52.48023005
2020-10-17,Northern Ireland,52.40833932
2020-10-18,Northern Ireland,52.40833932
2020-10-19,Northern Ireland,53.12724659
2020-10-20,Northern Ireland,53.12724659
2020-10-21,Northern Ireland,53.12724659
2020-10-22,Northern Ireland,53.12724659
2020-10-23,Northern Ireland,53.19913731
2020-10-24,Northern Ireland,53.12724659
2020-10-25,Northern Ireland,52.98346513
2020-10-26,Northern Ireland,52.76779295
2020-10-27,Northern Ireland,52.6240115
2020-10-28,Northern Ireland,52.6240115
2020-10-29,Northern Ireland,52.48023005
2020-10-30,Northern Ireland,52.12077642
2020-10-31,Northern Ireland,48.88569375
2020-11-01,Northern Ireland,59.52552121
2020-11-02,Northern Ireland,59.81308411
2020-11-03,Northern Ireland,59.88497484
2020-11-04,Northern Ireland,59.88497484
2020-11-05,Northern Ireland,60.02875629
2020-11-06,Northern Ireland,60.10064702
2020-11-07,Northern Ireland,60.10064702
2020-11-08,Northern Ireland,60.17253774
2020-11-09,Northern Ireland,60.31631919
2020-11-10,Northern Ireland,60.24442847
2020-11-11,Northern Ireland,60.31631919
2020-11-12,Northern Ireland,60.38820992
2020-11-13,Northern Ireland,60.31631919
2020-11-14,Northern Ireland,60.31631919
2020-11-15,Northern Ireland,60.38820992
2020-11-16,Northern Ireland,60.24442847
2020-11-17,Northern Ireland,60.24442847
2020-11-18,Northern Ireland,60.24442847
2020-11-19,Northern Ireland,60.24442847
2020-11-20,Northern Ireland,60.31631919
2020-11-21,Northern Ireland,59.81308411
2020-11-22,Northern Ireland,59.81308411
2020-11-23,Northern Ireland,59.81308411
2020-11-24,Northern Ireland,59.74119339
2020-11-25,Northern Ireland,59.59741193
2020-11-26,Northern Ireland,59.38173976
2020-11-27,Northern Ireland,61.32278936
2020-11-28,Northern Ireland,59.81308411
2020-11-29,Northern Ireland,59.02228613
2020-11-30,Northern Ireland,57.00934579
2020-12-01,Northern Ireland,69.66211359
2020-12-02,Northern Ireland,69.66211359
2020-12-03,Northern Ireland,69.66211359
2020-12-04,Northern Ireland,69.66211359
2020-12-05,Northern Ireland,69.66211359
2020-12-06,Northern Ireland,69.59022286
2020-12-07,Northern Ireland,68.65564342
2020-12-08,Northern Ireland,68.43997124
2020-12-09,Northern Ireland,68.29618979
2020-12-10,Northern Ireland,68.08051761
2020-12-11,Northern Ireland,67.36161035
2020-12-12,Northern Ireland,67.14593817
2020-12-13,Northern Ireland,66.930266
2020-12-14,Northern Ireland,66.28324946
2020-12-15,Northern Ireland,66.13946801
2020-12-16,Northern Ireland,66.06757728
2020-12-17,Northern Ireland,66.13946801
2020-12-18,Northern Ireland,66.06757728
2020-12-19,Northern Ireland,65.99568656
2020-12-20,Northern Ireland,66.06757728
2020-12-21,Northern Ireland,67.57728253
2020-12-22,Northern Ireland,67.64917326
2020-12-23,Northern Ireland,67.72106398
2020-12-24,Northern Ireland,67.64917326
2020-12-25,Northern Ireland,68.36808052
2020-12-26,Northern Ireland,68.72753415
2020-12-27,Northern Ireland,69.08698778
2020-12-28,Northern Ireland,69.37455068
2020-12-29,Northern Ireland,69.01509705
2020-12-30,Northern Ireland,68.79942487
2020-12-31,Northern Ireland,68.15240834
